state,year,metric,age_group,count,population,rate
IL,2013,Abortion,30-34,6940.0,448566,1547.1524814631516
IL,2013,Abortion,35-39,3820.0,411717,927.8217804948546
IL,2013,Abortion,40+,1470.0,432110,340.1911550299692
IL,2013,Birth,15-19,10525.0,427031,2464.6922588758193
IL,2013,Birth,20-24,31251.0,444397,7032.225690092417
IL,2013,Birth,25-29,42541.0,444264,9575.612698755695
IL,2013,Birth,30-34,45809.0,448566,10212.321040827883
IL,2013,Birth,35-39,21643.0,411717,5256.766176767052
IL,2013,Birth,40+,4682.0,432110,1083.520399898174
IL,2013,Miscarriage,15-19,2630.0,427031,615.8803459233638
IL,2013,Miscarriage,20-24,7560.0,444397,1701.181601135921
IL,2013,Miscarriage,25-29,9580.0,444264,2156.37548844831
IL,2013,Miscarriage,30-34,9860.0,448566,2198.1157733756013
IL,2013,Miscarriage,35-39,4710.0,411717,1143.9896822331846
IL,2013,Miscarriage,40+,1080.0,432110,249.9363587975284
IL,2013,Pregnancy,15-19,18410.0,427031,4311.162421463547
IL,2013,Pregnancy,20-24,51900.0,444397,11678.746706210888
IL,2013,Pregnancy,25-29,62800.0,444264,14135.739110078694
IL,2013,Pregnancy,30-34,62600.0,448566,13955.582901958685
IL,2013,Pregnancy,35-39,30180.0,411717,7330.277836475055
IL,2013,Pregnancy,40+,7230.0,432110,1673.1850686167875
IL,2014,Abortion,15-19,4430.0,419890,1055.0382242968396
IL,2014,Abortion,20-24,12890.0,445549,2893.0600225788858
IL,2014,Abortion,25-29,10440.0,443020,2356.552751568778
IL,2014,Abortion,30-34,6820.0,447744,1523.191823899371
IL,2014,Abortion,35-39,3910.0,414175,944.045391440816
IL,2014,Abortion,40+,1490.0,423929,351.47394964722866
IL,2014,Birth,15-19,9591.0,419890,2284.169663483293
IL,2014,Birth,20-24,30975.0,445549,6952.097300184716
IL,2014,Birth,25-29,43178.0,443020,9746.286849352173
IL,2014,Birth,30-34,47195.0,447744,10540.621426529446
IL,2014,Birth,35-39,22535.0,414175,5440.936802076417
IL,2014,Birth,40+,4632.0,423929,1092.6357951449418
IL,2014,Miscarriage,15-19,2360.0,419890,562.0519659910929
IL,2014,Miscarriage,20-24,7480.0,445549,1678.8276934747919
IL,2014,Miscarriage,25-29,9680.0,443020,2185.002934404767
IL,2014,Miscarriage,30-34,10120.0,447744,2260.2201257861634
IL,2014,Miscarriage,35-39,4900.0,414175,1183.0747872276213
IL,2014,Miscarriage,40+,1080.0,423929,254.75964135503824
IL,2014,Pregnancy,15-19,16390.0,419890,3903.4032722855986
IL,2014,Pregnancy,20-24,51350.0,445549,11525.107227263445
IL,2014,Pregnancy,25-29,63300.0,443020,14288.293982212994
IL,2014,Pregnancy,30-34,64140.0,447744,14325.150085763295
IL,2014,Pregnancy,35-39,31340.0,414175,7566.8497615742135
IL,2014,Pregnancy,40+,7200.0,423929,1698.3976090335882
IL,2015,Abortion,15-19,3860.0,415871,928.1724380877723
IL,2015,Abortion,20-24,12020.0,441508,2722.4874747456442
IL,2015,Abortion,25-29,10850.0,442297,2453.1027793541443
IL,2015,Abortion,30-34,6840.0,443022,1543.9413844007747
IL,2015,Abortion,35-39,3890.0,419184,927.9934348639262
IL,2015,Abortion,40+,1270.0,412642,307.7728394104333
IL,2015,Birth,15-19,8764.0,415871,2107.3842609847766
IL,2015,Birth,20-24,30279.0,441508,6858.086376690796
IL,2015,Birth,25-29,43379.0,442297,9807.663176553313
IL,2015,Birth,30-34,47451.0,443022,10710.754770643445
IL,2015,Birth,35-39,23092.0,419184,5508.798045726936
IL,2015,Birth,40+,4690.0,412642,1136.5784384527024
IL,2015,Miscarriage,15-19,2140.0,415871,514.5826470227546
IL,2015,Miscarriage,20-24,7260.0,441508,1644.3643150293994
IL,2015,Miscarriage,25-29,9760.0,442297,2206.6620393084286
IL,2015,Miscarriage,30-34,10170.0,443022,2295.5970583853623
IL,2015,Miscarriage,35-39,5010.0,419184,1195.1792053131799
IL,2015,Miscarriage,40+,1060.0,412642,256.88126753941674
IL,2015,Pregnancy,15-19,14760.0,415871,3549.1775093718966
IL,2015,Pregnancy,20-24,49560.0,441508,11225.164662927966
IL,2015,Pregnancy,25-29,63990.0,442297,14467.654087637944
IL,2015,Pregnancy,30-34,64460.0,443022,14550.067491004962
IL,2015,Pregnancy,35-39,31990.0,419184,7631.493568456811
IL,2015,Pregnancy,40+,7020.0,412642,1701.2325454025524
IL,2016,Abortion,15-19,3490.0,412430,846.2042043498291
IL,2016,Abortion,20-24,11470.0,432864,2649.793006579434
IL,2016,Abortion,25-29,10650.0,443537,2401.152553225548
IL,2016,Abortion,30-34,6710.0,438542,1530.0700959087158
IL,2016,Abortion,35-39,3870.0,423051,914.7833239963977
IL,2016,Abortion,40+,1270.0,399746,317.70174060528433
IL,2016,Birth,15-19,7729.0,412430,1874.0149843609825
IL,2016,Birth,20-24,27928.0,432864,6451.910992829156
IL,2016,Birth,25-29,42669.0,443537,9620.16697592309
IL,2016,Birth,30-34,47420.0,438542,10813.103419968897
IL,2016,Birth,35-39,23547.0,423051,5565.995589184283
IL,2016,Birth,40+,4725.0,399746,1182.00057036218
IL,2016,Miscarriage,15-19,1890.0,412430,458.2595834444633
IL,2016,Miscarriage,20-24,6730.0,432864,1554.7608486730244
IL,2016,Miscarriage,25-29,9600.0,443537,2164.419202907536
IL,2016,Miscarriage,30-34,10150.0,438542,2314.4875519334523
IL,2016,Miscarriage,35-39,5100.0,423051,1205.5284114681208
IL,2016,Miscarriage,40+,1070.0,399746,267.6699704312238
IL,2016,Pregnancy,15-19,13120.0,412430,3181.145891423999
IL,2016,Pregnancy,20-24,46130.0,432864,10656.926886966807
IL,2016,Pregnancy,25-29,62920.0,443537,14185.96419238981
IL,2016,Pregnancy,30-34,64280.0,438542,14657.661067811065
IL,2016,Pregnancy,35-39,32520.0,423051,7687.016459008489
IL,2016,Pregnancy,40+,7070.0,399746,1768.62307565304
IL,2017,Abortion,15-19,3400.0,408355,832.608881977691
IL,2017,Abortion,20-24,11190.0,423866,2639.985278366276
IL,2017,Abortion,25-29,10820.0,446186,2424.997646721323
IL,2017,Abortion,30-34,6480.0,433056,1496.3422744402571
IL,2017,Abortion,35-39,3700.0,425035,870.5165456962368
IL,2017,Abortion,40+,1300.0,393922,330.01457141261466
IL,2017,Birth,15-19,7103.0,408355,1739.4179084375114
IL,2017,Birth,20-24,26618.0,423866,6279.814847145088
IL,2017,Birth,25-29,40922.0,446186,9171.511432451936
IL,2017,Birth,30-34,45863.0,433056,10590.547180965048
IL,2017,Birth,35-39,23803.0,425035,5600.244685731763
IL,2017,Birth,40+,4662.0,393922,1183.4830245581613
IL,2017,Miscarriage,15-19,1760.0,408355,430.9975389060989
IL,2017,Miscarriage,20-24,6440.0,423866,1519.3480958604841
IL,2017,Miscarriage,25-29,9270.0,446186,2077.6088895662347
IL,2017,Miscarriage,30-34,9820.0,433056,2267.605113426439
IL,2017,Miscarriage,35-39,5130.0,425035,1206.9594268707283
IL,2017,Miscarriage,40+,1060.0,393922,269.08880438259354
IL,2017,Pregnancy,15-19,12270.0,408355,3004.738524078314
IL,2017,Pregnancy,20-24,44250.0,423866,10439.620068606588
IL,2017,Pregnancy,25-29,61010.0,446186,13673.669725181875
IL,2017,Pregnancy,30-34,62160.0,433056,14353.801817778764
IL,2017,Pregnancy,35-39,32640.0,425035,7679.367581493289
IL,2017,Pregnancy,40+,7020.0,393922,1782.0786856281193
IL,2018,Abortion,15-19,3540.0,405158,873.7332102537775
IL,2018,Abortion,20-24,11830.0,415494,2847.2131968211334
IL,2018,Abortion,25-29,12310.0,445431,2763.615464572515
IL,2018,Abortion,30-34,7450.0,428166,1739.9793538020301
IL,2018,Abortion,35-39,4190.0,426589,982.2100429218756
IL,2018,Abortion,40+,1300.0,392142,331.51256432618794
IL,2018,Birth,15-19,6399.0,405158,1579.3838453146675
IL,2018,Birth,20-24,24505.0,415494,5897.798764843777
IL,2018,Birth,25-29,39836.0,445431,8943.248224753104
IL,2018,Birth,30-34,44859.0,428166,10477.011252645003
IL,2018,Birth,35-39,24056.0,426589,5639.151501796811
IL,2018,Birth,40+,4750.0,392142,1211.2959081149174
IL,2018,Miscarriage,15-19,1630.0,405158,402.3121843823891
IL,2018,Miscarriage,20-24,6080.0,415494,1463.318363201394
IL,2018,Miscarriage,25-29,9200.0,445431,2065.4152944002553
IL,2018,Miscarriage,30-34,9720.0,428166,2270.1475595913735
IL,2018,Miscarriage,35-39,5230.0,426589,1226.0044211172815
IL,2018,Miscarriage,40+,1080.0,392142,275.4104380556023
IL,2018,Pregnancy,15-19,11570.0,405158,2855.676057241866
IL,2018,Pregnancy,20-24,42420.0,415494,10209.533711678147
IL,2018,Pregnancy,25-29,61350.0,445431,13773.176990375612
IL,2018,Pregnancy,30-34,62020.0,428166,14485.036177557304
IL,2018,Pregnancy,35-39,33470.0,426589,7845.9594598079175
IL,2018,Pregnancy,40+,7130.0,392142,1818.2189104967078
IL,2019,Abortion,15-19,3960.0,402682,983.4062610198619
IL,2019,Abortion,20-24,12630.0,408523,3091.625196133388
IL,2019,Abortion,25-29,13590.0,442731,3069.5840137690834
IL,2019,Abortion,30-34,8320.0,425471,1955.4799269515431
IL,2019,Abortion,35-39,4420.0,424635,1040.8939442109106
IL,2019,Abortion,40+,1440.0,393541,365.9085076269055
IL,2019,Birth,15-19,5883.0,402682,1460.9543014090523
IL,2019,Birth,20-24,23125.0,408523,5660.635998462755
IL,2019,Birth,25-29,38069.0,442731,8598.6750419555
IL,2019,Birth,30-34,43860.0,425471,10308.575672607534
IL,2019,Birth,35-39,24039.0,424635,5661.097177576036
IL,2019,Birth,40+,4706.0,393541,1195.8093311751509
IL,2019,Miscarriage,15-19,1570.0,402682,389.88581560635936
IL,2019,Miscarriage,20-24,5890.0,408523,1441.7792878246757
IL,2019,Miscarriage,25-29,8970.0,442731,2026.060971560609
IL,2019,Miscarriage,30-34,9600.0,425471,2256.3229926363956
IL,2019,Miscarriage,35-39,5250.0,424635,1236.355929209792
IL,2019,Miscarriage,40+,1090.0,393541,276.9724120231437
IL,2019,Pregnancy,15-19,11410.0,402682,2833.5013732920766
IL,2019,Pregnancy,20-24,41640.0,408523,10192.816561123853
IL,2019,Pregnancy,25-29,60630.0,442731,13694.54589807355
IL,2019,Pregnancy,30-34,61780.0,425471,14520.378592195473
IL,2019,Pregnancy,35-39,33700.0,424635,7936.227583689521
IL,2019,Pregnancy,40+,7230.0,393541,1837.165632043421
IL,2020,Abortion,15-19,3460.0,396691,872.2154019123197
IL,2020,Abortion,20-24,11950.0,403351,2962.6801470679384
IL,2020,Abortion,25-29,13160.0,435501,3021.807068181244
IL,2020,Abortion,30-34,8080.0,423722,1906.9106631234629
IL,2020,Abortion,35-39,4180.0,419823,995.6576938376411
IL,2020,Abortion,40+,1320.0,397585,332.00447703006904
IL,2020,Birth,15-19,5379.0,396691,1355.9672389844993
IL,2020,Birth,20-24,21399.0,403351,5305.304808962913
IL,2020,Birth,25-29,35948.0,435501,8254.401252809981
IL,2020,Birth,30-34,42464.0,423722,10021.665148375585
IL,2020,Birth,35-39,23002.0,419823,5478.97566355345
IL,2020,Birth,40+,4706.0,397585,1183.6462643208372
IL,2020,Miscarriage,15-19,1420.0,396691,357.9612343108364
IL,2020,Miscarriage,20-24,5470.0,403351,1356.138945980052
IL,2020,Miscarriage,25-29,8510.0,435501,1954.0712880108197
IL,2020,Miscarriage,30-34,9300.0,423722,2194.835292951511
IL,2020,Miscarriage,35-39,5020.0,419823,1195.7420150873106
IL,2020,Miscarriage,40+,1070.0,397585,269.1248412289196
IL,2020,Pregnancy,15-19,10270.0,396691,2588.9168143466827
IL,2020,Pregnancy,20-24,38830.0,403351,9626.851055284355
IL,2020,Pregnancy,25-29,57620.0,435501,13230.738850197818
IL,2020,Pregnancy,30-34,59850.0,423722,14124.827127220206
IL,2020,Pregnancy,35-39,32200.0,419823,7669.898981237332
IL,2020,Pregnancy,40+,7100.0,397585,1785.781656752644
IN,1988,Abortion,15-19,5280.0,215778,2446.959374913105
IN,1988,Abortion,20-24,7160.0,218455,3277.562884804651
IN,1988,Abortion,25-29,4270.0,237811,1795.5435198540017
IN,1988,Abortion,30-34,2450.0,231901,1056.4853105419986
IN,1988,Abortion,35-39,1230.0,210349,584.7424993700945
IN,1988,Abortion,40+,310.0,181653,170.65504010393443
IN,1988,Birth,15-19,11298.0,215778,5235.936935183383
IN,1988,Birth,20-24,24945.0,218455,11418.827676180448
IN,1988,Birth,25-29,26135.0,237811,10989.819646694225
IN,1988,Birth,30-34,14276.0,231901,6156.07522175411
IN,1988,Birth,35-39,4217.0,210349,2004.7635120680393
IN,1988,Birth,40+,582.0,181653,320.3910752919027
IN,1988,Miscarriage,15-19,2790.0,215778,1292.9955787893111
IN,1988,Miscarriage,20-24,5700.0,218455,2609.233022819345
IN,1988,Miscarriage,25-29,5650.0,237811,2375.836273343117
IN,1988,Miscarriage,30-34,3100.0,231901,1336.7773317062022
IN,1988,Miscarriage,35-39,970.0,210349,461.1383938121883
IN,1988,Miscarriage,40+,150.0,181653,82.57501940512957
IN,1988,Pregnancy,15-19,19360.0,215778,8972.184374681385
IN,1988,Pregnancy,20-24,37810.0,218455,17307.912384701653
IN,1988,Pregnancy,25-29,36060.0,237811,15163.301949867753
IN,1988,Pregnancy,30-34,19830.0,231901,8551.062737978707
IN,1988,Pregnancy,35-39,6410.0,210349,3047.3166024083785
IN,1988,Pregnancy,40+,1040.0,181653,572.5201345422316
IN,1992,Abortion,15-19,4380.0,199361,2197.019477229749
IN,1992,Abortion,20-24,7850.0,222207,3532.741992826509
IN,1992,Abortion,25-29,4360.0,214083,2036.5932839132486
IN,1992,Abortion,30-34,2660.0,238380,1115.8654249517576
IN,1992,Abortion,35-39,1380.0,233624,590.6927370475637
IN,1992,Abortion,40+,340.0,211481,160.77094396186894
IN,1992,Birth,15-19,11668.0,199361,5852.6993745015325
IN,1992,Birth,20-24,25219.0,222207,11349.327428928882
IN,1992,Birth,25-29,25077.0,214083,11713.681142360672
IN,1992,Birth,30-34,15963.0,238380,6696.451044550718
IN,1992,Birth,35-39,5187.0,233624,2220.2342225113857
IN,1992,Birth,40+,825.0,211481,390.10596696629955
IN,1992,Miscarriage,15-19,2770.0,199361,1389.439258430686
IN,1992,Miscarriage,20-24,5830.0,222207,2623.6797220609615
IN,1992,Miscarriage,25-29,5450.0,214083,2545.7416048915607
IN,1992,Miscarriage,30-34,3460.0,238380,1451.464048997399
IN,1992,Miscarriage,35-39,1180.0,233624,505.0850939971921
IN,1992,Miscarriage,40+,200.0,211481,94.57114350698171
IN,1992,Pregnancy,15-19,18820.0,199361,9440.161315402713
IN,1992,Pregnancy,20-24,38900.0,222207,17506.199174643465
IN,1992,Pregnancy,25-29,34890.0,214083,16297.417356819551
IN,1992,Pregnancy,30-34,22080.0,238380,9262.522023659703
IN,1992,Pregnancy,35-39,7740.0,233624,3313.0157860493787
IN,1992,Pregnancy,40+,1360.0,211481,643.0837758474757
IN,1996,Abortion,15-19,3930.0,215681,1822.13546858555
IN,1996,Abortion,20-24,6350.0,206092,3081.148225064534
IN,1996,Abortion,25-29,3880.0,214201,1811.3827666537504
IN,1996,Abortion,30-34,2330.0,224291,1038.8290212268882
IN,1996,Abortion,35-39,1320.0,247519,533.2923937152299
IN,1996,Abortion,40+,370.0,232427,159.18976710967314
IN,1996,Birth,15-19,11875.0,215681,5505.816460420714
IN,1996,Birth,20-24,23301.0,206092,11306.11571531161
IN,1996,Birth,25-29,23690.0,214201,11059.705603615295
IN,1996,Birth,30-34,16851.0,224291,7513.007655233603
IN,1996,Birth,35-39,6502.0,247519,2626.8690484366857
IN,1996,Birth,40+,1090.0,232427,468.9644490528209
IN,1996,Miscarriage,15-19,2770.0,215681,1284.3041343465582
IN,1996,Miscarriage,20-24,5290.0,206092,2566.8148205655725
IN,1996,Miscarriage,25-29,5130.0,214201,2394.9468023025106
IN,1996,Miscarriage,30-34,3600.0,224291,1605.0577152003423
IN,1996,Miscarriage,35-39,1430.0,247519,577.7334265248325
IN,1996,Miscarriage,40+,260.0,232427,111.86307959058114
IN,1996,Pregnancy,15-19,18570.0,215681,8609.937824843171
IN,1996,Pregnancy,20-24,34940.0,206092,16953.593540748792
IN,1996,Pregnancy,25-29,32690.0,214201,15261.366660286365
IN,1996,Pregnancy,30-34,22780.0,224291,10156.4485422955
IN,1996,Pregnancy,35-39,9250.0,247519,3737.086849898392
IN,1996,Pregnancy,40+,1720.0,232427,740.0172957530751
IN,2000,Abortion,15-19,2740.0,221363,1237.7858991791763
IN,2000,Abortion,20-24,5320.0,211041,2520.8371832961366
IN,2000,Abortion,25-29,3550.0,200648,1769.267573063275
IN,2000,Abortion,30-34,1890.0,209193,903.4719134961496
IN,2000,Abortion,35-39,1140.0,239080,476.8278400535386
IN,2000,Abortion,40+,390.0,242926,160.54271671208517
IN,2000,Birth,15-19,10846.0,221363,4899.644475363995
IN,2000,Birth,20-24,25441.0,211041,12055.00353011974
IN,2000,Birth,25-29,25104.0,200648,12511.462860332524
IN,2000,Birth,30-34,17358.0,209193,8297.600780140827
IN,2000,Birth,35-39,7402.0,239080,3096.0348000669233
IN,2000,Birth,40+,1420.0,242926,584.5401480286179
IN,2000,Miscarriage,15-19,2440.0,221363,1102.2618956194126
IN,2000,Miscarriage,20-24,5620.0,211041,2662.9896560384
IN,2000,Miscarriage,25-29,5380.0,200648,2681.312547346597
IN,2000,Miscarriage,30-34,3660.0,209193,1749.5805308973056
IN,2000,Miscarriage,35-39,1590.0,239080,665.0493558641459
IN,2000,Miscarriage,40+,320.0,242926,131.7273573022237
IN,2000,Pregnancy,15-19,16030.0,221363,7241.499256876714
IN,2000,Pregnancy,20-24,36380.0,211041,17238.356527878466
IN,2000,Pregnancy,25-29,34030.0,200648,16960.049439815
IN,2000,Pregnancy,30-34,22900.0,209193,10946.829004794616
IN,2000,Pregnancy,35-39,10140.0,239080,4241.258156265685
IN,2000,Pregnancy,40+,2130.0,242926,876.8102220429266
IN,2005,Abortion,15-19,2140.0,225603,948.5689463349335
IN,2005,Abortion,20-24,4580.0,222589,2057.6039247222457
IN,2005,Abortion,25-29,3090.0,199981,1545.1467889449498
IN,2005,Abortion,30-34,1890.0,202989,931.0849356369064
IN,2005,Abortion,35-39,1050.0,211705,495.9731702132685
IN,2005,Abortion,40+,370.0,238706,155.00238787462402
IN,2005,Birth,15-19,9508.0,225603,4214.48296343577
IN,2005,Birth,20-24,24931.0,222589,11200.463634770811
IN,2005,Birth,25-29,25784.0,199981,12893.224856361354
IN,2005,Birth,30-34,17829.0,202989,8783.23455950815
IN,2005,Birth,35-39,7421.0,211705,3505.3494249073
IN,2005,Birth,40+,1613.0,238706,675.7266260588339
IN,2005,Miscarriage,15-19,2120.0,225603,939.7038159953547
IN,2005,Miscarriage,20-24,5440.0,222589,2443.9662337312266
IN,2005,Miscarriage,25-29,5470.0,199981,2735.25984968572
IN,2005,Miscarriage,30-34,3760.0,202989,1852.3171206321524
IN,2005,Miscarriage,35-39,1590.0,211705,751.0450863229494
IN,2005,Miscarriage,40+,360.0,238706,150.81313414828284
IN,2005,Pregnancy,15-19,13760.0,225603,6099.2096736302265
IN,2005,Pregnancy,20-24,34960.0,222589,15706.077119713913
IN,2005,Pregnancy,25-29,34340.0,199981,17171.631304973973
IN,2005,Pregnancy,30-34,23480.0,202989,11567.129253309293
IN,2005,Pregnancy,35-39,10060.0,211705,4751.895326043315
IN,2005,Pregnancy,40+,2340.0,238706,980.2853719638384
IN,2006,Abortion,15-19,2000.0,228677,874.5960459512762
IN,2006,Abortion,20-24,4400.0,221392,1987.4250198742502
IN,2006,Abortion,25-29,3000.0,205971,1456.5157230872308
IN,2006,Abortion,30-34,1810.0,198022,914.0398541576187
IN,2006,Abortion,35-39,1150.0,213808,537.8657487091222
IN,2006,Abortion,40+,370.0,232741,158.97499795910474
IN,2006,Birth,15-19,9549.0,228677,4175.758821394369
IN,2006,Birth,20-24,25652.0,221392,11586.68786586688
IN,2006,Birth,25-29,26424.0,205971,12828.990488952328
IN,2006,Birth,30-34,17672.0,198022,8924.260940703558
IN,2006,Birth,35-39,7729.0,213808,3614.9255406720044
IN,2006,Birth,40+,1490.0,232741,640.1966134028813
IN,2006,Miscarriage,15-19,2110.0,228677,922.6988284785964
IN,2006,Miscarriage,20-24,5570.0,221392,2515.899400158994
IN,2006,Miscarriage,25-29,5580.0,205971,2709.119244942249
IN,2006,Miscarriage,30-34,3720.0,198022,1878.5791477714597
IN,2006,Miscarriage,35-39,1660.0,213808,776.3975155279503
IN,2006,Miscarriage,40+,340.0,232741,146.08513325971788
IN,2006,Pregnancy,15-19,13660.0,228677,5973.490993847217
IN,2006,Pregnancy,20-24,35620.0,221392,16089.10891089109
IN,2006,Pregnancy,25-29,35010.0,205971,16997.53848842798
IN,2006,Pregnancy,30-34,23200.0,198022,11715.869953843512
IN,2006,Pregnancy,35-39,10540.0,213808,4929.656514255781
IN,2006,Pregnancy,40+,2200.0,232741,945.2567446217039
IN,2007,Abortion,15-19,2060.0,231272,890.7260714656336
IN,2007,Abortion,20-24,4140.0,219955,1882.203177922757
IN,2007,Abortion,25-29,2970.0,209192,1419.7483651382463
IN,2007,Abortion,30-34,1800.0,196474,916.151755448558
IN,2007,Abortion,35-39,1070.0,214322,499.2487938709045
IN,2007,Abortion,40+,340.0,226631,150.02360665575318
IN,2007,Birth,15-19,9948.0,231272,4301.428620844719
IN,2007,Birth,20-24,25642.0,219955,11657.839103452978
IN,2007,Birth,25-29,27141.0,209192,12974.205514551226
IN,2007,Birth,30-34,17912.0,196474,9116.727913108096
IN,2007,Birth,35-39,7588.0,214322,3540.4671475630125
IN,2007,Birth,40+,1456.0,226631,642.4540332081665
IN,2007,Miscarriage,15-19,2200.0,231272,951.2608530215504
IN,2007,Miscarriage,20-24,5540.0,219955,2518.697006205815
IN,2007,Miscarriage,25-29,5730.0,209192,2739.1104822364146
IN,2007,Miscarriage,30-34,3760.0,196474,1913.7392224925436
IN,2007,Miscarriage,35-39,1620.0,214322,755.8720056737059
IN,2007,Miscarriage,40+,330.0,226631,145.6111476364663
IN,2007,Pregnancy,15-19,14210.0,231272,6144.2803279255595
IN,2007,Pregnancy,20-24,35330.0,219955,16062.376395171741
IN,2007,Pregnancy,25-29,35840.0,209192,17132.586332173312
IN,2007,Pregnancy,30-34,23470.0,196474,11945.600944654254
IN,2007,Pregnancy,35-39,10280.0,214322,4796.52112242327
IN,2007,Pregnancy,40+,2120.0,226631,935.441312088814
IN,2008,Abortion,15-19,1950.0,233197,836.2028671037792
IN,2008,Abortion,20-24,4240.0,219949,1927.7196077272458
IN,2008,Abortion,25-29,2950.0,211001,1398.0976393476808
IN,2008,Abortion,30-34,1750.0,197785,884.7991505928155
IN,2008,Abortion,35-39,1010.0,213502,473.06348418281794
IN,2008,Abortion,40+,320.0,220222,145.30791655692892
IN,2008,Birth,15-19,9607.0,233197,4119.692791931286
IN,2008,Birth,20-24,25066.0,219949,11396.278228134704
IN,2008,Birth,25-29,26940.0,211001,12767.712001364922
IN,2008,Birth,30-34,17833.0,197785,9016.3561442981
IN,2008,Birth,35-39,7630.0,213502,3573.7370141731694
IN,2008,Birth,40+,1469.0,220222,667.0541544441518
IN,2008,Miscarriage,15-19,2120.0,233197,909.1026042359035
IN,2008,Miscarriage,20-24,5440.0,219949,2473.3006287821268
IN,2008,Miscarriage,25-29,5680.0,211001,2691.930369998246
IN,2008,Miscarriage,30-34,3740.0,197785,1890.9421846955026
IN,2008,Miscarriage,35-39,1630.0,213502,763.4588903148448
IN,2008,Miscarriage,40+,330.0,220222,149.84878894933294
IN,2008,Pregnancy,15-19,13670.0,233197,5861.996509389057
IN,2008,Pregnancy,20-24,34740.0,219949,15794.5705595388
IN,2008,Pregnancy,25-29,35580.0,211001,16862.479324742537
IN,2008,Pregnancy,30-34,23330.0,197785,11795.636676188791
IN,2008,Pregnancy,35-39,10270.0,213502,4810.259388670833
IN,2008,Pregnancy,40+,2120.0,220222,962.6649471896541
IN,2009,Abortion,15-19,1900.0,233337,814.2729185684225
IN,2009,Abortion,20-24,4080.0,222095,1837.0517121051803
IN,2009,Abortion,25-29,2860.0,210545,1358.3794438243606
IN,2009,Abortion,30-34,1740.0,200014,869.9391042627016
IN,2009,Abortion,35-39,1050.0,211181,497.20382041945055
IN,2009,Abortion,40+,330.0,213635,154.4690710791771
IN,2009,Birth,15-19,9527.0,233337,4082.9358395796635
IN,2009,Birth,20-24,23995.0,222095,10803.935252932304
IN,2009,Birth,25-29,26316.0,210545,12498.990714574082
IN,2009,Birth,30-34,17941.0,200014,8969.872108952373
IN,2009,Birth,35-39,7218.0,211181,3417.9211197977093
IN,2009,Birth,40+,1466.0,213635,686.2171460668898
IN,2009,Miscarriage,15-19,2100.0,233337,899.9858573650986
IN,2009,Miscarriage,20-24,5210.0,222095,2345.842995114703
IN,2009,Miscarriage,25-29,5550.0,210545,2636.016053575245
IN,2009,Miscarriage,30-34,3760.0,200014,1879.8684092113554
IN,2009,Miscarriage,35-39,1550.0,211181,733.9675444287128
IN,2009,Miscarriage,40+,330.0,213635,154.4690710791771
IN,2009,Pregnancy,15-19,13530.0,233337,5798.480309595136
IN,2009,Pregnancy,20-24,33280.0,222095,14984.578671289315
IN,2009,Pregnancy,25-29,34730.0,210545,16495.286043363652
IN,2009,Pregnancy,30-34,23440.0,200014,11719.179657423982
IN,2009,Pregnancy,35-39,9810.0,211181,4645.304265061724
IN,2009,Pregnancy,40+,2120.0,213635,992.346759660168
IN,2010,Abortion,15-19,1710.0,231240,739.4914374675661
IN,2010,Abortion,20-24,3900.0,224816,1734.7519749484022
IN,2010,Abortion,25-29,2830.0,208756,1355.6496579739025
IN,2010,Abortion,30-34,1730.0,203916,848.3885521489241
IN,2010,Abortion,35-39,1030.0,206950,497.70475960376905
IN,2010,Abortion,40+,350.0,211838,165.22059309472334
IN,2010,Birth,15-19,8665.0,231240,3747.1890676353573
IN,2010,Birth,20-24,22518.0,224816,10016.191018432852
IN,2010,Birth,25-29,25569.0,208756,12248.270708386824
IN,2010,Birth,30-34,18277.0,203916,8963.004374350223
IN,2010,Birth,35-39,7263.0,206950,3509.543367963276
IN,2010,Birth,40+,1458.0,211838,688.2617849488761
IN,2010,Miscarriage,15-19,1900.0,231240,821.6571527417402
IN,2010,Miscarriage,20-24,4890.0,224816,2175.1120916660734
IN,2010,Miscarriage,25-29,5400.0,208756,2586.751997547376
IN,2010,Miscarriage,30-34,3830.0,203916,1878.224366896173
IN,2010,Miscarriage,35-39,1560.0,206950,753.8052669726987
IN,2010,Miscarriage,40+,330.0,211838,155.77941634645342
IN,2010,Pregnancy,15-19,12280.0,231240,5310.499913509773
IN,2010,Pregnancy,20-24,31310.0,224816,13926.944701444738
IN,2010,Pregnancy,25-29,33790.0,208756,16186.361110578857
IN,2010,Pregnancy,30-34,23840.0,203916,11691.088487416388
IN,2010,Pregnancy,35-39,9850.0,206950,4759.603769026335
IN,2010,Pregnancy,40+,2130.0,211838,1005.4853236907447
IN,2011,Abortion,15-19,1410.0,227499,619.7829441008532
IN,2011,Abortion,20-24,3610.0,230034,1569.3332290009303
IN,2011,Abortion,25-29,2590.0,207844,1246.1269028694599
IN,2011,Abortion,30-34,1720.0,207508,828.8837056884555
IN,2011,Abortion,35-39,960.0,201627,476.12670922049136
IN,2011,Abortion,40+,360.0,213399,168.69807262452028
IN,2011,Birth,15-19,7917.0,227499,3480.0152967705353
IN,2011,Birth,20-24,22244.0,230034,9669.874888060027
IN,2011,Birth,25-29,25788.0,207844,12407.382459921864
IN,2011,Birth,30-34,18765.0,207508,9043.024847234805
IN,2011,Birth,35-39,7282.0,201627,3611.619475566268
