state,year,metric,age_group,count,population,rate
NJ,2007,Birth,15-19,7255.0,291323,2490.3629304929577
NJ,2007,Birth,20-24,19831.0,251072,7898.531098648993
NJ,2007,Birth,25-29,29894.0,268721,11124.54925368691
NJ,2007,Birth,30-34,34076.0,275801,12355.285151250358
NJ,2007,Birth,35-39,20137.0,321771,6258.177399454892
NJ,2007,Birth,40+,4374.0,353824,1236.2078321425342
NJ,2007,Miscarriage,15-19,2290.0,291323,786.0690710997759
NJ,2007,Miscarriage,20-24,5710.0,251072,2274.248024471068
NJ,2007,Miscarriage,25-29,7380.0,268721,2746.34286118316
NJ,2007,Miscarriage,30-34,7660.0,275801,2777.364839141265
NJ,2007,Miscarriage,35-39,4560.0,321771,1417.1569221589266
NJ,2007,Miscarriage,40+,1080.0,353824,305.23650176358865
NJ,2007,Pregnancy,15-19,17890.0,291323,6140.950079465061
NJ,2007,Pregnancy,20-24,42940.0,251072,17102.66377772113
NJ,2007,Pregnancy,25-29,51240.0,268721,19068.104093092836
NJ,2007,Pregnancy,30-34,50140.0,275801,18179.77454759047
NJ,2007,Pregnancy,35-39,29980.0,321771,9317.185203141365
NJ,2007,Pregnancy,40+,7560.0,353824,2136.6555123451208
NJ,2008,Abortion,15-19,8840.0,292076,3026.609512592613
NJ,2008,Abortion,20-24,16880.0,253175,6667.324972844871
NJ,2008,Abortion,25-29,13900.0,272506,5100.805119887269
NJ,2008,Abortion,30-34,7990.0,275740,2897.6572133168925
NJ,2008,Abortion,35-39,4910.0,313945,1563.9682109923715
NJ,2008,Abortion,40+,1980.0,345210,573.5639176153645
NJ,2008,Birth,15-19,7008.0,292076,2399.3755050055465
NJ,2008,Birth,20-24,19053.0,253175,7525.624567986571
NJ,2008,Birth,25-29,29272.0,272506,10741.781832326627
NJ,2008,Birth,30-34,33278.0,275740,12068.615362297818
NJ,2008,Birth,35-39,19329.0,313945,6156.81090636895
NJ,2008,Birth,40+,4410.0,345210,1277.4832710524029
NJ,2008,Miscarriage,15-19,2290.0,292076,784.042509483833
NJ,2008,Miscarriage,20-24,5500.0,253175,2172.410388071492
NJ,2008,Miscarriage,25-29,7240.0,272506,2656.82223510675
NJ,2008,Miscarriage,30-34,7450.0,275740,2701.820555595851
NJ,2008,Miscarriage,35-39,4360.0,313945,1388.7782891907818
NJ,2008,Miscarriage,40+,1080.0,345210,312.853045972017
NJ,2008,Pregnancy,15-19,18140.0,292076,6210.712280365385
NJ,2008,Pregnancy,20-24,41430.0,253175,16364.174977782168
NJ,2008,Pregnancy,25-29,50410.0,272506,18498.67525852642
NJ,2008,Pregnancy,30-34,48720.0,275740,17668.818452165084
NJ,2008,Pregnancy,35-39,28600.0,313945,9109.875933682652
NJ,2008,Pregnancy,40+,7470.0,345210,2163.9002346397847
NJ,2009,Abortion,15-19,7270.0,290724,2500.6535408153436
NJ,2009,Abortion,20-24,16360.0,257864,6344.429621816152
NJ,2009,Abortion,25-29,13060.0,274464,4758.365395826046
NJ,2009,Abortion,30-34,8090.0,278132,2908.6908374440914
NJ,2009,Abortion,35-39,4870.0,306339,1589.7420831170698
NJ,2009,Abortion,40+,2120.0,336276,630.4345240219344
NJ,2009,Birth,15-19,6408.0,290724,2204.152391959384
NJ,2009,Birth,20-24,18568.0,257864,7200.694939968355
NJ,2009,Birth,25-29,28707.0,274464,10459.295208114725
NJ,2009,Birth,30-34,33246.0,278132,11953.317129995829
NJ,2009,Birth,35-39,18604.0,306339,6073.010618954818
NJ,2009,Birth,40+,4388.0,336276,1304.8805148152114
NJ,2009,Miscarriage,15-19,2010.0,290724,691.3773888636645
NJ,2009,Miscarriage,20-24,5350.0,257864,2074.7370707039368
NJ,2009,Miscarriage,25-29,7050.0,274464,2568.6428821266177
NJ,2009,Miscarriage,30-34,7460.0,278132,2682.1796844663686
NJ,2009,Miscarriage,35-39,4210.0,306339,1374.2944907439144
NJ,2009,Miscarriage,40+,1090.0,336276,324.13850527542854
NJ,2009,Pregnancy,15-19,15690.0,290724,5396.8712593387545
NJ,2009,Pregnancy,20-24,40270.0,257864,15616.759221915427
NJ,2009,Pregnancy,25-29,48820.0,274464,17787.3965255917
NJ,2009,Pregnancy,30-34,48800.0,278132,17545.62581795694
NJ,2009,Pregnancy,35-39,27680.0,306339,9035.741449831721
NJ,2009,Pregnancy,40+,7590.0,336276,2257.074545908718
NJ,2010,Abortion,15-19,7100.0,288946,2457.206536861559
NJ,2010,Abortion,20-24,15850.0,262174,6045.603301624112
NJ,2010,Abortion,25-29,11940.0,275483,4334.205740463114
NJ,2010,Abortion,30-34,7640.0,281956,2709.6426392770504
NJ,2010,Abortion,35-39,4550.0,296874,1532.6367415132345
NJ,2010,Abortion,40+,1850.0,331008,558.8988785769528
NJ,2010,Birth,15-19,5793.0,288946,2004.872882822396
NJ,2010,Birth,20-24,17773.0,262174,6779.0856454110635
NJ,2010,Birth,25-29,27455.0,275483,9966.132211425025
NJ,2010,Birth,30-34,32983.0,281956,11697.924498857978
NJ,2010,Birth,35-39,18177.0,296874,6122.799571535399
NJ,2010,Birth,40+,4325.0,331008,1306.6149458623356
NJ,2010,Miscarriage,15-19,1870.0,288946,647.1797498494528
NJ,2010,Miscarriage,20-24,5140.0,262174,1960.5300296749488
NJ,2010,Miscarriage,25-29,6680.0,275483,2424.8320223026467
NJ,2010,Miscarriage,30-34,7360.0,281956,2610.3363645391482
NJ,2010,Miscarriage,35-39,4090.0,296874,1377.688851162446
NJ,2010,Miscarriage,40+,1050.0,331008,317.2128770301624
NJ,2010,Pregnancy,15-19,14760.0,288946,5108.220913250227
NJ,2010,Pregnancy,20-24,38770.0,262174,14787.88895924081
NJ,2010,Pregnancy,25-29,46080.0,275483,16726.984968219454
NJ,2010,Pregnancy,30-34,47980.0,281956,17016.839506873413
NJ,2010,Pregnancy,35-39,26820.0,296874,9034.135693930759
NJ,2010,Pregnancy,40+,7230.0,331008,2184.2372389791185
NJ,2011,Abortion,15-19,6420.0,288191,2227.6892755151966
NJ,2011,Abortion,20-24,14940.0,264566,5646.984117384698
NJ,2011,Abortion,25-29,11340.0,275317,4118.888408634411
NJ,2011,Abortion,30-34,7750.0,284584,2723.2732690523712
NJ,2011,Abortion,35-39,4250.0,287609,1477.7006282835378
NJ,2011,Abortion,40+,1770.0,327619,540.2617064333875
NJ,2011,Birth,15-19,5358.0,288191,1859.1836663879164
NJ,2011,Birth,20-24,17353.0,264566,6559.043868070727
NJ,2011,Birth,25-29,27255.0,275317,9899.49766995863
NJ,2011,Birth,30-34,33305.0,284584,11703.047254940544
NJ,2011,Birth,35-39,17837.0,287609,6201.822613339638
NJ,2011,Birth,40+,4342.0,327619,1325.3199600755756
NJ,2011,Miscarriage,15-19,1710.0,288191,593.3564892727393
NJ,2011,Miscarriage,20-24,4960.0,264566,1874.768488770288
NJ,2011,Miscarriage,25-29,6590.0,275317,2393.6044632187627
NJ,2011,Miscarriage,30-34,7440.0,284584,2614.3423382902765
NJ,2011,Miscarriage,35-39,3990.0,287609,1387.3001192591332
NJ,2011,Miscarriage,40+,1050.0,327619,320.49423262997567
NJ,2011,Pregnancy,15-19,13490.0,288191,4680.923415373832
NJ,2011,Pregnancy,20-24,37260.0,264566,14083.442316850995
NJ,2011,Pregnancy,25-29,45180.0,275317,16410.174453448206
NJ,2011,Pregnancy,30-34,48490.0,284584,17038.90591178703
NJ,2011,Pregnancy,35-39,26080.0,287609,9067.866443678744
NJ,2011,Pregnancy,40+,7160.0,327619,2185.4654339339295
NJ,2012,Abortion,15-19,4680.0,285211,1640.8904284897847
NJ,2012,Abortion,20-24,13740.0,268580,5115.794176781592
NJ,2012,Abortion,25-29,11750.0,273002,4303.997772910088
NJ,2012,Abortion,30-34,8030.0,285887,2808.8020791431577
NJ,2012,Abortion,35-39,4350.0,283493,1534.4294215377452
NJ,2012,Abortion,40+,2000.0,321751,621.5986896699621
NJ,2012,Birth,15-19,4772.0,285211,1673.1472488789002
NJ,2012,Birth,20-24,16827.0,268580,6265.172388115273
NJ,2012,Birth,25-29,26832.0,273002,9828.49942491264
NJ,2012,Birth,30-34,33144.0,285887,11593.391794660129
NJ,2012,Birth,35-39,17899.0,283493,6313.736141633127
NJ,2012,Birth,40+,4362.0,321751,1355.7067421701875
NJ,2012,Miscarriage,15-19,1420.0,285211,497.8770103537381
NJ,2012,Miscarriage,20-24,4740.0,268580,1764.8372924268376
NJ,2012,Miscarriage,25-29,6540.0,273002,2395.586845517615
NJ,2012,Miscarriage,30-34,7430.0,285887,2598.9289474512657
NJ,2012,Miscarriage,35-39,4010.0,283493,1414.497006980772
NJ,2012,Miscarriage,40+,1070.0,321751,332.5552989734298
NJ,2012,Pregnancy,15-19,10870.0,285211,3811.213452496573
NJ,2012,Pregnancy,20-24,35310.0,268580,13146.92084295182
NJ,2012,Pregnancy,25-29,45120.0,273002,16527.35144797474
NJ,2012,Pregnancy,30-34,48600.0,285887,16999.723667043272
NJ,2012,Pregnancy,35-39,26260.0,283493,9263.0153125474
NJ,2012,Pregnancy,40+,7430.0,321751,2309.2391321239093
NJ,2013,Abortion,15-19,4660.0,281482,1655.5232661413518
NJ,2013,Abortion,20-24,13540.0,273518,4950.314056113309
NJ,2013,Abortion,25-29,11430.0,271762,4205.886032631493
NJ,2013,Abortion,30-34,7720.0,286472,2694.853249183166
NJ,2013,Abortion,35-39,4170.0,282140,1477.9896505281065
NJ,2013,Abortion,40+,1660.0,313966,528.7196702827695
NJ,2013,Birth,15-19,4188.0,281482,1487.8393645064336
NJ,2013,Birth,20-24,15913.0,273518,5817.898639212044
NJ,2013,Birth,25-29,26158.0,271762,9625.333931896292
NJ,2013,Birth,30-34,33638.0,286472,11742.159792231003
NJ,2013,Birth,35-39,18165.0,282140,6438.293046005529
NJ,2013,Birth,40+,4117.0,313966,1311.2884834663625
NJ,2013,Miscarriage,15-19,1300.0,281482,461.8412545029522
NJ,2013,Miscarriage,20-24,4540.0,273518,1659.854196067535
NJ,2013,Miscarriage,25-29,6370.0,271762,2343.962732096467
NJ,2013,Miscarriage,30-34,7500.0,286472,2618.0569130665476
NJ,2013,Miscarriage,35-39,4050.0,282140,1435.4575742539166
NJ,2013,Miscarriage,40+,990.0,313966,315.3207672168324
NJ,2013,Pregnancy,15-19,10150.0,281482,3605.9144101576658
NJ,2013,Pregnancy,20-24,33990.0,273518,12426.97007143954
NJ,2013,Pregnancy,25-29,43960.0,271762,16175.918634687705
NJ,2013,Pregnancy,30-34,48860.0,286472,17055.768102990867
NJ,2013,Pregnancy,35-39,26380.0,282140,9349.968100942795
NJ,2013,Pregnancy,40+,6770.0,313966,2156.2844384423793
NJ,2014,Abortion,15-19,4050.0,278194,1455.8186014076507
NJ,2014,Abortion,20-24,12970.0,276878,4684.373623039751
NJ,2014,Abortion,25-29,12420.0,271087,4581.554998948677
NJ,2014,Abortion,30-34,7720.0,285389,2705.079733276335
NJ,2014,Abortion,35-39,4730.0,283174,1670.3510915550157
NJ,2014,Abortion,40+,2010.0,304968,659.0855434012749
NJ,2014,Birth,15-19,3678.0,278194,1322.0989669079852
NJ,2014,Birth,20-24,15420.0,276878,5569.239881825208
NJ,2014,Birth,25-29,26349.0,271087,9719.75786371165
NJ,2014,Birth,30-34,34565.0,285389,12111.538987136855
NJ,2014,Birth,35-39,18659.0,283174,6589.234887383728
NJ,2014,Birth,40+,4251.0,304968,1393.916738805383
NJ,2014,Miscarriage,15-19,1140.0,278194,409.7859766925239
NJ,2014,Miscarriage,20-24,4380.0,276878,1581.9241687674717
NJ,2014,Miscarriage,25-29,6510.0,271087,2401.443079159089
NJ,2014,Miscarriage,30-34,7690.0,285389,2694.5677654009087
NJ,2014,Miscarriage,35-39,4200.0,283174,1483.1870157570963
NJ,2014,Miscarriage,40+,1050.0,304968,344.29841819469584
NJ,2014,Pregnancy,15-19,8870.0,278194,3188.4224677742873
NJ,2014,Pregnancy,20-24,32770.0,276878,11835.53767363243
NJ,2014,Pregnancy,25-29,45280.0,271087,16703.12482708503
NJ,2014,Pregnancy,30-34,49970.0,285389,17509.434491168195
NJ,2014,Pregnancy,35-39,27590.0,283174,9743.126134461496
NJ,2014,Pregnancy,40+,7310.0,304968,2396.97279714593
NJ,2015,Abortion,15-19,4440.0,276521,1605.6646692294619
NJ,2015,Abortion,20-24,13220.0,277349,4766.557658401509
NJ,2015,Abortion,25-29,13060.0,272550,4791.781324527609
NJ,2015,Abortion,30-34,8200.0,283499,2892.4264283119164
NJ,2015,Abortion,35-39,4790.0,285373,1678.5049741916719
NJ,2015,Abortion,40+,1850.0,295131,626.8402844838394
NJ,2015,Birth,15-19,3374.0,276521,1220.1604941396856
NJ,2015,Birth,20-24,14728.0,277349,5310.276943489971
NJ,2015,Birth,25-29,26454.0,272550,9706.10897083104
NJ,2015,Birth,30-34,34600.0,283499,12204.62858775516
NJ,2015,Birth,35-39,19216.0,285373,6733.643336966005
NJ,2015,Birth,40+,4382.0,295131,1484.7643927611805
NJ,2015,Miscarriage,15-19,1120.0,276521,405.03252917499935
NJ,2015,Miscarriage,20-24,4270.0,277349,1539.5764902703813
NJ,2015,Miscarriage,25-29,6600.0,272550,2421.574023115025
NJ,2015,Miscarriage,30-34,7740.0,283499,2730.1683603822235
NJ,2015,Miscarriage,35-39,4320.0,285373,1513.808243947395
NJ,2015,Miscarriage,40+,1060.0,295131,359.16254137992956
NJ,2015,Pregnancy,15-19,8940.0,276521,3233.0275096647274
NJ,2015,Pregnancy,20-24,32220.0,277349,11617.132205272059
NJ,2015,Pregnancy,25-29,46110.0,272550,16917.996697853603
NJ,2015,Pregnancy,30-34,50540.0,283499,17827.2233764493
NJ,2015,Pregnancy,35-39,28330.0,285373,9927.358229405025
NJ,2015,Pregnancy,40+,7290.0,295131,2470.089553452535
NJ,2016,Abortion,15-19,4490.0,274439,1636.0648450110955
NJ,2016,Abortion,20-24,13580.0,275624,4927.0020027283545
NJ,2016,Abortion,25-29,13770.0,274247,5021.021196220925
NJ,2016,Abortion,30-34,8490.0,283326,2996.548145952013
NJ,2016,Abortion,35-39,5020.0,287486,1746.1719875054787
NJ,2016,Abortion,40+,1910.0,285424,669.1798867649532
NJ,2016,Birth,15-19,3060.0,274439,1115.0018765554457
NJ,2016,Birth,20-24,14124.0,275624,5124.3723333236585
NJ,2016,Birth,25-29,26141.0,274247,9531.918307219405
NJ,2016,Birth,30-34,34832.0,283326,12293.96525557132
NJ,2016,Birth,35-39,19769.0,287486,6876.50876912267
NJ,2016,Birth,40+,4290.0,285424,1503.0270755087167
NJ,2016,Miscarriage,15-19,1060.0,274439,386.242480113978
NJ,2016,Miscarriage,20-24,4180.0,275624,1516.5587902359737
NJ,2016,Miscarriage,25-29,6610.0,274247,2410.2360281060505
NJ,2016,Miscarriage,30-34,7820.0,283326,2760.071437143079
NJ,2016,Miscarriage,35-39,4460.0,287486,1551.37989328176
NJ,2016,Miscarriage,40+,1050.0,285424,367.8737597398957
NJ,2016,Pregnancy,15-19,8610.0,274439,3137.3092016805194
NJ,2016,Pregnancy,20-24,31890.0,275624,11570.110004934259
NJ,2016,Pregnancy,25-29,46520.0,274247,16962.810896746363
NJ,2016,Pregnancy,30-34,51140.0,283326,18049.8789380431
NJ,2016,Pregnancy,35-39,29250.0,287486,10174.408492935308
NJ,2016,Pregnancy,40+,7250.0,285424,2540.0807220135657
NJ,2017,Abortion,15-19,4070.0,272453,1493.8356340359621
NJ,2017,Abortion,20-24,12900.0,273829,4710.969254534764
NJ,2017,Abortion,25-29,13830.0,279049,4956.118817842028
NJ,2017,Abortion,30-34,8900.0,282754,3147.612412202833
NJ,2017,Abortion,35-39,5310.0,289978,1831.173399361331
NJ,2017,Abortion,40+,1940.0,281356,689.5179061402636
NJ,2017,Birth,15-19,2837.0,272453,1041.2805144373524
NJ,2017,Birth,20-24,13381.0,273829,4886.626325188347
NJ,2017,Birth,25-29,25692.0,279049,9206.985153145146
NJ,2017,Birth,30-34,34451.0,282754,12184.089349752789
NJ,2017,Birth,35-39,19972.0,289978,6887.419045582768
NJ,2017,Birth,40+,4487.0,281356,1594.776724150187
NJ,2017,Miscarriage,15-19,970.0,272453,356.02470884886566
NJ,2017,Miscarriage,20-24,3970.0,273829,1449.8099178684506
NJ,2017,Miscarriage,25-29,6520.0,279049,2336.507208411426
NJ,2017,Miscarriage,30-34,7780.0,282754,2751.508378307645
NJ,2017,Miscarriage,35-39,4520.0,289978,1558.7389388160482
NJ,2017,Miscarriage,40+,1090.0,281356,387.4095452025192
NJ,2017,Pregnancy,15-19,7880.0,272453,2892.2419646691355
NJ,2017,Pregnancy,20-24,30250.0,273829,11047.040306176483
NJ,2017,Pregnancy,25-29,46050.0,279049,16502.47805940892
NJ,2017,Pregnancy,30-34,51130.0,282754,18082.85647594729
NJ,2017,Pregnancy,35-39,29800.0,289978,10276.641676265095
NJ,2017,Pregnancy,40+,7510.0,281356,2669.2162242852473
NJ,2018,Abortion,15-19,4180.0,270653,1544.4129568118587
NJ,2018,Abortion,20-24,12750.0,269530,4730.456720958706
NJ,2018,Abortion,25-29,14010.0,282412,4960.837358185912
NJ,2018,Abortion,30-34,9260.0,281964,3284.1071909889206
NJ,2018,Abortion,35-39,5180.0,291530,1776.832572977052
NJ,2018,Abortion,40+,1880.0,280333,670.6309995612361
NJ,2018,Birth,15-19,2814.0,270653,1039.7076699685574
NJ,2018,Birth,20-24,12890.0,269530,4782.3989908359
NJ,2018,Birth,25-29,24891.0,282412,8813.718963783409
NJ,2018,Birth,30-34,34729.0,281964,12316.820587025295
NJ,2018,Birth,35-39,20790.0,291530,7131.3415428943845
NJ,2018,Birth,40+,4682.0,280333,1670.156563800908
NJ,2018,Miscarriage,15-19,980.0,270653,362.08724824775635
NJ,2018,Miscarriage,20-24,3850.0,269530,1428.412421622825
NJ,2018,Miscarriage,25-29,6380.0,282412,2259.110802657111
NJ,2018,Miscarriage,30-34,7870.0,281964,2791.136457136372
NJ,2018,Miscarriage,35-39,4680.0,291530,1605.3236373615064
NJ,2018,Miscarriage,40+,1120.0,280333,399.52485080243855
NJ,2018,Pregnancy,15-19,7980.0,270653,2948.4247357317304
NJ,2018,Pregnancy,20-24,29490.0,269530,10941.26813341743
NJ,2018,Pregnancy,25-29,45280.0,282412,16033.313032024134
NJ,2018,Pregnancy,30-34,51860.0,281964,18392.4188903548
NJ,2018,Pregnancy,35-39,30650.0,291530,10513.497753232943
NJ,2018,Pregnancy,40+,7680.0,280333,2739.5989769310067
NJ,2019,Abortion,15-19,4230.0,269240,1571.088991234586
NJ,2019,Abortion,20-24,12190.0,266341,4576.839465196872
NJ,2019,Abortion,25-29,14020.0,284229,4932.642341210784
NJ,2019,Abortion,30-34,9630.0,283228,3400.087561964213
NJ,2019,Abortion,35-39,5620.0,290980,1931.404220221321
NJ,2019,Abortion,40+,2070.0,281662,734.923418849543
NJ,2019,Birth,15-19,2697.0,269240,1001.708512850988
NJ,2019,Birth,20-24,12232.0,266341,4592.608723403457
NJ,2019,Birth,25-29,24291.0,284229,8546.27782527469
NJ,2019,Birth,30-34,34872.0,283228,12312.342000084738
NJ,2019,Birth,35-39,20413.0,290980,7015.25878067221
NJ,2019,Birth,40+,4673.0,281662,1659.0807421661423
NJ,2019,Miscarriage,15-19,960.0,269240,356.5592036844451
NJ,2019,Miscarriage,20-24,3670.0,266341,1377.9328004325282
NJ,2019,Miscarriage,25-29,6260.0,284229,2202.449433379423
NJ,2019,Miscarriage,30-34,7940.0,283228,2803.3951445478556
NJ,2019,Miscarriage,35-39,4640.0,290980,1594.6113134923362
NJ,2019,Miscarriage,40+,1140.0,281662,404.74043356931355
NJ,2019,Pregnancy,15-19,7890.0,269240,2930.4709552815334
NJ,2019,Pregnancy,20-24,28090.0,266341,10546.6300719754
NJ,2019,Pregnancy,25-29,44580.0,284229,15684.536060711609
NJ,2019,Pregnancy,30-34,52440.0,283228,18515.11856172412
NJ,2019,Pregnancy,35-39,30680.0,290980,10543.679978005362
NJ,2019,Pregnancy,40+,7880.0,281662,2797.679488180869
NJ,2020,Abortion,15-19,4180.0,266898,1566.141372359478
NJ,2020,Abortion,20-24,12490.0,263844,4733.85788572035
NJ,2020,Abortion,25-29,13960.0,281696,4955.696921504033
NJ,2020,Abortion,30-34,9950.0,285514,3484.942945004448
NJ,2020,Abortion,35-39,5550.0,289705,1915.7418753559655
NJ,2020,Abortion,40+,2180.0,283908,767.8543753610325
NJ,2020,Birth,15-19,2450.0,266898,917.9536751867754
NJ,2020,Birth,20-24,11799.0,263844,4471.960704052394
NJ,2020,Birth,25-29,22876.0,281696,8120.8110871293875
NJ,2020,Birth,30-34,34683.0,285514,12147.565443375806
NJ,2020,Birth,35-39,20852.0,289705,7197.666591877945
NJ,2020,Birth,40+,4859.0,283908,1711.4699127886497
NJ,2020,Miscarriage,15-19,910.0,266898,340.9542222122309
NJ,2020,Miscarriage,20-24,3610.0,263844,1368.2327435909099
NJ,2020,Miscarriage,25-29,5970.0,281696,2119.3059184368963
NJ,2020,Miscarriage,30-34,7930.0,285514,2777.4469903402287
NJ,2020,Miscarriage,35-39,4730.0,289705,1632.695328006075
NJ,2020,Miscarriage,40+,1190.0,283908,419.1498654493709
NJ,2020,Pregnancy,15-19,7540.0,266898,2825.0492697584846
NJ,2020,Pregnancy,20-24,27900.0,263844,10574.430345203984
NJ,2020,Pregnancy,25-29,42810.0,281696,15197.233897534932
NJ,2020,Pregnancy,30-34,52560.0,285514,18408.90464215415
NJ,2020,Pregnancy,35-39,31130.0,289705,10745.413437807425
NJ,2020,Pregnancy,40+,8220.0,283908,2895.3041125998566
NM,1988,Abortion,15-19,1980.0,57773,3427.20648053589
NM,1988,Abortion,20-24,2500.0,56663,4412.050191482978
NM,1988,Abortion,25-29,1760.0,63497,2771.7844937556106
NM,1988,Abortion,30-34,1110.0,64908,1710.112775004622
NM,1988,Abortion,35-39,590.0,58913,1001.4767538573828
NM,1988,Abortion,40+,190.0,48473,391.9707878612836
NM,1988,Birth,15-19,4185.0,57773,7243.86824295086
NM,1988,Birth,20-24,8102.0,56663,14298.572260558038
NM,1988,Birth,25-29,7839.0,63497,12345.465140085358
NM,1988,Birth,30-34,4784.0,64908,7370.431996055957
NM,1988,Birth,35-39,1740.0,58913,2953.5077147658412
NM,1988,Birth,40+,302.0,48473,623.0272522847771
NM,1988,Miscarriage,15-19,1030.0,57773,1782.8397348242256
NM,1988,Miscarriage,20-24,1870.0,56663,3300.2135432292675
NM,1988,Miscarriage,25-29,1740.0,63497,2740.2869426902057
NM,1988,Miscarriage,30-34,1070.0,64908,1648.4870894188698
NM,1988,Miscarriage,35-39,410.0,58913,695.9414730195373
NM,1988,Miscarriage,40+,80.0,48473,165.04033173106677
NM,1988,Pregnancy,15-19,7200.0,57773,12462.569020130511
NM,1988,Pregnancy,20-24,12480.0,56663,22024.95455588303
NM,1988,Pregnancy,25-29,11350.0,63497,17874.86022961715
NM,1988,Pregnancy,30-34,6960.0,64908,10722.869291920872
NM,1988,Pregnancy,35-39,2730.0,58913,4633.951759373992
NM,1988,Pregnancy,40+,570.0,48473,1175.912363583851
NM,1992,Abortion,15-19,1730.0,58588,2952.8231037072437
NM,1992,Abortion,20-24,2530.0,53732,4708.553562123129
NM,1992,Abortion,25-29,1600.0,58151,2751.457412598236
NM,1992,Abortion,30-34,1030.0,68963,1493.554514739788
NM,1992,Abortion,35-39,630.0,65871,956.4148107664981
NM,1992,Abortion,40+,210.0,59037,355.7091315615631
NM,1992,Birth,15-19,4670.0,58588,7970.915545845565
NM,1992,Birth,20-24,8282.0,53732,15413.533834586466
NM,1992,Birth,25-29,7324.0,58151,12594.796306168424
NM,1992,Birth,30-34,5097.0,68963,7390.919768571553
NM,1992,Birth,35-39,2048.0,65871,3109.1071943647435
NM,1992,Birth,40+,421.0,59037,713.1121161305622
NM,1992,Miscarriage,15-19,1110.0,58588,1894.5859220318155
NM,1992,Miscarriage,20-24,1910.0,53732,3554.6787761482915
NM,1992,Miscarriage,25-29,1620.0,58151,2785.850630255714
NM,1992,Miscarriage,30-34,1120.0,68963,1624.059278163653
NM,1992,Miscarriage,35-39,470.0,65871,713.5158112067526
NM,1992,Miscarriage,40+,110.0,59037,186.3238308179616
NM,1992,Pregnancy,15-19,7510.0,58588,12818.324571584624
NM,1992,Pregnancy,20-24,12720.0,53732,23673.043996128938
NM,1992,Pregnancy,25-29,10550.0,58151,18142.422314319618
NM,1992,Pregnancy,30-34,7250.0,68963,10512.88372025579
NM,1992,Pregnancy,35-39,3150.0,65871,4782.074053832491
NM,1992,Pregnancy,40+,740.0,59037,1253.4512255026507
NM,1996,Abortion,15-19,1490.0,67757,2199.0347860737634
NM,1996,Abortion,20-24,2060.0,58068,3547.5649238823444
NM,1996,Abortion,25-29,1360.0,55375,2455.981941309255
NM,1996,Abortion,30-34,850.0,67963,1250.6805173403175
NM,1996,Abortion,35-39,530.0,73602,720.0891280128258
NM,1996,Abortion,40+,200.0,68237,293.09612087284023
NM,1996,Birth,15-19,4775.0,67757,7047.2423513437725
NM,1996,Birth,20-24,7844.0,58068,13508.300613074325
NM,1996,Birth,25-29,6831.0,55375,12335.891647855531
NM,1996,Birth,30-34,4851.0,67963,7137.707281903388
NM,1996,Birth,35-39,2326.0,73602,3160.240210863835
NM,1996,Birth,40+,517.0,68237,757.653472456292
NM,1996,Miscarriage,15-19,1100.0,67757,1623.448499786
NM,1996,Miscarriage,20-24,1770.0,58068,3048.150444306675
NM,1996,Miscarriage,25-29,1500.0,55375,2708.803611738149
NM,1996,Miscarriage,30-34,1060.0,67963,1559.6721745655723
NM,1996,Miscarriage,35-39,520.0,73602,706.502540691829
NM,1996,Miscarriage,40+,120.0,68237,175.85767252370414
NM,1996,Pregnancy,15-19,7370.0,67757,10877.104948566199
NM,1996,Pregnancy,20-24,11680.0,58068,20114.348694633878
NM,1996,Pregnancy,25-29,9700.0,55375,17516.930022573364
NM,1996,Pregnancy,30-34,6760.0,67963,9946.58858496535
NM,1996,Pregnancy,35-39,3370.0,73602,4578.679927175892
NM,1996,Pregnancy,40+,840.0,68237,1231.0037076659291
NM,2000,Abortion,15-19,1560.0,71066,2195.142543551065
NM,2000,Abortion,20-24,2200.0,60118,3659.4697095711767
NM,2000,Abortion,25-29,1510.0,57327,2634.0118966630034
NM,2000,Abortion,30-34,820.0,59430,1379.7745246508498
NM,2000,Abortion,35-39,530.0,70709,749.5509765376402
NM,2000,Abortion,40+,220.0,72304,304.2708563841558
NM,2000,Birth,15-19,4655.0,71066,6550.249064250134
NM,2000,Birth,20-24,8173.0,60118,13594.929971056921
NM,2000,Birth,25-29,6775.0,57327,11818.165960193277
NM,2000,Birth,30-34,4597.0,59430,7735.15059734141
NM,2000,Birth,35-39,2373.0,70709,3356.008428912868
NM,2000,Birth,40+,572.0,72304,791.1042265988051
NM,2000,Miscarriage,15-19,1090.0,71066,1533.7854951735007
NM,2000,Miscarriage,20-24,1860.0,60118,3093.9152999101766
NM,2000,Miscarriage,25-29,1510.0,57327,2634.0118966630034
NM,2000,Miscarriage,30-34,1000.0,59430,1682.6518593303044
NM,2000,Miscarriage,35-39,530.0,70709,749.5509765376402
NM,2000,Miscarriage,40+,140.0,72304,193.62690860809914
NM,2000,Pregnancy,15-19,7300.0,71066,10272.141389694087
NM,2000,Pregnancy,20-24,12230.0,60118,20343.32479457068
NM,2000,Pregnancy,25-29,9790.0,57327,17077.467859821725
NM,2000,Pregnancy,30-34,6420.0,59430,10802.624936900555
NM,2000,Pregnancy,35-39,3430.0,70709,4850.86764061152
NM,2000,Pregnancy,40+,920.0,72304,1272.4053994246515
NM,2005,Abortion,15-19,1290.0,73095,1764.8265955263698
NM,2005,Abortion,20-24,2400.0,68670,3494.975972040192
NM,2005,Abortion,25-29,1490.0,62297,2391.768463970978
