state,year,abortion_restricted,inadequate_prenatal_care,no_cancer_screen,infant_mortality,maternal_mortality,maternity_care_desert,maternity_practices_score,no_postpartum_visit,unintended_pregnancy,no_preventative,patients_per_doctor,inadequate_prenatal_care_z,no_cancer_screen_z,infant_mortality_z,maternal_mortality_z,maternity_care_desert_z,maternity_practices_score_z,no_postpartum_visit_z,unintended_pregnancy_z,no_preventative_z,patients_per_doctor_z,risk_index,post_dobbs,policy_shock
FL,2023,1,34.0,50.3,6.0,24.5,0.9,-83.0,10.599999999999994,37.9,29.09999999999999,2444.987775061125,2.037316126866041,1.2752353850305749,0.2439453579719051,0.0263566091686778,-0.7289828088991717,-0.44779780320706014,0.26905544255705277,1.1560062531390596,0.5064907369215743,0.6770119778725595,0.5014637277421212,1.0,1.0
GA,2018,1,25.5,17.299999999999997,7.0,32.1,4.9,-73.0,10.200000000000005,38.5,27.09999999999999,2136.7521367521367,0.41267095414510113,-1.6708252077046126,1.116081611861102,1.0207023536330269,-0.01588957744012006,1.4233936227603683,0.11267891790162758,1.226672416121647,0.009542840048644531,0.018758762658262134,0.36537866939850466,0.0,0.0
GA,2019,1,24.299999999999997,23.65000000000001,7.0,32.1,4.9,-74.0,8.5,32.6,29.700000000000003,2136.7521367521367,0.18330928270214436,-1.1039317300116285,1.116081611861102,1.0207023536330269,-0.01588957744012006,1.2362744801636256,-0.5519213118839484,0.5317884801262078,0.6555751059834563,0.018758762658262134,0.3090747457792128,0.0,0.0
GA,2020,1,25.200000000000003,30.0,6.7,32.1,4.9,-75.0,10.799999999999995,27.1,28.40000000000001,2096.4360587002097,0.3553305362843626,-0.5370382523186463,0.8544407356943431,1.0207023536330269,-0.01588957744012006,1.0491553375668827,0.3472437048847678,-0.11598468054750667,0.33255897301605347,-0.06733831601863155,0.32231808147545316,0.0,0.0
GA,2021,1,24.0,36.35,6.7,32.1,4.9,-76.5,9.299999999999995,27.9,28.40000000000001,2074.688796680498,0.12596886484140585,0.02985522537433681,0.8544407356943431,1.0207023536330269,-0.01588957744012006,0.7684766236717684,-0.2391682625730918,-0.02176312990405762,0.33255897301605347,-0.11378072360367825,0.2741401082709986,0.0,0.0
GA,2023,1,24.40000000000001,42.7,7.0,30.4,4.9,-78.0,10.700000000000005,10.0,29.799999999999997,2145.9227467811156,0.202422755322393,0.59674870306732,1.116081611861102,0.7982829107923168,-0.01588957744012006,0.4877979097766541,0.3081495737209141,-2.129970325551237,0.6804225008271013,0.03834307669206156,0.2082389139068505,1.0,1.0
HI,2018,1,35.400000000000006,18.5,6.0,16.1,0.0,-68.0,7.0,23.0,22.700000000000003,1792.1146953405018,2.304904743549491,-1.5636957316051512,0.2439453579719051,-1.0726571083971812,-0.8894287859774583,2.3589893357440825,-1.138333279341808,-0.5988701275951849,-1.083742533071798,-0.7172323937732505,-0.21561205224963534,0.0,0.0
HI,2019,1,36.3,27.200000000000003,6.0,16.1,0.0,-71.5,7.0,23.0,22.700000000000003,1792.1146953405018,2.4769259971317066,-0.7870070298840559,0.2439453579719051,-1.0726571083971812,-0.8894287859774583,1.7040723366554826,-1.138333279341808,-0.5988701275951849,-1.083742533071798,-0.7172323937732505,-0.18623275662816424,0.0,0.0
HI,2020,1,39.7,35.900000000000006,5.0,16.1,0.0,-75.0,9.5,25.8,24.90000000000001,1715.2658662092624,3.126784066220084,-0.010318328162960818,-0.6281908959172918,-1.0726571083971812,-0.8894287859774583,1.0491553375668827,-0.16098000024537537,-0.269094700343112,-0.5370998465115736,-0.881347059872902,-0.027317732164088837,0.0,0.0
HI,2021,1,37.6,44.599999999999994,5.2,16.1,0.0,-75.0,11.299999999999995,23.0,24.90000000000001,1557.632398753894,2.72540114119491,0.7663703735581331,-0.4537636451394523,-1.0726571083971812,-0.8894287859774583,1.0491553375668827,0.5427143607040543,-0.5988701275951849,-0.5370998465115736,-1.2179815170275885,0.0313840182375541,0.0,0.0
