"Notes","State","State Code","Year","Year Code","Age Group","Age Group Code","Race","Race Code",Deaths,Population,Crude Rate,% of Total Deaths
,"Hawaii","15","1971","1971","55-64 years","55-64","White","2106-3",0,8587,0.00 (Unreliable),0.00%
"Total","Hawaii","15","1971","1971","55-64 years","55-64",,,0,25759,0.00 (Unreliable),0.00%
,"Hawaii","15","1971","1971","65-74 years","65-74","Black or African American","2054-5",0,22,0.00 (Unreliable),0.00%
,"Hawaii","15","1971","1971","65-74 years","65-74","Other Race","2131-1",0,10044,0.00 (Unreliable),0.00%
,"Hawaii","15","1971","1971","65-74 years","65-74","White","2106-3",0,4815,0.00 (Unreliable),0.00%
"Total","Hawaii","15","1971","1971","65-74 years","65-74",,,0,14881,0.00 (Unreliable),0.00%
,"Hawaii","15","1971","1971","75-84 years","75-84","Black or African American","2054-5",0,8,0.00 (Unreliable),0.00%
,"Hawaii","15","1971","1971","75-84 years","75-84","Other Race","2131-1",0,4717,0.00 (Unreliable),0.00%
,"Hawaii","15","1971","1971","75-84 years","75-84","White","2106-3",0,2120,0.00 (Unreliable),0.00%
"Total","Hawaii","15","1971","1971","75-84 years","75-84",,,0,6845,0.00 (Unreliable),0.00%
,"Hawaii","15","1971","1971","85+ years","85+","Black or African American","2054-5",0,3,0.00 (Unreliable),0.00%
,"Hawaii","15","1971","1971","85+ years","85+","Other Race","2131-1",0,1168,0.00 (Unreliable),0.00%
,"Hawaii","15","1971","1971","85+ years","85+","White","2106-3",0,512,0.00 (Unreliable),0.00%
"Total","Hawaii","15","1971","1971","85+ years","85+",,,0,1683,0.00 (Unreliable),0.00%
,"Hawaii","15","1971","1971","Not Stated","NS","Black or African American","2054-5",0,Not Applicable,Not Applicable,0.00%
,"Hawaii","15","1971","1971","Not Stated","NS","Other Race","2131-1",0,Not Applicable,Not Applicable,0.00%
,"Hawaii","15","1971","1971","Not Stated","NS","White","2106-3",0,Not Applicable,Not Applicable,0.00%
"Total","Hawaii","15","1971","1971","Not Stated","NS",,,0,Not Applicable,Not Applicable,0.00%
"Total","Hawaii","15","1971","1971",,,,,3,385308,0.78 (Unreliable),0.08%
,"Hawaii","15","1972","1972","< 1 year","1","Black or African American","2054-5",0,72,0.00 (Unreliable),0.00%
,"Hawaii","15","1972","1972","< 1 year","1","Other Race","2131-1",0,4680,0.00 (Unreliable),0.00%
,"Hawaii","15","1972","1972","< 1 year","1","White","2106-3",0,2652,0.00 (Unreliable),0.00%
"Total","Hawaii","15","1972","1972","< 1 year","1",,,0,7404,0.00 (Unreliable),0.00%
,"Hawaii","15","1972","1972","1-4 years","1-4","Black or African American","2054-5",0,473,0.00 (Unreliable),0.00%
,"Hawaii","15","1972","1972","1-4 years","1-4","Other Race","2131-1",0,16779,0.00 (Unreliable),0.00%
,"Hawaii","15","1972","1972","1-4 years","1-4","White","2106-3",0,11638,0.00 (Unreliable),0.00%
"Total","Hawaii","15","1972","1972","1-4 years","1-4",,,0,28890,0.00 (Unreliable),0.00%
,"Hawaii","15","1972","1972","5-9 years","5-9","Black or African American","2054-5",0,449,0.00 (Unreliable),0.00%
,"Hawaii","15","1972","1972","5-9 years","5-9","Other Race","2131-1",0,22871,0.00 (Unreliable),0.00%
,"Hawaii","15","1972","1972","5-9 years","5-9","White","2106-3",0,14479,0.00 (Unreliable),0.00%
"Total","Hawaii","15","1972","1972","5-9 years","5-9",,,0,37799,0.00 (Unreliable),0.00%
,"Hawaii","15","1972","1972","10-14 years","10-14","Black or African American","2054-5",0,326,0.00 (Unreliable),0.00%
,"Hawaii","15","1972","1972","10-14 years","10-14","Other Race","2131-1",0,25500,0.00 (Unreliable),0.00%
,"Hawaii","15","1972","1972","10-14 years","10-14","White","2106-3",0,14715,0.00 (Unreliable),0.00%
"Total","Hawaii","15","1972","1972","10-14 years","10-14",,,0,40541,0.00 (Unreliable),0.00%
,"Hawaii","15","1972","1972","15-19 years","15-19","Black or African American","2054-5",0,254,0.00 (Unreliable),0.00%
,"Hawaii","15","1972","1972","15-19 years","15-19","Other Race","2131-1",0,24504,0.00 (Unreliable),0.00%
,"Hawaii","15","1972","1972","15-19 years","15-19","White","2106-3",0,12876,0.00 (Unreliable),0.00%
"Total","Hawaii","15","1972","1972","15-19 years","15-19",,,0,37634,0.00 (Unreliable),0.00%
,"Hawaii","15","1972","1972","20-24 years","20-24","Black or African American","2054-5",0,486,0.00 (Unreliable),0.00%
,"Hawaii","15","1972","1972","20-24 years","20-24","Other Race","2131-1",0,21253,0.00 (Unreliable),0.00%
,"Hawaii","15","1972","1972","20-24 years","20-24","White","2106-3",0,16859,0.00 (Unreliable),0.00%
"Total","Hawaii","15","1972","1972","20-24 years","20-24",,,0,38598,0.00 (Unreliable),0.00%
,"Hawaii","15","1972","1972","25-34 years","25-34","Black or African American","2054-5",0,709,0.00 (Unreliable),0.00%
,"Hawaii","15","1972","1972","25-34 years","25-34","Other Race","2131-1",0,33479,0.00 (Unreliable),0.00%
,"Hawaii","15","1972","1972","25-34 years","25-34","White","2106-3",0,26495,0.00 (Unreliable),0.00%
"Total","Hawaii","15","1972","1972","25-34 years","25-34",,,0,60683,0.00 (Unreliable),0.00%
,"Hawaii","15","1972","1972","35-44 years","35-44","Black or African American","2054-5",0,251,0.00 (Unreliable),0.00%
,"Hawaii","15","1972","1972","35-44 years","35-44","Other Race","2131-1",0,32016,0.00 (Unreliable),0.00%
,"Hawaii","15","1972","1972","35-44 years","35-44","White","2106-3",0,16443,0.00 (Unreliable),0.00%
"Total","Hawaii","15","1972","1972","35-44 years","35-44",,,0,48710,0.00 (Unreliable),0.00%
,"Hawaii","15","1972","1972","45-54 years","45-54","Black or African American","2054-5",0,123,0.00 (Unreliable),0.00%
,"Hawaii","15","1972","1972","45-54 years","45-54","Other Race","2131-1",0,31638,0.00 (Unreliable),0.00%
,"Hawaii","15","1972","1972","45-54 years","45-54","White","2106-3",0,13469,0.00 (Unreliable),0.00%
"Total","Hawaii","15","1972","1972","45-54 years","45-54",,,0,45230,0.00 (Unreliable),0.00%
,"Hawaii","15","1972","1972","55-64 years","55-64","Black or African American","2054-5",0,49,0.00 (Unreliable),0.00%
,"Hawaii","15","1972","1972","55-64 years","55-64","Other Race","2131-1",0,18670,0.00 (Unreliable),0.00%
,"Hawaii","15","1972","1972","55-64 years","55-64","White","2106-3",0,9032,0.00 (Unreliable),0.00%
"Total","Hawaii","15","1972","1972","55-64 years","55-64",,,0,27751,0.00 (Unreliable),0.00%
,"Hawaii","15","1972","1972","65-74 years","65-74","Black or African American","2054-5",0,22,0.00 (Unreliable),0.00%
,"Hawaii","15","1972","1972","65-74 years","65-74","Other Race","2131-1",0,10321,0.00 (Unreliable),0.00%
,"Hawaii","15","1972","1972","65-74 years","65-74","White","2106-3",0,5168,0.00 (Unreliable),0.00%
"Total","Hawaii","15","1972","1972","65-74 years","65-74",,,0,15511,0.00 (Unreliable),0.00%
,"Hawaii","15","1972","1972","75-84 years","75-84","Black or African American","2054-5",0,9,0.00 (Unreliable),0.00%
,"Hawaii","15","1972","1972","75-84 years","75-84","Other Race","2131-1",0,5115,0.00 (Unreliable),0.00%
,"Hawaii","15","1972","1972","75-84 years","75-84","White","2106-3",0,2289,0.00 (Unreliable),0.00%
"Total","Hawaii","15","1972","1972","75-84 years","75-84",,,0,7413,0.00 (Unreliable),0.00%
,"Hawaii","15","1972","1972","85+ years","85+","Black or African American","2054-5",0,3,0.00 (Unreliable),0.00%
,"Hawaii","15","1972","1972","85+ years","85+","Other Race","2131-1",0,1256,0.00 (Unreliable),0.00%
,"Hawaii","15","1972","1972","85+ years","85+","White","2106-3",0,561,0.00 (Unreliable),0.00%
"Total","Hawaii","15","1972","1972","85+ years","85+",,,0,1820,0.00 (Unreliable),0.00%
,"Hawaii","15","1972","1972","Not Stated","NS","Black or African American","2054-5",0,Not Applicable,Not Applicable,0.00%
,"Hawaii","15","1972","1972","Not Stated","NS","Other Race","2131-1",0,Not Applicable,Not Applicable,0.00%
,"Hawaii","15","1972","1972","Not Stated","NS","White","2106-3",0,Not Applicable,Not Applicable,0.00%
"Total","Hawaii","15","1972","1972","Not Stated","NS",,,0,Not Applicable,Not Applicable,0.00%
"Total","Hawaii","15","1972","1972",,,,,0,397984,0.00 (Unreliable),0.00%
"Total","Hawaii","15",,,,,,,11,1878560,0.59 (Unreliable),0.29%
,"Idaho","16","1968","1968","< 1 year","1","Black or African American","2054-5",0,6,0.00 (Unreliable),0.00%
,"Idaho","16","1968","1968","< 1 year","1","Other Race","2131-1",0,114,0.00 (Unreliable),0.00%
,"Idaho","16","1968","1968","< 1 year","1","White","2106-3",0,6216,0.00 (Unreliable),0.00%
"Total","Idaho","16","1968","1968","< 1 year","1",,,0,6336,0.00 (Unreliable),0.00%
,"Idaho","16","1968","1968","1-4 years","1-4","Black or African American","2054-5",0,100,0.00 (Unreliable),0.00%
,"Idaho","16","1968","1968","1-4 years","1-4","Other Race","2131-1",0,523,0.00 (Unreliable),0.00%
,"Idaho","16","1968","1968","1-4 years","1-4","White","2106-3",0,23861,0.00 (Unreliable),0.00%
"Total","Idaho","16","1968","1968","1-4 years","1-4",,,0,24484,0.00 (Unreliable),0.00%
,"Idaho","16","1968","1968","5-9 years","5-9","Black or African American","2054-5",0,96,0.00 (Unreliable),0.00%
,"Idaho","16","1968","1968","5-9 years","5-9","Other Race","2131-1",0,657,0.00 (Unreliable),0.00%
,"Idaho","16","1968","1968","5-9 years","5-9","White","2106-3",0,34913,0.00 (Unreliable),0.00%
"Total","Idaho","16","1968","1968","5-9 years","5-9",,,0,35666,0.00 (Unreliable),0.00%
,"Idaho","16","1968","1968","10-14 years","10-14","Black or African American","2054-5",0,117,0.00 (Unreliable),0.00%
,"Idaho","16","1968","1968","10-14 years","10-14","Other Race","2131-1",0,673,0.00 (Unreliable),0.00%
,"Idaho","16","1968","1968","10-14 years","10-14","White","2106-3",0,36922,0.00 (Unreliable),0.00%
"Total","Idaho","16","1968","1968","10-14 years","10-14",,,0,37712,0.00 (Unreliable),0.00%
,"Idaho","16","1968","1968","15-19 years","15-19","Black or African American","2054-5",0,78,0.00 (Unreliable),0.00%
,"Idaho","16","1968","1968","15-19 years","15-19","Other Race","2131-1",0,549,0.00 (Unreliable),0.00%
,"Idaho","16","1968","1968","15-19 years","15-19","White","2106-3",0,33708,0.00 (Unreliable),0.00%
"Total","Idaho","16","1968","1968","15-19 years","15-19",,,0,34335,0.00 (Unreliable),0.00%
,"Idaho","16","1968","1968","20-24 years","20-24","Black or African American","2054-5",0,50,0.00 (Unreliable),0.00%
,"Idaho","16","1968","1968","20-24 years","20-24","Other Race","2131-1",0,376,0.00 (Unreliable),0.00%
,"Idaho","16","1968","1968","20-24 years","20-24","White","2106-3",0,23322,0.00 (Unreliable),0.00%
"Total","Idaho","16","1968","1968","20-24 years","20-24",,,0,23748,0.00 (Unreliable),0.00%
,"Idaho","16","1968","1968","25-34 years","25-34","Black or African American","2054-5",0,89,0.00 (Unreliable),0.00%
,"Idaho","16","1968","1968","25-34 years","25-34","Other Race","2131-1",0,599,0.00 (Unreliable),0.00%
,"Idaho","16","1968","1968","25-34 years","25-34","White","2106-3",0,37365,0.00 (Unreliable),0.00%
"Total","Idaho","16","1968","1968","25-34 years","25-34",,,0,38053,0.00 (Unreliable),0.00%
,"Idaho","16","1968","1968","35-44 years","35-44","Black or African American","2054-5",0,87,0.00 (Unreliable),0.00%
,"Idaho","16","1968","1968","35-44 years","35-44","Other Race","2131-1",0,576,0.00 (Unreliable),0.00%
,"Idaho","16","1968","1968","35-44 years","35-44","White","2106-3",3,36939,8.12 (Unreliable),0.08%
"Total","Idaho","16","1968","1968","35-44 years","35-44",,,3,37602,7.98 (Unreliable),0.08%
,"Idaho","16","1968","1968","45-54 years","45-54","Black or African American","2054-5",0,65,0.00 (Unreliable),0.00%
,"Idaho","16","1968","1968","45-54 years","45-54","Other Race","2131-1",0,396,0.00 (Unreliable),0.00%
,"Idaho","16","1968","1968","45-54 years","45-54","White","2106-3",0,38412,0.00 (Unreliable),0.00%
"Total","Idaho","16","1968","1968","45-54 years","45-54",,,0,38873,0.00 (Unreliable),0.00%
,"Idaho","16","1968","1968","55-64 years","55-64","Black or African American","2054-5",0,55,0.00 (Unreliable),0.00%
,"Idaho","16","1968","1968","55-64 years","55-64","Other Race","2131-1",0,222,0.00 (Unreliable),0.00%
,"Idaho","16","1968","1968","55-64 years","55-64","White","2106-3",0,30666,0.00 (Unreliable),0.00%
"Total","Idaho","16","1968","1968","55-64 years","55-64",,,0,30943,0.00 (Unreliable),0.00%
,"Idaho","16","1968","1968","65-74 years","65-74","Black or African American","2054-5",0,19,0.00 (Unreliable),0.00%
,"Idaho","16","1968","1968","65-74 years","65-74","Other Race","2131-1",0,158,0.00 (Unreliable),0.00%
,"Idaho","16","1968","1968","65-74 years","65-74","White","2106-3",0,19539,0.00 (Unreliable),0.00%
"Total","Idaho","16","1968","1968","65-74 years","65-74",,,0,19716,0.00 (Unreliable),0.00%
,"Idaho","16","1968","1968","75-84 years","75-84","Black or African American","2054-5",0,5,0.00 (Unreliable),0.00%
,"Idaho","16","1968","1968","75-84 years","75-84","Other Race","2131-1",0,96,0.00 (Unreliable),0.00%
,"Idaho","16","1968","1968","75-84 years","75-84","White","2106-3",0,11848,0.00 (Unreliable),0.00%
"Total","Idaho","16","1968","1968","75-84 years","75-84",,,0,11949,0.00 (Unreliable),0.00%
,"Idaho","16","1968","1968","85+ years","85+","Black or African American","2054-5",0,0,0.00 (Unreliable),0.00%
,"Idaho","16","1968","1968","85+ years","85+","Other Race","2131-1",0,29,0.00 (Unreliable),0.00%
,"Idaho","16","1968","1968","85+ years","85+","White","2106-3",0,2581,0.00 (Unreliable),0.00%
"Total","Idaho","16","1968","1968","85+ years","85+",,,0,2610,0.00 (Unreliable),0.00%
,"Idaho","16","1968","1968","Not Stated","NS","Black or African American","2054-5",0,Not Applicable,Not Applicable,0.00%
,"Idaho","16","1968","1968","Not Stated","NS","Other Race","2131-1",0,Not Applicable,Not Applicable,0.00%
,"Idaho","16","1968","1968","Not Stated","NS","White","2106-3",0,Not Applicable,Not Applicable,0.00%
"Total","Idaho","16","1968","1968","Not Stated","NS",,,0,Not Applicable,Not Applicable,0.00%
"Total","Idaho","16","1968","1968",,,,,3,342027,0.88 (Unreliable),0.08%
,"Idaho","16","1969","1969","< 1 year","1","Black or African American","2054-5",0,12,0.00 (Unreliable),0.00%
,"Idaho","16","1969","1969","< 1 year","1","Other Race","2131-1",0,124,0.00 (Unreliable),0.00%
,"Idaho","16","1969","1969","< 1 year","1","White","2106-3",0,6446,0.00 (Unreliable),0.00%
"Total","Idaho","16","1969","1969","< 1 year","1",,,0,6582,0.00 (Unreliable),0.00%
,"Idaho","16","1969","1969","1-4 years","1-4","Black or African American","2054-5",0,97,0.00 (Unreliable),0.00%
,"Idaho","16","1969","1969","1-4 years","1-4","Other Race","2131-1",0,522,0.00 (Unreliable),0.00%
,"Idaho","16","1969","1969","1-4 years","1-4","White","2106-3",0,23913,0.00 (Unreliable),0.00%
"Total","Idaho","16","1969","1969","1-4 years","1-4",,,0,24532,0.00 (Unreliable),0.00%
,"Idaho","16","1969","1969","5-9 years","5-9","Black or African American","2054-5",0,101,0.00 (Unreliable),0.00%
,"Idaho","16","1969","1969","5-9 years","5-9","Other Race","2131-1",0,654,0.00 (Unreliable),0.00%
,"Idaho","16","1969","1969","5-9 years","5-9","White","2106-3",0,35204,0.00 (Unreliable),0.00%
"Total","Idaho","16","1969","1969","5-9 years","5-9",,,0,35959,0.00 (Unreliable),0.00%
,"Idaho","16","1969","1969","10-14 years","10-14","Black or African American","2054-5",0,117,0.00 (Unreliable),0.00%
,"Idaho","16","1969","1969","10-14 years","10-14","Other Race","2131-1",0,685,0.00 (Unreliable),0.00%
,"Idaho","16","1969","1969","10-14 years","10-14","White","2106-3",0,37551,0.00 (Unreliable),0.00%
"Total","Idaho","16","1969","1969","10-14 years","10-14",,,0,38353,0.00 (Unreliable),0.00%
,"Idaho","16","1969","1969","15-19 years","15-19","Black or African American","2054-5",0,82,0.00 (Unreliable),0.00%
,"Idaho","16","1969","1969","15-19 years","15-19","Other Race","2131-1",0,564,0.00 (Unreliable),0.00%
,"Idaho","16","1969","1969","15-19 years","15-19","White","2106-3",0,34789,0.00 (Unreliable),0.00%
"Total","Idaho","16","1969","1969","15-19 years","15-19",,,0,35435,0.00 (Unreliable),0.00%
,"Idaho","16","1969","1969","20-24 years","20-24","Black or African American","2054-5",0,57,0.00 (Unreliable),0.00%
,"Idaho","16","1969","1969","20-24 years","20-24","Other Race","2131-1",0,411,0.00 (Unreliable),0.00%
,"Idaho","16","1969","1969","20-24 years","20-24","White","2106-3",0,25149,0.00 (Unreliable),0.00%
"Total","Idaho","16","1969","1969","20-24 years","20-24",,,0,25617,0.00 (Unreliable),0.00%
,"Idaho","16","1969","1969","25-34 years","25-34","Black or African American","2054-5",0,96,0.00 (Unreliable),0.00%
,"Idaho","16","1969","1969","25-34 years","25-34","Other Race","2131-1",0,634,0.00 (Unreliable),0.00%
,"Idaho","16","1969","1969","25-34 years","25-34","White","2106-3",0,39403,0.00 (Unreliable),0.00%
"Total","Idaho","16","1969","1969","25-34 years","25-34",,,0,40133,0.00 (Unreliable),0.00%
,"Idaho","16","1969","1969","35-44 years","35-44","Black or African American","2054-5",0,87,0.00 (Unreliable),0.00%
,"Idaho","16","1969","1969","35-44 years","35-44","Other Race","2131-1",0,567,0.00 (Unreliable),0.00%
,"Idaho","16","1969","1969","35-44 years","35-44","White","2106-3",0,37030,0.00 (Unreliable),0.00%
"Total","Idaho","16","1969","1969","35-44 years","35-44",,,0,37684,0.00 (Unreliable),0.00%
,"Idaho","16","1969","1969","45-54 years","45-54","Black or African American","2054-5",0,66,0.00 (Unreliable),0.00%
,"Idaho","16","1969","1969","45-54 years","45-54","Other Race","2131-1",0,414,0.00 (Unreliable),0.00%
,"Idaho","16","1969","1969","45-54 years","45-54","White","2106-3",0,38815,0.00 (Unreliable),0.00%
"Total","Idaho","16","1969","1969","45-54 years","45-54",,,0,39295,0.00 (Unreliable),0.00%
,"Idaho","16","1969","1969","55-64 years","55-64","Black or African American","2054-5",0,56,0.00 (Unreliable),0.00%
,"Idaho","16","1969","1969","55-64 years","55-64","Other Race","2131-1",0,230,0.00 (Unreliable),0.00%
,"Idaho","16","1969","1969","55-64 years","55-64","White","2106-3",0,31413,0.00 (Unreliable),0.00%
"Total","Idaho","16","1969","1969","55-64 years","55-64",,,0,31699,0.00 (Unreliable),0.00%
,"Idaho","16","1969","1969","65-74 years","65-74","Black or African American","2054-5",0,22,0.00 (Unreliable),0.00%
,"Idaho","16","1969","1969","65-74 years","65-74","Other Race","2131-1",0,161,0.00 (Unreliable),0.00%
,"Idaho","16","1969","1969","65-74 years","65-74","White","2106-3",0,20118,0.00 (Unreliable),0.00%
"Total","Idaho","16","1969","1969","65-74 years","65-74",,,0,20301,0.00 (Unreliable),0.00%
,"Idaho","16","1969","1969","75-84 years","75-84","Black or African American","2054-5",0,6,0.00 (Unreliable),0.00%
,"Idaho","16","1969","1969","75-84 years","75-84","Other Race","2131-1",0,99,0.00 (Unreliable),0.00%
,"Idaho","16","1969","1969","75-84 years","75-84","White","2106-3",0,12071,0.00 (Unreliable),0.00%
"Total","Idaho","16","1969","1969","75-84 years","75-84",,,0,12176,0.00 (Unreliable),0.00%
,"Idaho","16","1969","1969","85+ years","85+","Black or African American","2054-5",0,0,0.00 (Unreliable),0.00%
,"Idaho","16","1969","1969","85+ years","85+","Other Race","2131-1",0,30,0.00 (Unreliable),0.00%
,"Idaho","16","1969","1969","85+ years","85+","White","2106-3",0,2792,0.00 (Unreliable),0.00%
"Total","Idaho","16","1969","1969","85+ years","85+",,,0,2822,0.00 (Unreliable),0.00%
,"Idaho","16","1969","1969","Not Stated","NS","Black or African American","2054-5",0,Not Applicable,Not Applicable,0.00%
,"Idaho","16","1969","1969","Not Stated","NS","Other Race","2131-1",0,Not Applicable,Not Applicable,0.00%
,"Idaho","16","1969","1969","Not Stated","NS","White","2106-3",0,Not Applicable,Not Applicable,0.00%
"Total","Idaho","16","1969","1969","Not Stated","NS",,,0,Not Applicable,Not Applicable,0.00%
"Total","Idaho","16","1969","1969",,,,,0,350588,0.00 (Unreliable),0.00%
,"Idaho","16","1970","1970","< 1 year","1","Black or African American","2054-5",0,18,0.00 (Unreliable),0.00%
,"Idaho","16","1970","1970","< 1 year","1","Other Race","2131-1",0,114,0.00 (Unreliable),0.00%
,"Idaho","16","1970","1970","< 1 year","1","White","2106-3",0,6780,0.00 (Unreliable),0.00%
"Total","Idaho","16","1970","1970","< 1 year","1",,,0,6912,0.00 (Unreliable),0.00%
,"Idaho","16","1970","1970","1-4 years","1-4","Black or African American","2054-5",0,88,0.00 (Unreliable),0.00%
,"Idaho","16","1970","1970","1-4 years","1-4","Other Race","2131-1",0,526,0.00 (Unreliable),0.00%
,"Idaho","16","1970","1970","1-4 years","1-4","White","2106-3",0,24370,0.00 (Unreliable),0.00%
"Total","Idaho","16","1970","1970","1-4 years","1-4",,,0,24984,0.00 (Unreliable),0.00%
,"Idaho","16","1970","1970","5-9 years","5-9","Black or African American","2054-5",0,100,0.00 (Unreliable),0.00%
,"Idaho","16","1970","1970","5-9 years","5-9","Other Race","2131-1",0,650,0.00 (Unreliable),0.00%
,"Idaho","16","1970","1970","5-9 years","5-9","White","2106-3",0,35199,0.00 (Unreliable),0.00%
"Total","Idaho","16","1970","1970","5-9 years","5-9",,,0,35949,0.00 (Unreliable),0.00%
,"Idaho","16","1970","1970","10-14 years","10-14","Black or African American","2054-5",0,116,0.00 (Unreliable),0.00%
,"Idaho","16","1970","1970","10-14 years","10-14","Other Race","2131-1",0,698,0.00 (Unreliable),0.00%
,"Idaho","16","1970","1970","10-14 years","10-14","White","2106-3",0,37943,0.00 (Unreliable),0.00%
"Total","Idaho","16","1970","1970","10-14 years","10-14",,,0,38757,0.00 (Unreliable),0.00%
,"Idaho","16","1970","1970","15-19 years","15-19","Black or African American","2054-5",0,82,0.00 (Unreliable),0.00%
,"Idaho","16","1970","1970","15-19 years","15-19","Other Race","2131-1",0,585,0.00 (Unreliable),0.00%
,"Idaho","16","1970","1970","15-19 years","15-19","White","2106-3",0,35805,0.00 (Unreliable),0.00%
"Total","Idaho","16","1970","1970","15-19 years","15-19",,,0,36472,0.00 (Unreliable),0.00%
,"Idaho","16","1970","1970","20-24 years","20-24","Black or African American","2054-5",0,58,0.00 (Unreliable),0.00%
,"Idaho","16","1970","1970","20-24 years","20-24","Other Race","2131-1",0,453,0.00 (Unreliable),0.00%
,"Idaho","16","1970","1970","20-24 years","20-24","White","2106-3",0,26614,0.00 (Unreliable),0.00%
"Total","Idaho","16","1970","1970","20-24 years","20-24",,,0,27125,0.00 (Unreliable),0.00%
,"Idaho","16","1970","1970","25-34 years","25-34","Black or African American","2054-5",0,101,0.00 (Unreliable),0.00%
,"Idaho","16","1970","1970","25-34 years","25-34","Other Race","2131-1",0,664,0.00 (Unreliable),0.00%
,"Idaho","16","1970","1970","25-34 years","25-34","White","2106-3",1,40836,2.45 (Unreliable),0.03%
"Total","Idaho","16","1970","1970","25-34 years","25-34",,,1,41601,2.40 (Unreliable),0.03%
,"Idaho","16","1970","1970","35-44 years","35-44","Black or African American","2054-5",0,87,0.00 (Unreliable),0.00%
,"Idaho","16","1970","1970","35-44 years","35-44","Other Race","2131-1",0,572,0.00 (Unreliable),0.00%
,"Idaho","16","1970","1970","35-44 years","35-44","White","2106-3",1,37248,2.68 (Unreliable),0.03%
"Total","Idaho","16","1970","1970","35-44 years","35-44",,,1,37907,2.64 (Unreliable),0.03%
,"Idaho","16","1970","1970","45-54 years","45-54","Black or African American","2054-5",0,58,0.00 (Unreliable),0.00%
,"Idaho","16","1970","1970","45-54 years","45-54","Other Race","2131-1",0,444,0.00 (Unreliable),0.00%
,"Idaho","16","1970","1970","45-54 years","45-54","White","2106-3",0,39078,0.00 (Unreliable),0.00%
"Total","Idaho","16","1970","1970","45-54 years","45-54",,,0,39580,0.00 (Unreliable),0.00%
,"Idaho","16","1970","1970","55-64 years","55-64","Black or African American","2054-5",0,53,0.00 (Unreliable),0.00%
,"Idaho","16","1970","1970","55-64 years","55-64","Other Race","2131-1",0,239,0.00 (Unreliable),0.00%
,"Idaho","16","1970","1970","55-64 years","55-64","White","2106-3",0,31954,0.00 (Unreliable),0.00%
"Total","Idaho","16","1970","1970","55-64 years","55-64",,,0,32246,0.00 (Unreliable),0.00%
,"Idaho","16","1970","1970","65-74 years","65-74","Black or African American","2054-5",0,20,0.00 (Unreliable),0.00%
,"Idaho","16","1970","1970","65-74 years","65-74","Other Race","2131-1",0,165,0.00 (Unreliable),0.00%
,"Idaho","16","1970","1970","65-74 years","65-74","White","2106-3",0,20663,0.00 (Unreliable),0.00%
"Total","Idaho","16","1970","1970","65-74 years","65-74",,,0,20848,0.00 (Unreliable),0.00%
,"Idaho","16","1970","1970","75-84 years","75-84","Black or African American","2054-5",0,6,0.00 (Unreliable),0.00%
,"Idaho","16","1970","1970","75-84 years","75-84","Other Race","2131-1",0,111,0.00 (Unreliable),0.00%
,"Idaho","16","1970","1970","75-84 years","75-84","White","2106-3",0,12093,0.00 (Unreliable),0.00%
"Total","Idaho","16","1970","1970","75-84 years","75-84",,,0,12210,0.00 (Unreliable),0.00%
,"Idaho","16","1970","1970","85+ years","85+","Black or African American","2054-5",0,0,0.00 (Unreliable),0.00%
,"Idaho","16","1970","1970","85+ years","85+","Other Race","2131-1",0,37,0.00 (Unreliable),0.00%
,"Idaho","16","1970","1970","85+ years","85+","White","2106-3",0,3083,0.00 (Unreliable),0.00%
"Total","Idaho","16","1970","1970","85+ years","85+",,,0,3120,0.00 (Unreliable),0.00%
,"Idaho","16","1970","1970","Not Stated","NS","Black or African American","2054-5",0,Not Applicable,Not Applicable,0.00%
,"Idaho","16","1970","1970","Not Stated","NS","Other Race","2131-1",0,Not Applicable,Not Applicable,0.00%
,"Idaho","16","1970","1970","Not Stated","NS","White","2106-3",0,Not Applicable,Not Applicable,0.00%
"Total","Idaho","16","1970","1970","Not Stated","NS",,,0,Not Applicable,Not Applicable,0.00%
"Total","Idaho","16","1970","1970",,,,,2,357711,0.56 (Unreliable),0.05%
,"Idaho","16","1971","1971","< 1 year","1","Black or African American","2054-5",0,14,0.00 (Unreliable),0.00%
,"Idaho","16","1971","1971","< 1 year","1","Other Race","2131-1",0,104,0.00 (Unreliable),0.00%
,"Idaho","16","1971","1971","< 1 year","1","White","2106-3",0,7038,0.00 (Unreliable),0.00%
"Total","Idaho","16","1971","1971","< 1 year","1",,,0,7156,0.00 (Unreliable),0.00%
,"Idaho","16","1971","1971","1-4 years","1-4","Black or African American","2054-5",0,93,0.00 (Unreliable),0.00%
,"Idaho","16","1971","1971","1-4 years","1-4","Other Race","2131-1",0,547,0.00 (Unreliable),0.00%
,"Idaho","16","1971","1971","1-4 years","1-4","White","2106-3",0,25862,0.00 (Unreliable),0.00%
"Total","Idaho","16","1971","1971","1-4 years","1-4",,,0,26502,0.00 (Unreliable),0.00%
,"Idaho","16","1971","1971","5-9 years","5-9","Black or African American","2054-5",0,107,0.00 (Unreliable),0.00%
,"Idaho","16","1971","1971","5-9 years","5-9","Other Race","2131-1",0,669,0.00 (Unreliable),0.00%
,"Idaho","16","1971","1971","5-9 years","5-9","White","2106-3",0,34834,0.00 (Unreliable),0.00%
"Total","Idaho","16","1971","1971","5-9 years","5-9",,,0,35610,0.00 (Unreliable),0.00%
,"Idaho","16","1971","1971","10-14 years","10-14","Black or African American","2054-5",0,116,0.00 (Unreliable),0.00%
