"Notes","State","State Code","Year","Year Code","Age Group","Age Group Code","Race","Race Code",Deaths,Population,Crude Rate,% of Total Deaths
"Total","Alabama","01","1968","1968","45-54 years","45-54",,,0,190536,0.00 (Unreliable),0.00%
,"Alabama","01","1968","1968","55-64 years","55-64","Black or African American","2054-5",0,41846,0.00 (Unreliable),0.00%
,"Alabama","01","1968","1968","55-64 years","55-64","Other Race","2131-1",0,160,0.00 (Unreliable),0.00%
,"Alabama","01","1968","1968","55-64 years","55-64","White","2106-3",0,124689,0.00 (Unreliable),0.00%
"Total","Alabama","01","1968","1968","55-64 years","55-64",,,0,166695,0.00 (Unreliable),0.00%
,"Alabama","01","1968","1968","65-74 years","65-74","Black or African American","2054-5",0,31084,0.00 (Unreliable),0.00%
,"Alabama","01","1968","1968","65-74 years","65-74","Other Race","2131-1",0,110,0.00 (Unreliable),0.00%
,"Alabama","01","1968","1968","65-74 years","65-74","White","2106-3",0,80720,0.00 (Unreliable),0.00%
"Total","Alabama","01","1968","1968","65-74 years","65-74",,,0,111914,0.00 (Unreliable),0.00%
,"Alabama","01","1968","1968","75-84 years","75-84","Black or African American","2054-5",0,13087,0.00 (Unreliable),0.00%
,"Alabama","01","1968","1968","75-84 years","75-84","Other Race","2131-1",0,72,0.00 (Unreliable),0.00%
,"Alabama","01","1968","1968","75-84 years","75-84","White","2106-3",0,41046,0.00 (Unreliable),0.00%
"Total","Alabama","01","1968","1968","75-84 years","75-84",,,0,54205,0.00 (Unreliable),0.00%
,"Alabama","01","1968","1968","85+ years","85+","Black or African American","2054-5",0,3690,0.00 (Unreliable),0.00%
,"Alabama","01","1968","1968","85+ years","85+","Other Race","2131-1",0,31,0.00 (Unreliable),0.00%
,"Alabama","01","1968","1968","85+ years","85+","White","2106-3",0,9123,0.00 (Unreliable),0.00%
"Total","Alabama","01","1968","1968","85+ years","85+",,,0,12844,0.00 (Unreliable),0.00%
,"Alabama","01","1968","1968","Not Stated","NS","Black or African American","2054-5",1,Not Applicable,Not Applicable,0.03%
,"Alabama","01","1968","1968","Not Stated","NS","Other Race","2131-1",0,Not Applicable,Not Applicable,0.00%
,"Alabama","01","1968","1968","Not Stated","NS","White","2106-3",0,Not Applicable,Not Applicable,0.00%
"Total","Alabama","01","1968","1968","Not Stated","NS",,,1,Not Applicable,Not Applicable,0.03%
"Total","Alabama","01","1968","1968",,,,,28,1751442,1.60,0.75%
,"Alabama","01","1969","1969","< 1 year","1","Black or African American","2054-5",0,10398,0.00 (Unreliable),0.00%
,"Alabama","01","1969","1969","< 1 year","1","Other Race","2131-1",0,144,0.00 (Unreliable),0.00%
,"Alabama","01","1969","1969","< 1 year","1","White","2106-3",0,20948,0.00 (Unreliable),0.00%
"Total","Alabama","01","1969","1969","< 1 year","1",,,0,31490,0.00 (Unreliable),0.00%
,"Alabama","01","1969","1969","1-4 years","1-4","Black or African American","2054-5",0,39364,0.00 (Unreliable),0.00%
,"Alabama","01","1969","1969","1-4 years","1-4","Other Race","2131-1",0,170,0.00 (Unreliable),0.00%
,"Alabama","01","1969","1969","1-4 years","1-4","White","2106-3",0,80739,0.00 (Unreliable),0.00%
"Total","Alabama","01","1969","1969","1-4 years","1-4",,,0,120273,0.00 (Unreliable),0.00%
,"Alabama","01","1969","1969","5-9 years","5-9","Black or African American","2054-5",0,56313,0.00 (Unreliable),0.00%
,"Alabama","01","1969","1969","5-9 years","5-9","Other Race","2131-1",0,212,0.00 (Unreliable),0.00%
,"Alabama","01","1969","1969","5-9 years","5-9","White","2106-3",0,116379,0.00 (Unreliable),0.00%
"Total","Alabama","01","1969","1969","5-9 years","5-9",,,0,172904,0.00 (Unreliable),0.00%
,"Alabama","01","1969","1969","10-14 years","10-14","Black or African American","2054-5",0,60430,0.00 (Unreliable),0.00%
,"Alabama","01","1969","1969","10-14 years","10-14","Other Race","2131-1",0,198,0.00 (Unreliable),0.00%
,"Alabama","01","1969","1969","10-14 years","10-14","White","2106-3",0,121177,0.00 (Unreliable),0.00%
"Total","Alabama","01","1969","1969","10-14 years","10-14",,,0,181805,0.00 (Unreliable),0.00%
,"Alabama","01","1969","1969","15-19 years","15-19","Black or African American","2054-5",4,54122,7.39 (Unreliable),0.11%
,"Alabama","01","1969","1969","15-19 years","15-19","Other Race","2131-1",0,218,0.00 (Unreliable),0.00%
,"Alabama","01","1969","1969","15-19 years","15-19","White","2106-3",1,112852,0.89 (Unreliable),0.03%
"Total","Alabama","01","1969","1969","15-19 years","15-19",,,5,167192,2.99 (Unreliable),0.13%
,"Alabama","01","1969","1969","20-24 years","20-24","Black or African American","2054-5",3,32516,9.23 (Unreliable),0.08%
,"Alabama","01","1969","1969","20-24 years","20-24","Other Race","2131-1",0,281,0.00 (Unreliable),0.00%
,"Alabama","01","1969","1969","20-24 years","20-24","White","2106-3",1,104737,0.95 (Unreliable),0.03%
"Total","Alabama","01","1969","1969","20-24 years","20-24",,,4,137534,2.91 (Unreliable),0.11%
,"Alabama","01","1969","1969","25-34 years","25-34","Black or African American","2054-5",8,44937,17.80 (Unreliable),0.21%
,"Alabama","01","1969","1969","25-34 years","25-34","Other Race","2131-1",0,506,0.00 (Unreliable),0.00%
,"Alabama","01","1969","1969","25-34 years","25-34","White","2106-3",2,163071,1.23 (Unreliable),0.05%
"Total","Alabama","01","1969","1969","25-34 years","25-34",,,10,208514,4.80 (Unreliable),0.27%
,"Alabama","01","1969","1969","35-44 years","35-44","Black or African American","2054-5",5,47537,10.52 (Unreliable),0.13%
,"Alabama","01","1969","1969","35-44 years","35-44","Other Race","2131-1",0,468,0.00 (Unreliable),0.00%
,"Alabama","01","1969","1969","35-44 years","35-44","White","2106-3",0,154987,0.00 (Unreliable),0.00%
"Total","Alabama","01","1969","1969","35-44 years","35-44",,,5,202992,2.46 (Unreliable),0.13%
,"Alabama","01","1969","1969","45-54 years","45-54","Black or African American","2054-5",1,45008,2.22 (Unreliable),0.03%
,"Alabama","01","1969","1969","45-54 years","45-54","Other Race","2131-1",0,193,0.00 (Unreliable),0.00%
,"Alabama","01","1969","1969","45-54 years","45-54","White","2106-3",0,148318,0.00 (Unreliable),0.00%
"Total","Alabama","01","1969","1969","45-54 years","45-54",,,1,193519,0.52 (Unreliable),0.03%
,"Alabama","01","1969","1969","55-64 years","55-64","Black or African American","2054-5",0,41900,0.00 (Unreliable),0.00%
,"Alabama","01","1969","1969","55-64 years","55-64","Other Race","2131-1",0,173,0.00 (Unreliable),0.00%
,"Alabama","01","1969","1969","55-64 years","55-64","White","2106-3",0,126733,0.00 (Unreliable),0.00%
"Total","Alabama","01","1969","1969","55-64 years","55-64",,,0,168806,0.00 (Unreliable),0.00%
,"Alabama","01","1969","1969","65-74 years","65-74","Black or African American","2054-5",0,31403,0.00 (Unreliable),0.00%
,"Alabama","01","1969","1969","65-74 years","65-74","Other Race","2131-1",0,125,0.00 (Unreliable),0.00%
,"Alabama","01","1969","1969","65-74 years","65-74","White","2106-3",0,83585,0.00 (Unreliable),0.00%
"Total","Alabama","01","1969","1969","65-74 years","65-74",,,0,115113,0.00 (Unreliable),0.00%
,"Alabama","01","1969","1969","75-84 years","75-84","Black or African American","2054-5",0,13232,0.00 (Unreliable),0.00%
,"Alabama","01","1969","1969","75-84 years","75-84","Other Race","2131-1",0,74,0.00 (Unreliable),0.00%
,"Alabama","01","1969","1969","75-84 years","75-84","White","2106-3",0,42531,0.00 (Unreliable),0.00%
"Total","Alabama","01","1969","1969","75-84 years","75-84",,,0,55837,0.00 (Unreliable),0.00%
,"Alabama","01","1969","1969","85+ years","85+","Black or African American","2054-5",0,3887,0.00 (Unreliable),0.00%
,"Alabama","01","1969","1969","85+ years","85+","Other Race","2131-1",0,28,0.00 (Unreliable),0.00%
,"Alabama","01","1969","1969","85+ years","85+","White","2106-3",0,9633,0.00 (Unreliable),0.00%
"Total","Alabama","01","1969","1969","85+ years","85+",,,0,13548,0.00 (Unreliable),0.00%
,"Alabama","01","1969","1969","Not Stated","NS","Black or African American","2054-5",0,Not Applicable,Not Applicable,0.00%
,"Alabama","01","1969","1969","Not Stated","NS","Other Race","2131-1",0,Not Applicable,Not Applicable,0.00%
,"Alabama","01","1969","1969","Not Stated","NS","White","2106-3",0,Not Applicable,Not Applicable,0.00%
"Total","Alabama","01","1969","1969","Not Stated","NS",,,0,Not Applicable,Not Applicable,0.00%
"Total","Alabama","01","1969","1969",,,,,25,1769527,1.41,0.67%
,"Alabama","01","1970","1970","< 1 year","1","Black or African American","2054-5",0,10726,0.00 (Unreliable),0.00%
,"Alabama","01","1970","1970","< 1 year","1","Other Race","2131-1",0,140,0.00 (Unreliable),0.00%
,"Alabama","01","1970","1970","< 1 year","1","White","2106-3",0,21420,0.00 (Unreliable),0.00%
"Total","Alabama","01","1970","1970","< 1 year","1",,,0,32286,0.00 (Unreliable),0.00%
,"Alabama","01","1970","1970","1-4 years","1-4","Black or African American","2054-5",0,37782,0.00 (Unreliable),0.00%
,"Alabama","01","1970","1970","1-4 years","1-4","Other Race","2131-1",0,194,0.00 (Unreliable),0.00%
,"Alabama","01","1970","1970","1-4 years","1-4","White","2106-3",0,80234,0.00 (Unreliable),0.00%
"Total","Alabama","01","1970","1970","1-4 years","1-4",,,0,118210,0.00 (Unreliable),0.00%
,"Alabama","01","1970","1970","5-9 years","5-9","Black or African American","2054-5",0,55073,0.00 (Unreliable),0.00%
,"Alabama","01","1970","1970","5-9 years","5-9","Other Race","2131-1",0,239,0.00 (Unreliable),0.00%
,"Alabama","01","1970","1970","5-9 years","5-9","White","2106-3",0,115354,0.00 (Unreliable),0.00%
"Total","Alabama","01","1970","1970","5-9 years","5-9",,,0,170666,0.00 (Unreliable),0.00%
,"Alabama","01","1970","1970","10-14 years","10-14","Black or African American","2054-5",0,60226,0.00 (Unreliable),0.00%
,"Alabama","01","1970","1970","10-14 years","10-14","Other Race","2131-1",0,235,0.00 (Unreliable),0.00%
,"Alabama","01","1970","1970","10-14 years","10-14","White","2106-3",0,122031,0.00 (Unreliable),0.00%
"Total","Alabama","01","1970","1970","10-14 years","10-14",,,0,182492,0.00 (Unreliable),0.00%
,"Alabama","01","1970","1970","15-19 years","15-19","Black or African American","2054-5",2,54955,3.64 (Unreliable),0.05%
,"Alabama","01","1970","1970","15-19 years","15-19","Other Race","2131-1",0,247,0.00 (Unreliable),0.00%
,"Alabama","01","1970","1970","15-19 years","15-19","White","2106-3",1,115226,0.87 (Unreliable),0.03%
"Total","Alabama","01","1970","1970","15-19 years","15-19",,,3,170428,1.76 (Unreliable),0.08%
,"Alabama","01","1970","1970","20-24 years","20-24","Black or African American","2054-5",4,34544,11.58 (Unreliable),0.11%
,"Alabama","01","1970","1970","20-24 years","20-24","Other Race","2131-1",0,322,0.00 (Unreliable),0.00%
,"Alabama","01","1970","1970","20-24 years","20-24","White","2106-3",3,107577,2.79 (Unreliable),0.08%
"Total","Alabama","01","1970","1970","20-24 years","20-24",,,7,142443,4.91 (Unreliable),0.19%
,"Alabama","01","1970","1970","25-34 years","25-34","Black or African American","2054-5",4,45505,8.79 (Unreliable),0.11%
,"Alabama","01","1970","1970","25-34 years","25-34","Other Race","2131-1",0,572,0.00 (Unreliable),0.00%
,"Alabama","01","1970","1970","25-34 years","25-34","White","2106-3",1,165153,0.61 (Unreliable),0.03%
"Total","Alabama","01","1970","1970","25-34 years","25-34",,,5,211230,2.37 (Unreliable),0.13%
,"Alabama","01","1970","1970","35-44 years","35-44","Black or African American","2054-5",4,46824,8.54 (Unreliable),0.11%
,"Alabama","01","1970","1970","35-44 years","35-44","Other Race","2131-1",0,523,0.00 (Unreliable),0.00%
,"Alabama","01","1970","1970","35-44 years","35-44","White","2106-3",2,154183,1.30 (Unreliable),0.05%
"Total","Alabama","01","1970","1970","35-44 years","35-44",,,6,201530,2.98 (Unreliable),0.16%
,"Alabama","01","1970","1970","45-54 years","45-54","Black or African American","2054-5",0,45065,0.00 (Unreliable),0.00%
,"Alabama","01","1970","1970","45-54 years","45-54","Other Race","2131-1",0,241,0.00 (Unreliable),0.00%
,"Alabama","01","1970","1970","45-54 years","45-54","White","2106-3",0,150463,0.00 (Unreliable),0.00%
"Total","Alabama","01","1970","1970","45-54 years","45-54",,,0,195769,0.00 (Unreliable),0.00%
,"Alabama","01","1970","1970","55-64 years","55-64","Black or African American","2054-5",0,41951,0.00 (Unreliable),0.00%
,"Alabama","01","1970","1970","55-64 years","55-64","Other Race","2131-1",0,187,0.00 (Unreliable),0.00%
,"Alabama","01","1970","1970","55-64 years","55-64","White","2106-3",0,128171,0.00 (Unreliable),0.00%
"Total","Alabama","01","1970","1970","55-64 years","55-64",,,0,170309,0.00 (Unreliable),0.00%
,"Alabama","01","1970","1970","65-74 years","65-74","Black or African American","2054-5",0,31770,0.00 (Unreliable),0.00%
,"Alabama","01","1970","1970","65-74 years","65-74","Other Race","2131-1",0,139,0.00 (Unreliable),0.00%
,"Alabama","01","1970","1970","65-74 years","65-74","White","2106-3",0,86538,0.00 (Unreliable),0.00%
"Total","Alabama","01","1970","1970","65-74 years","65-74",,,0,118447,0.00 (Unreliable),0.00%
,"Alabama","01","1970","1970","75-84 years","75-84","Black or African American","2054-5",0,13239,0.00 (Unreliable),0.00%
,"Alabama","01","1970","1970","75-84 years","75-84","Other Race","2131-1",0,82,0.00 (Unreliable),0.00%
,"Alabama","01","1970","1970","75-84 years","75-84","White","2106-3",0,43445,0.00 (Unreliable),0.00%
"Total","Alabama","01","1970","1970","75-84 years","75-84",,,0,56766,0.00 (Unreliable),0.00%
,"Alabama","01","1970","1970","85+ years","85+","Black or African American","2054-5",0,4029,0.00 (Unreliable),0.00%
,"Alabama","01","1970","1970","85+ years","85+","Other Race","2131-1",0,29,0.00 (Unreliable),0.00%
,"Alabama","01","1970","1970","85+ years","85+","White","2106-3",0,10421,0.00 (Unreliable),0.00%
"Total","Alabama","01","1970","1970","85+ years","85+",,,0,14479,0.00 (Unreliable),0.00%
,"Alabama","01","1970","1970","Not Stated","NS","Black or African American","2054-5",0,Not Applicable,Not Applicable,0.00%
,"Alabama","01","1970","1970","Not Stated","NS","Other Race","2131-1",0,Not Applicable,Not Applicable,0.00%
,"Alabama","01","1970","1970","Not Stated","NS","White","2106-3",0,Not Applicable,Not Applicable,0.00%
"Total","Alabama","01","1970","1970","Not Stated","NS",,,0,Not Applicable,Not Applicable,0.00%
"Total","Alabama","01","1970","1970",,,,,21,1785055,1.18,0.56%
,"Alabama","01","1971","1971","< 1 year","1","Black or African American","2054-5",0,10844,0.00 (Unreliable),0.00%
,"Alabama","01","1971","1971","< 1 year","1","Other Race","2131-1",0,144,0.00 (Unreliable),0.00%
,"Alabama","01","1971","1971","< 1 year","1","White","2106-3",0,21536,0.00 (Unreliable),0.00%
"Total","Alabama","01","1971","1971","< 1 year","1",,,0,32524,0.00 (Unreliable),0.00%
,"Alabama","01","1971","1971","1-4 years","1-4","Black or African American","2054-5",0,37564,0.00 (Unreliable),0.00%
,"Alabama","01","1971","1971","1-4 years","1-4","Other Race","2131-1",0,248,0.00 (Unreliable),0.00%
,"Alabama","01","1971","1971","1-4 years","1-4","White","2106-3",0,81560,0.00 (Unreliable),0.00%
"Total","Alabama","01","1971","1971","1-4 years","1-4",,,0,119372,0.00 (Unreliable),0.00%
,"Alabama","01","1971","1971","5-9 years","5-9","Black or African American","2054-5",0,53218,0.00 (Unreliable),0.00%
,"Alabama","01","1971","1971","5-9 years","5-9","Other Race","2131-1",0,307,0.00 (Unreliable),0.00%
,"Alabama","01","1971","1971","5-9 years","5-9","White","2106-3",0,112522,0.00 (Unreliable),0.00%
"Total","Alabama","01","1971","1971","5-9 years","5-9",,,0,166047,0.00 (Unreliable),0.00%
,"Alabama","01","1971","1971","10-14 years","10-14","Black or African American","2054-5",0,59415,0.00 (Unreliable),0.00%
,"Alabama","01","1971","1971","10-14 years","10-14","Other Race","2131-1",0,307,0.00 (Unreliable),0.00%
,"Alabama","01","1971","1971","10-14 years","10-14","White","2106-3",0,123603,0.00 (Unreliable),0.00%
"Total","Alabama","01","1971","1971","10-14 years","10-14",,,0,183325,0.00 (Unreliable),0.00%
,"Alabama","01","1971","1971","15-19 years","15-19","Black or African American","2054-5",2,55530,3.60 (Unreliable),0.05%
,"Alabama","01","1971","1971","15-19 years","15-19","Other Race","2131-1",0,299,0.00 (Unreliable),0.00%
,"Alabama","01","1971","1971","15-19 years","15-19","White","2106-3",0,118525,0.00 (Unreliable),0.00%
"Total","Alabama","01","1971","1971","15-19 years","15-19",,,2,174354,1.15 (Unreliable),0.05%
,"Alabama","01","1971","1971","20-24 years","20-24","Black or African American","2054-5",6,38498,15.59 (Unreliable),0.16%
,"Alabama","01","1971","1971","20-24 years","20-24","Other Race","2131-1",0,390,0.00 (Unreliable),0.00%
,"Alabama","01","1971","1971","20-24 years","20-24","White","2106-3",2,113665,1.76 (Unreliable),0.05%
"Total","Alabama","01","1971","1971","20-24 years","20-24",,,8,152553,5.24 (Unreliable),0.21%
,"Alabama","01","1971","1971","25-34 years","25-34","Black or African American","2054-5",4,46155,8.67 (Unreliable),0.11%
,"Alabama","01","1971","1971","25-34 years","25-34","Other Race","2131-1",0,688,0.00 (Unreliable),0.00%
,"Alabama","01","1971","1971","25-34 years","25-34","White","2106-3",5,168481,2.97 (Unreliable),0.13%
"Total","Alabama","01","1971","1971","25-34 years","25-34",,,9,215324,4.18 (Unreliable),0.24%
,"Alabama","01","1971","1971","35-44 years","35-44","Black or African American","2054-5",4,45374,8.82 (Unreliable),0.11%
,"Alabama","01","1971","1971","35-44 years","35-44","Other Race","2131-1",0,602,0.00 (Unreliable),0.00%
,"Alabama","01","1971","1971","35-44 years","35-44","White","2106-3",1,152841,0.65 (Unreliable),0.03%
"Total","Alabama","01","1971","1971","35-44 years","35-44",,,5,198817,2.51 (Unreliable),0.13%
,"Alabama","01","1971","1971","45-54 years","45-54","Black or African American","2054-5",0,45174,0.00 (Unreliable),0.00%
,"Alabama","01","1971","1971","45-54 years","45-54","Other Race","2131-1",0,316,0.00 (Unreliable),0.00%
,"Alabama","01","1971","1971","45-54 years","45-54","White","2106-3",0,153104,0.00 (Unreliable),0.00%
"Total","Alabama","01","1971","1971","45-54 years","45-54",,,0,198594,0.00 (Unreliable),0.00%
,"Alabama","01","1971","1971","55-64 years","55-64","Black or African American","2054-5",0,41931,0.00 (Unreliable),0.00%
,"Alabama","01","1971","1971","55-64 years","55-64","Other Race","2131-1",0,212,0.00 (Unreliable),0.00%
,"Alabama","01","1971","1971","55-64 years","55-64","White","2106-3",0,130714,0.00 (Unreliable),0.00%
"Total","Alabama","01","1971","1971","55-64 years","55-64",,,0,172857,0.00 (Unreliable),0.00%
,"Alabama","01","1971","1971","65-74 years","65-74","Black or African American","2054-5",0,32692,0.00 (Unreliable),0.00%
,"Alabama","01","1971","1971","65-74 years","65-74","Other Race","2131-1",0,158,0.00 (Unreliable),0.00%
,"Alabama","01","1971","1971","65-74 years","65-74","White","2106-3",0,90631,0.00 (Unreliable),0.00%
"Total","Alabama","01","1971","1971","65-74 years","65-74",,,0,123481,0.00 (Unreliable),0.00%
,"Alabama","01","1971","1971","75-84 years","75-84","Black or African American","2054-5",0,13988,0.00 (Unreliable),0.00%
,"Alabama","01","1971","1971","75-84 years","75-84","Other Race","2131-1",0,87,0.00 (Unreliable),0.00%
,"Alabama","01","1971","1971","75-84 years","75-84","White","2106-3",0,45453,0.00 (Unreliable),0.00%
"Total","Alabama","01","1971","1971","75-84 years","75-84",,,0,59528,0.00 (Unreliable),0.00%
,"Alabama","01","1971","1971","85+ years","85+","Black or African American","2054-5",0,4224,0.00 (Unreliable),0.00%
,"Alabama","01","1971","1971","85+ years","85+","Other Race","2131-1",0,28,0.00 (Unreliable),0.00%
,"Alabama","01","1971","1971","85+ years","85+","White","2106-3",0,11077,0.00 (Unreliable),0.00%
"Total","Alabama","01","1971","1971","85+ years","85+",,,0,15329,0.00 (Unreliable),0.00%
,"Alabama","01","1971","1971","Not Stated","NS","Black or African American","2054-5",0,Not Applicable,Not Applicable,0.00%
,"Alabama","01","1971","1971","Not Stated","NS","Other Race","2131-1",0,Not Applicable,Not Applicable,0.00%
,"Alabama","01","1971","1971","Not Stated","NS","White","2106-3",0,Not Applicable,Not Applicable,0.00%
"Total","Alabama","01","1971","1971","Not Stated","NS",,,0,Not Applicable,Not Applicable,0.00%
"Total","Alabama","01","1971","1971",,,,,24,1812105,1.32,0.64%
,"Alabama","01","1972","1972","< 1 year","1","Black or African American","2054-5",0,10575,0.00 (Unreliable),0.00%
,"Alabama","01","1972","1972","< 1 year","1","Other Race","2131-1",0,122,0.00 (Unreliable),0.00%
,"Alabama","01","1972","1972","< 1 year","1","White","2106-3",0,19668,0.00 (Unreliable),0.00%
"Total","Alabama","01","1972","1972","< 1 year","1",,,0,30365,0.00 (Unreliable),0.00%
,"Alabama","01","1972","1972","1-4 years","1-4","Black or African American","2054-5",0,37632,0.00 (Unreliable),0.00%
,"Alabama","01","1972","1972","1-4 years","1-4","Other Race","2131-1",0,287,0.00 (Unreliable),0.00%
,"Alabama","01","1972","1972","1-4 years","1-4","White","2106-3",0,81435,0.00 (Unreliable),0.00%
"Total","Alabama","01","1972","1972","1-4 years","1-4",,,0,119354,0.00 (Unreliable),0.00%
,"Alabama","01","1972","1972","5-9 years","5-9","Black or African American","2054-5",0,51576,0.00 (Unreliable),0.00%
,"Alabama","01","1972","1972","5-9 years","5-9","Other Race","2131-1",0,367,0.00 (Unreliable),0.00%
,"Alabama","01","1972","1972","5-9 years","5-9","White","2106-3",0,109875,0.00 (Unreliable),0.00%
"Total","Alabama","01","1972","1972","5-9 years","5-9",,,0,161818,0.00 (Unreliable),0.00%
,"Alabama","01","1972","1972","10-14 years","10-14","Black or African American","2054-5",0,58581,0.00 (Unreliable),0.00%
,"Alabama","01","1972","1972","10-14 years","10-14","Other Race","2131-1",0,373,0.00 (Unreliable),0.00%
,"Alabama","01","1972","1972","10-14 years","10-14","White","2106-3",0,123549,0.00 (Unreliable),0.00%
"Total","Alabama","01","1972","1972","10-14 years","10-14",,,0,182503,0.00 (Unreliable),0.00%
,"Alabama","01","1972","1972","15-19 years","15-19","Black or African American","2054-5",6,56607,10.60 (Unreliable),0.16%
,"Alabama","01","1972","1972","15-19 years","15-19","Other Race","2131-1",0,349,0.00 (Unreliable),0.00%
,"Alabama","01","1972","1972","15-19 years","15-19","White","2106-3",0,121201,0.00 (Unreliable),0.00%
"Total","Alabama","01","1972","1972","15-19 years","15-19",,,6,178157,3.37 (Unreliable),0.16%
,"Alabama","01","1972","1972","20-24 years","20-24","Black or African American","2054-5",4,40763,9.81 (Unreliable),0.11%
,"Alabama","01","1972","1972","20-24 years","20-24","Other Race","2131-1",0,442,0.00 (Unreliable),0.00%
,"Alabama","01","1972","1972","20-24 years","20-24","White","2106-3",6,112154,5.35 (Unreliable),0.16%
"Total","Alabama","01","1972","1972","20-24 years","20-24",,,10,153359,6.52 (Unreliable),0.27%
,"Alabama","01","1972","1972","25-34 years","25-34","Black or African American","2054-5",4,47959,8.34 (Unreliable),0.11%
,"Alabama","01","1972","1972","25-34 years","25-34","Other Race","2131-1",0,791,0.00 (Unreliable),0.00%
,"Alabama","01","1972","1972","25-34 years","25-34","White","2106-3",8,177874,4.50 (Unreliable),0.21%
"Total","Alabama","01","1972","1972","25-34 years","25-34",,,12,226624,5.30 (Unreliable),0.32%
,"Alabama","01","1972","1972","35-44 years","35-44","Black or African American","2054-5",6,44676,13.43 (Unreliable),0.16%
,"Alabama","01","1972","1972","35-44 years","35-44","Other Race","2131-1",0,671,0.00 (Unreliable),0.00%
,"Alabama","01","1972","1972","35-44 years","35-44","White","2106-3",0,152351,0.00 (Unreliable),0.00%
"Total","Alabama","01","1972","1972","35-44 years","35-44",,,6,197698,3.03 (Unreliable),0.16%
