"Notes","State","State Code","Year","Year Code","Age Group","Age Group Code","Race","Race Code",Deaths,Population,Crude Rate,% of Total Deaths
,"Montana","30","1984","1984","45-54 years","45-54","Black or African American","2054-5",0,42,0.00 (Unreliable),0.00%
,"Montana","30","1984","1984","45-54 years","45-54","Other Race","2131-1",0,1686,0.00 (Unreliable),0.00%
,"Montana","30","1984","1984","45-54 years","45-54","White","2106-3",0,36254,0.00 (Unreliable),0.00%
"Total","Montana","30","1984","1984","45-54 years","45-54",,,0,37982,0.00 (Unreliable),0.00%
,"Montana","30","1984","1984","55-64 years","55-64","Black or African American","2054-5",0,36,0.00 (Unreliable),0.00%
,"Montana","30","1984","1984","55-64 years","55-64","Other Race","2131-1",0,1133,0.00 (Unreliable),0.00%
,"Montana","30","1984","1984","55-64 years","55-64","White","2106-3",0,35950,0.00 (Unreliable),0.00%
"Total","Montana","30","1984","1984","55-64 years","55-64",,,0,37119,0.00 (Unreliable),0.00%
,"Montana","30","1984","1984","65-74 years","65-74","Black or African American","2054-5",0,21,0.00 (Unreliable),0.00%
,"Montana","30","1984","1984","65-74 years","65-74","Other Race","2131-1",0,716,0.00 (Unreliable),0.00%
,"Montana","30","1984","1984","65-74 years","65-74","White","2106-3",0,30040,0.00 (Unreliable),0.00%
"Total","Montana","30","1984","1984","65-74 years","65-74",,,0,30777,0.00 (Unreliable),0.00%
,"Montana","30","1984","1984","75-84 years","75-84","Black or African American","2054-5",0,18,0.00 (Unreliable),0.00%
,"Montana","30","1984","1984","75-84 years","75-84","Other Race","2131-1",0,336,0.00 (Unreliable),0.00%
,"Montana","30","1984","1984","75-84 years","75-84","White","2106-3",0,16244,0.00 (Unreliable),0.00%
"Total","Montana","30","1984","1984","75-84 years","75-84",,,0,16598,0.00 (Unreliable),0.00%
,"Montana","30","1984","1984","85+ years","85+","Black or African American","2054-5",0,3,0.00 (Unreliable),0.00%
,"Montana","30","1984","1984","85+ years","85+","Other Race","2131-1",0,102,0.00 (Unreliable),0.00%
,"Montana","30","1984","1984","85+ years","85+","White","2106-3",0,6415,0.00 (Unreliable),0.00%
"Total","Montana","30","1984","1984","85+ years","85+",,,0,6520,0.00 (Unreliable),0.00%
,"Montana","30","1984","1984","Not Stated","NS","Black or African American","2054-5",0,Not Applicable,Not Applicable,0.00%
,"Montana","30","1984","1984","Not Stated","NS","Other Race","2131-1",0,Not Applicable,Not Applicable,0.00%
,"Montana","30","1984","1984","Not Stated","NS","White","2106-3",0,Not Applicable,Not Applicable,0.00%
"Total","Montana","30","1984","1984","Not Stated","NS",,,0,Not Applicable,Not Applicable,0.00%
"Total","Montana","30","1984","1984",,,,,1,412844,0.24 (Unreliable),0.07%
,"Montana","30","1985","1985","< 1 year","1","Black or African American","2054-5",0,12,0.00 (Unreliable),0.00%
,"Montana","30","1985","1985","< 1 year","1","Other Race","2131-1",0,682,0.00 (Unreliable),0.00%
,"Montana","30","1985","1985","< 1 year","1","White","2106-3",0,5863,0.00 (Unreliable),0.00%
"Total","Montana","30","1985","1985","< 1 year","1",,,0,6557,0.00 (Unreliable),0.00%
,"Montana","30","1985","1985","1-4 years","1-4","Black or African American","2054-5",0,103,0.00 (Unreliable),0.00%
,"Montana","30","1985","1985","1-4 years","1-4","Other Race","2131-1",0,2650,0.00 (Unreliable),0.00%
,"Montana","30","1985","1985","1-4 years","1-4","White","2106-3",0,24876,0.00 (Unreliable),0.00%
"Total","Montana","30","1985","1985","1-4 years","1-4",,,0,27629,0.00 (Unreliable),0.00%
,"Montana","30","1985","1985","5-9 years","5-9","Black or African American","2054-5",0,111,0.00 (Unreliable),0.00%
,"Montana","30","1985","1985","5-9 years","5-9","Other Race","2131-1",0,2657,0.00 (Unreliable),0.00%
,"Montana","30","1985","1985","5-9 years","5-9","White","2106-3",0,29270,0.00 (Unreliable),0.00%
"Total","Montana","30","1985","1985","5-9 years","5-9",,,0,32038,0.00 (Unreliable),0.00%
,"Montana","30","1985","1985","10-14 years","10-14","Black or African American","2054-5",0,84,0.00 (Unreliable),0.00%
,"Montana","30","1985","1985","10-14 years","10-14","Other Race","2131-1",0,2468,0.00 (Unreliable),0.00%
,"Montana","30","1985","1985","10-14 years","10-14","White","2106-3",0,27889,0.00 (Unreliable),0.00%
"Total","Montana","30","1985","1985","10-14 years","10-14",,,0,30441,0.00 (Unreliable),0.00%
,"Montana","30","1985","1985","15-19 years","15-19","Black or African American","2054-5",0,70,0.00 (Unreliable),0.00%
,"Montana","30","1985","1985","15-19 years","15-19","Other Race","2131-1",0,2254,0.00 (Unreliable),0.00%
,"Montana","30","1985","1985","15-19 years","15-19","White","2106-3",0,28092,0.00 (Unreliable),0.00%
"Total","Montana","30","1985","1985","15-19 years","15-19",,,0,30416,0.00 (Unreliable),0.00%
,"Montana","30","1985","1985","20-24 years","20-24","Black or African American","2054-5",0,102,0.00 (Unreliable),0.00%
,"Montana","30","1985","1985","20-24 years","20-24","Other Race","2131-1",0,2316,0.00 (Unreliable),0.00%
,"Montana","30","1985","1985","20-24 years","20-24","White","2106-3",0,30328,0.00 (Unreliable),0.00%
"Total","Montana","30","1985","1985","20-24 years","20-24",,,0,32746,0.00 (Unreliable),0.00%
,"Montana","30","1985","1985","25-34 years","25-34","Black or African American","2054-5",0,166,0.00 (Unreliable),0.00%
,"Montana","30","1985","1985","25-34 years","25-34","Other Race","2131-1",0,4067,0.00 (Unreliable),0.00%
,"Montana","30","1985","1985","25-34 years","25-34","White","2106-3",0,64661,0.00 (Unreliable),0.00%
"Total","Montana","30","1985","1985","25-34 years","25-34",,,0,68894,0.00 (Unreliable),0.00%
,"Montana","30","1985","1985","35-44 years","35-44","Black or African American","2054-5",0,69,0.00 (Unreliable),0.00%
,"Montana","30","1985","1985","35-44 years","35-44","Other Race","2131-1",0,2689,0.00 (Unreliable),0.00%
,"Montana","30","1985","1985","35-44 years","35-44","White","2106-3",0,51829,0.00 (Unreliable),0.00%
"Total","Montana","30","1985","1985","35-44 years","35-44",,,0,54587,0.00 (Unreliable),0.00%
,"Montana","30","1985","1985","45-54 years","45-54","Black or African American","2054-5",0,44,0.00 (Unreliable),0.00%
,"Montana","30","1985","1985","45-54 years","45-54","Other Race","2131-1",0,1748,0.00 (Unreliable),0.00%
,"Montana","30","1985","1985","45-54 years","45-54","White","2106-3",0,36328,0.00 (Unreliable),0.00%
"Total","Montana","30","1985","1985","45-54 years","45-54",,,0,38120,0.00 (Unreliable),0.00%
,"Montana","30","1985","1985","55-64 years","55-64","Black or African American","2054-5",0,39,0.00 (Unreliable),0.00%
,"Montana","30","1985","1985","55-64 years","55-64","Other Race","2131-1",0,1190,0.00 (Unreliable),0.00%
,"Montana","30","1985","1985","55-64 years","55-64","White","2106-3",0,35838,0.00 (Unreliable),0.00%
"Total","Montana","30","1985","1985","55-64 years","55-64",,,0,37067,0.00 (Unreliable),0.00%
,"Montana","30","1985","1985","65-74 years","65-74","Black or African American","2054-5",0,31,0.00 (Unreliable),0.00%
,"Montana","30","1985","1985","65-74 years","65-74","Other Race","2131-1",0,729,0.00 (Unreliable),0.00%
,"Montana","30","1985","1985","65-74 years","65-74","White","2106-3",0,30428,0.00 (Unreliable),0.00%
"Total","Montana","30","1985","1985","65-74 years","65-74",,,0,31188,0.00 (Unreliable),0.00%
,"Montana","30","1985","1985","75-84 years","75-84","Black or African American","2054-5",0,21,0.00 (Unreliable),0.00%
,"Montana","30","1985","1985","75-84 years","75-84","Other Race","2131-1",0,348,0.00 (Unreliable),0.00%
,"Montana","30","1985","1985","75-84 years","75-84","White","2106-3",0,16952,0.00 (Unreliable),0.00%
"Total","Montana","30","1985","1985","75-84 years","75-84",,,0,17321,0.00 (Unreliable),0.00%
,"Montana","30","1985","1985","85+ years","85+","Black or African American","2054-5",0,8,0.00 (Unreliable),0.00%
,"Montana","30","1985","1985","85+ years","85+","Other Race","2131-1",0,106,0.00 (Unreliable),0.00%
,"Montana","30","1985","1985","85+ years","85+","White","2106-3",0,6500,0.00 (Unreliable),0.00%
"Total","Montana","30","1985","1985","85+ years","85+",,,0,6614,0.00 (Unreliable),0.00%
,"Montana","30","1985","1985","Not Stated","NS","Black or African American","2054-5",0,Not Applicable,Not Applicable,0.00%
,"Montana","30","1985","1985","Not Stated","NS","Other Race","2131-1",0,Not Applicable,Not Applicable,0.00%
,"Montana","30","1985","1985","Not Stated","NS","White","2106-3",0,Not Applicable,Not Applicable,0.00%
"Total","Montana","30","1985","1985","Not Stated","NS",,,0,Not Applicable,Not Applicable,0.00%
"Total","Montana","30","1985","1985",,,,,0,413618,0.00 (Unreliable),0.00%
,"Montana","30","1986","1986","< 1 year","1","Black or African American","2054-5",0,11,0.00 (Unreliable),0.00%
,"Montana","30","1986","1986","< 1 year","1","Other Race","2131-1",0,620,0.00 (Unreliable),0.00%
,"Montana","30","1986","1986","< 1 year","1","White","2106-3",0,5427,0.00 (Unreliable),0.00%
"Total","Montana","30","1986","1986","< 1 year","1",,,0,6058,0.00 (Unreliable),0.00%
,"Montana","30","1986","1986","1-4 years","1-4","Black or African American","2054-5",0,108,0.00 (Unreliable),0.00%
,"Montana","30","1986","1986","1-4 years","1-4","Other Race","2131-1",0,2670,0.00 (Unreliable),0.00%
,"Montana","30","1986","1986","1-4 years","1-4","White","2106-3",0,24000,0.00 (Unreliable),0.00%
"Total","Montana","30","1986","1986","1-4 years","1-4",,,0,26778,0.00 (Unreliable),0.00%
,"Montana","30","1986","1986","5-9 years","5-9","Black or African American","2054-5",0,114,0.00 (Unreliable),0.00%
,"Montana","30","1986","1986","5-9 years","5-9","Other Race","2131-1",0,2738,0.00 (Unreliable),0.00%
,"Montana","30","1986","1986","5-9 years","5-9","White","2106-3",0,29402,0.00 (Unreliable),0.00%
"Total","Montana","30","1986","1986","5-9 years","5-9",,,0,32254,0.00 (Unreliable),0.00%
,"Montana","30","1986","1986","10-14 years","10-14","Black or African American","2054-5",0,83,0.00 (Unreliable),0.00%
,"Montana","30","1986","1986","10-14 years","10-14","Other Race","2131-1",0,2439,0.00 (Unreliable),0.00%
,"Montana","30","1986","1986","10-14 years","10-14","White","2106-3",0,26730,0.00 (Unreliable),0.00%
"Total","Montana","30","1986","1986","10-14 years","10-14",,,0,29252,0.00 (Unreliable),0.00%
,"Montana","30","1986","1986","15-19 years","15-19","Black or African American","2054-5",0,73,0.00 (Unreliable),0.00%
,"Montana","30","1986","1986","15-19 years","15-19","Other Race","2131-1",0,2265,0.00 (Unreliable),0.00%
,"Montana","30","1986","1986","15-19 years","15-19","White","2106-3",0,27766,0.00 (Unreliable),0.00%
"Total","Montana","30","1986","1986","15-19 years","15-19",,,0,30104,0.00 (Unreliable),0.00%
,"Montana","30","1986","1986","20-24 years","20-24","Black or African American","2054-5",0,101,0.00 (Unreliable),0.00%
,"Montana","30","1986","1986","20-24 years","20-24","Other Race","2131-1",0,2259,0.00 (Unreliable),0.00%
,"Montana","30","1986","1986","20-24 years","20-24","White","2106-3",0,28039,0.00 (Unreliable),0.00%
"Total","Montana","30","1986","1986","20-24 years","20-24",,,0,30399,0.00 (Unreliable),0.00%
,"Montana","30","1986","1986","25-34 years","25-34","Black or African American","2054-5",0,169,0.00 (Unreliable),0.00%
,"Montana","30","1986","1986","25-34 years","25-34","Other Race","2131-1",0,4115,0.00 (Unreliable),0.00%
,"Montana","30","1986","1986","25-34 years","25-34","White","2106-3",0,63260,0.00 (Unreliable),0.00%
"Total","Montana","30","1986","1986","25-34 years","25-34",,,0,67544,0.00 (Unreliable),0.00%
,"Montana","30","1986","1986","35-44 years","35-44","Black or African American","2054-5",0,70,0.00 (Unreliable),0.00%
,"Montana","30","1986","1986","35-44 years","35-44","Other Race","2131-1",0,2836,0.00 (Unreliable),0.00%
,"Montana","30","1986","1986","35-44 years","35-44","White","2106-3",0,53216,0.00 (Unreliable),0.00%
"Total","Montana","30","1986","1986","35-44 years","35-44",,,0,56122,0.00 (Unreliable),0.00%
,"Montana","30","1986","1986","45-54 years","45-54","Black or African American","2054-5",0,43,0.00 (Unreliable),0.00%
,"Montana","30","1986","1986","45-54 years","45-54","Other Race","2131-1",0,1782,0.00 (Unreliable),0.00%
,"Montana","30","1986","1986","45-54 years","45-54","White","2106-3",0,36256,0.00 (Unreliable),0.00%
"Total","Montana","30","1986","1986","45-54 years","45-54",,,0,38081,0.00 (Unreliable),0.00%
,"Montana","30","1986","1986","55-64 years","55-64","Black or African American","2054-5",0,41,0.00 (Unreliable),0.00%
,"Montana","30","1986","1986","55-64 years","55-64","Other Race","2131-1",0,1230,0.00 (Unreliable),0.00%
,"Montana","30","1986","1986","55-64 years","55-64","White","2106-3",0,35239,0.00 (Unreliable),0.00%
"Total","Montana","30","1986","1986","55-64 years","55-64",,,0,36510,0.00 (Unreliable),0.00%
,"Montana","30","1986","1986","65-74 years","65-74","Black or African American","2054-5",0,31,0.00 (Unreliable),0.00%
,"Montana","30","1986","1986","65-74 years","65-74","Other Race","2131-1",0,750,0.00 (Unreliable),0.00%
,"Montana","30","1986","1986","65-74 years","65-74","White","2106-3",0,30651,0.00 (Unreliable),0.00%
"Total","Montana","30","1986","1986","65-74 years","65-74",,,0,31432,0.00 (Unreliable),0.00%
,"Montana","30","1986","1986","75-84 years","75-84","Black or African American","2054-5",0,21,0.00 (Unreliable),0.00%
,"Montana","30","1986","1986","75-84 years","75-84","Other Race","2131-1",0,357,0.00 (Unreliable),0.00%
,"Montana","30","1986","1986","75-84 years","75-84","White","2106-3",0,17638,0.00 (Unreliable),0.00%
"Total","Montana","30","1986","1986","75-84 years","75-84",,,0,18016,0.00 (Unreliable),0.00%
,"Montana","30","1986","1986","85+ years","85+","Black or African American","2054-5",0,8,0.00 (Unreliable),0.00%
,"Montana","30","1986","1986","85+ years","85+","Other Race","2131-1",0,107,0.00 (Unreliable),0.00%
,"Montana","30","1986","1986","85+ years","85+","White","2106-3",0,6717,0.00 (Unreliable),0.00%
"Total","Montana","30","1986","1986","85+ years","85+",,,0,6832,0.00 (Unreliable),0.00%
,"Montana","30","1986","1986","Not Stated","NS","Black or African American","2054-5",0,Not Applicable,Not Applicable,0.00%
,"Montana","30","1986","1986","Not Stated","NS","Other Race","2131-1",0,Not Applicable,Not Applicable,0.00%
,"Montana","30","1986","1986","Not Stated","NS","White","2106-3",0,Not Applicable,Not Applicable,0.00%
"Total","Montana","30","1986","1986","Not Stated","NS",,,0,Not Applicable,Not Applicable,0.00%
"Total","Montana","30","1986","1986",,,,,0,409382,0.00 (Unreliable),0.00%
,"Montana","30","1987","1987","< 1 year","1","Black or African American","2054-5",0,17,0.00 (Unreliable),0.00%
,"Montana","30","1987","1987","< 1 year","1","Other Race","2131-1",0,701,0.00 (Unreliable),0.00%
,"Montana","30","1987","1987","< 1 year","1","White","2106-3",0,5246,0.00 (Unreliable),0.00%
"Total","Montana","30","1987","1987","< 1 year","1",,,0,5964,0.00 (Unreliable),0.00%
,"Montana","30","1987","1987","1-4 years","1-4","Black or African American","2054-5",0,109,0.00 (Unreliable),0.00%
,"Montana","30","1987","1987","1-4 years","1-4","Other Race","2131-1",0,2661,0.00 (Unreliable),0.00%
,"Montana","30","1987","1987","1-4 years","1-4","White","2106-3",0,22942,0.00 (Unreliable),0.00%
"Total","Montana","30","1987","1987","1-4 years","1-4",,,0,25712,0.00 (Unreliable),0.00%
,"Montana","30","1987","1987","5-9 years","5-9","Black or African American","2054-5",0,119,0.00 (Unreliable),0.00%
,"Montana","30","1987","1987","5-9 years","5-9","Other Race","2131-1",0,2838,0.00 (Unreliable),0.00%
,"Montana","30","1987","1987","5-9 years","5-9","White","2106-3",0,29381,0.00 (Unreliable),0.00%
"Total","Montana","30","1987","1987","5-9 years","5-9",,,0,32338,0.00 (Unreliable),0.00%
,"Montana","30","1987","1987","10-14 years","10-14","Black or African American","2054-5",0,84,0.00 (Unreliable),0.00%
,"Montana","30","1987","1987","10-14 years","10-14","Other Race","2131-1",0,2436,0.00 (Unreliable),0.00%
,"Montana","30","1987","1987","10-14 years","10-14","White","2106-3",0,26461,0.00 (Unreliable),0.00%
"Total","Montana","30","1987","1987","10-14 years","10-14",,,0,28981,0.00 (Unreliable),0.00%
,"Montana","30","1987","1987","15-19 years","15-19","Black or African American","2054-5",0,76,0.00 (Unreliable),0.00%
,"Montana","30","1987","1987","15-19 years","15-19","Other Race","2131-1",0,2274,0.00 (Unreliable),0.00%
,"Montana","30","1987","1987","15-19 years","15-19","White","2106-3",0,27000,0.00 (Unreliable),0.00%
"Total","Montana","30","1987","1987","15-19 years","15-19",,,0,29350,0.00 (Unreliable),0.00%
,"Montana","30","1987","1987","20-24 years","20-24","Black or African American","2054-5",0,98,0.00 (Unreliable),0.00%
,"Montana","30","1987","1987","20-24 years","20-24","Other Race","2131-1",0,2205,0.00 (Unreliable),0.00%
,"Montana","30","1987","1987","20-24 years","20-24","White","2106-3",0,25750,0.00 (Unreliable),0.00%
"Total","Montana","30","1987","1987","20-24 years","20-24",,,0,28053,0.00 (Unreliable),0.00%
,"Montana","30","1987","1987","25-34 years","25-34","Black or African American","2054-5",0,174,0.00 (Unreliable),0.00%
,"Montana","30","1987","1987","25-34 years","25-34","Other Race","2131-1",0,4229,0.00 (Unreliable),0.00%
,"Montana","30","1987","1987","25-34 years","25-34","White","2106-3",0,61756,0.00 (Unreliable),0.00%
"Total","Montana","30","1987","1987","25-34 years","25-34",,,0,66159,0.00 (Unreliable),0.00%
,"Montana","30","1987","1987","35-44 years","35-44","Black or African American","2054-5",0,72,0.00 (Unreliable),0.00%
,"Montana","30","1987","1987","35-44 years","35-44","Other Race","2131-1",0,2989,0.00 (Unreliable),0.00%
,"Montana","30","1987","1987","35-44 years","35-44","White","2106-3",0,54470,0.00 (Unreliable),0.00%
"Total","Montana","30","1987","1987","35-44 years","35-44",,,0,57531,0.00 (Unreliable),0.00%
,"Montana","30","1987","1987","45-54 years","45-54","Black or African American","2054-5",0,43,0.00 (Unreliable),0.00%
,"Montana","30","1987","1987","45-54 years","45-54","Other Race","2131-1",0,1842,0.00 (Unreliable),0.00%
,"Montana","30","1987","1987","45-54 years","45-54","White","2106-3",0,36369,0.00 (Unreliable),0.00%
"Total","Montana","30","1987","1987","45-54 years","45-54",,,0,38254,0.00 (Unreliable),0.00%
,"Montana","30","1987","1987","55-64 years","55-64","Black or African American","2054-5",0,41,0.00 (Unreliable),0.00%
,"Montana","30","1987","1987","55-64 years","55-64","Other Race","2131-1",0,1280,0.00 (Unreliable),0.00%
,"Montana","30","1987","1987","55-64 years","55-64","White","2106-3",0,34406,0.00 (Unreliable),0.00%
"Total","Montana","30","1987","1987","55-64 years","55-64",,,0,35727,0.00 (Unreliable),0.00%
,"Montana","30","1987","1987","65-74 years","65-74","Black or African American","2054-5",0,32,0.00 (Unreliable),0.00%
,"Montana","30","1987","1987","65-74 years","65-74","Other Race","2131-1",0,770,0.00 (Unreliable),0.00%
,"Montana","30","1987","1987","65-74 years","65-74","White","2106-3",0,30898,0.00 (Unreliable),0.00%
"Total","Montana","30","1987","1987","65-74 years","65-74",,,0,31700,0.00 (Unreliable),0.00%
,"Montana","30","1987","1987","75-84 years","75-84","Black or African American","2054-5",0,21,0.00 (Unreliable),0.00%
,"Montana","30","1987","1987","75-84 years","75-84","Other Race","2131-1",0,372,0.00 (Unreliable),0.00%
,"Montana","30","1987","1987","75-84 years","75-84","White","2106-3",0,18274,0.00 (Unreliable),0.00%
"Total","Montana","30","1987","1987","75-84 years","75-84",,,0,18667,0.00 (Unreliable),0.00%
,"Montana","30","1987","1987","85+ years","85+","Black or African American","2054-5",0,8,0.00 (Unreliable),0.00%
,"Montana","30","1987","1987","85+ years","85+","Other Race","2131-1",0,110,0.00 (Unreliable),0.00%
,"Montana","30","1987","1987","85+ years","85+","White","2106-3",0,6908,0.00 (Unreliable),0.00%
"Total","Montana","30","1987","1987","85+ years","85+",,,0,7026,0.00 (Unreliable),0.00%
,"Montana","30","1987","1987","Not Stated","NS","Black or African American","2054-5",0,Not Applicable,Not Applicable,0.00%
,"Montana","30","1987","1987","Not Stated","NS","Other Race","2131-1",0,Not Applicable,Not Applicable,0.00%
,"Montana","30","1987","1987","Not Stated","NS","White","2106-3",0,Not Applicable,Not Applicable,0.00%
"Total","Montana","30","1987","1987","Not Stated","NS",,,0,Not Applicable,Not Applicable,0.00%
"Total","Montana","30","1987","1987",,,,,0,405462,0.00 (Unreliable),0.00%
,"Montana","30","1988","1988","< 1 year","1","Black or African American","2054-5",0,17,0.00 (Unreliable),0.00%
,"Montana","30","1988","1988","< 1 year","1","Other Race","2131-1",0,734,0.00 (Unreliable),0.00%
,"Montana","30","1988","1988","< 1 year","1","White","2106-3",0,4916,0.00 (Unreliable),0.00%
"Total","Montana","30","1988","1988","< 1 year","1",,,0,5667,0.00 (Unreliable),0.00%
,"Montana","30","1988","1988","1-4 years","1-4","Black or African American","2054-5",0,113,0.00 (Unreliable),0.00%
,"Montana","30","1988","1988","1-4 years","1-4","Other Race","2131-1",0,2646,0.00 (Unreliable),0.00%
,"Montana","30","1988","1988","1-4 years","1-4","White","2106-3",0,21949,0.00 (Unreliable),0.00%
"Total","Montana","30","1988","1988","1-4 years","1-4",,,0,24708,0.00 (Unreliable),0.00%
,"Montana","30","1988","1988","5-9 years","5-9","Black or African American","2054-5",0,124,0.00 (Unreliable),0.00%
,"Montana","30","1988","1988","5-9 years","5-9","Other Race","2131-1",0,2948,0.00 (Unreliable),0.00%
,"Montana","30","1988","1988","5-9 years","5-9","White","2106-3",0,29354,0.00 (Unreliable),0.00%
"Total","Montana","30","1988","1988","5-9 years","5-9",,,0,32426,0.00 (Unreliable),0.00%
,"Montana","30","1988","1988","10-14 years","10-14","Black or African American","2054-5",0,83,0.00 (Unreliable),0.00%
,"Montana","30","1988","1988","10-14 years","10-14","Other Race","2131-1",0,2485,0.00 (Unreliable),0.00%
,"Montana","30","1988","1988","10-14 years","10-14","White","2106-3",0,26720,0.00 (Unreliable),0.00%
"Total","Montana","30","1988","1988","10-14 years","10-14",,,0,29288,0.00 (Unreliable),0.00%
,"Montana","30","1988","1988","15-19 years","15-19","Black or African American","2054-5",0,77,0.00 (Unreliable),0.00%
,"Montana","30","1988","1988","15-19 years","15-19","Other Race","2131-1",0,2314,0.00 (Unreliable),0.00%
,"Montana","30","1988","1988","15-19 years","15-19","White","2106-3",0,26210,0.00 (Unreliable),0.00%
"Total","Montana","30","1988","1988","15-19 years","15-19",,,0,28601,0.00 (Unreliable),0.00%
,"Montana","30","1988","1988","20-24 years","20-24","Black or African American","2054-5",0,100,0.00 (Unreliable),0.00%
,"Montana","30","1988","1988","20-24 years","20-24","Other Race","2131-1",0,2127,0.00 (Unreliable),0.00%
,"Montana","30","1988","1988","20-24 years","20-24","White","2106-3",0,23627,0.00 (Unreliable),0.00%
"Total","Montana","30","1988","1988","20-24 years","20-24",,,0,25854,0.00 (Unreliable),0.00%
,"Montana","30","1988","1988","25-34 years","25-34","Black or African American","2054-5",0,179,0.00 (Unreliable),0.00%
,"Montana","30","1988","1988","25-34 years","25-34","Other Race","2131-1",0,4373,0.00 (Unreliable),0.00%
,"Montana","30","1988","1988","25-34 years","25-34","White","2106-3",0,60286,0.00 (Unreliable),0.00%
"Total","Montana","30","1988","1988","25-34 years","25-34",,,0,64838,0.00 (Unreliable),0.00%
,"Montana","30","1988","1988","35-44 years","35-44","Black or African American","2054-5",0,79,0.00 (Unreliable),0.00%
,"Montana","30","1988","1988","35-44 years","35-44","Other Race","2131-1",0,3161,0.00 (Unreliable),0.00%
,"Montana","30","1988","1988","35-44 years","35-44","White","2106-3",1,55533,1.80 (Unreliable),0.07%
"Total","Montana","30","1988","1988","35-44 years","35-44",,,1,58773,1.70 (Unreliable),0.07%
,"Montana","30","1988","1988","45-54 years","45-54","Black or African American","2054-5",0,43,0.00 (Unreliable),0.00%
,"Montana","30","1988","1988","45-54 years","45-54","Other Race","2131-1",0,1926,0.00 (Unreliable),0.00%
,"Montana","30","1988","1988","45-54 years","45-54","White","2106-3",0,37379,0.00 (Unreliable),0.00%
"Total","Montana","30","1988","1988","45-54 years","45-54",,,0,39348,0.00 (Unreliable),0.00%
,"Montana","30","1988","1988","55-64 years","55-64","Black or African American","2054-5",0,39,0.00 (Unreliable),0.00%
,"Montana","30","1988","1988","55-64 years","55-64","Other Race","2131-1",0,1341,0.00 (Unreliable),0.00%
,"Montana","30","1988","1988","55-64 years","55-64","White","2106-3",0,33742,0.00 (Unreliable),0.00%
"Total","Montana","30","1988","1988","55-64 years","55-64",,,0,35122,0.00 (Unreliable),0.00%
,"Montana","30","1988","1988","65-74 years","65-74","Black or African American","2054-5",0,29,0.00 (Unreliable),0.00%
,"Montana","30","1988","1988","65-74 years","65-74","Other Race","2131-1",0,803,0.00 (Unreliable),0.00%
,"Montana","30","1988","1988","65-74 years","65-74","White","2106-3",0,31192,0.00 (Unreliable),0.00%
"Total","Montana","30","1988","1988","65-74 years","65-74",,,0,32024,0.00 (Unreliable),0.00%
,"Montana","30","1988","1988","75-84 years","75-84","Black or African American","2054-5",0,20,0.00 (Unreliable),0.00%
,"Montana","30","1988","1988","75-84 years","75-84","Other Race","2131-1",0,384,0.00 (Unreliable),0.00%
,"Montana","30","1988","1988","75-84 years","75-84","White","2106-3",0,18998,0.00 (Unreliable),0.00%
"Total","Montana","30","1988","1988","75-84 years","75-84",,,0,19402,0.00 (Unreliable),0.00%
,"Montana","30","1988","1988","85+ years","85+","Black or African American","2054-5",0,9,0.00 (Unreliable),0.00%
,"Montana","30","1988","1988","85+ years","85+","Other Race","2131-1",0,107,0.00 (Unreliable),0.00%
,"Montana","30","1988","1988","85+ years","85+","White","2106-3",0,7098,0.00 (Unreliable),0.00%
"Total","Montana","30","1988","1988","85+ years","85+",,,0,7214,0.00 (Unreliable),0.00%
,"Montana","30","1988","1988","Not Stated","NS","Black or African American","2054-5",0,Not Applicable,Not Applicable,0.00%
,"Montana","30","1988","1988","Not Stated","NS","Other Race","2131-1",0,Not Applicable,Not Applicable,0.00%
,"Montana","30","1988","1988","Not Stated","NS","White","2106-3",0,Not Applicable,Not Applicable,0.00%
"Total","Montana","30","1988","1988","Not Stated","NS",,,0,Not Applicable,Not Applicable,0.00%
"Total","Montana","30","1988","1988",,,,,1,403265,0.25 (Unreliable),0.07%
"Total","Montana","30",,,,,,,2,2044571,0.10 (Unreliable),0.14%
,"Nebraska","31","1984","1984","< 1 year","1","Black or African American","2054-5",0,615,0.00 (Unreliable),0.00%
,"Nebraska","31","1984","1984","< 1 year","1","Other Race","2131-1",0,272,0.00 (Unreliable),0.00%
,"Nebraska","31","1984","1984","< 1 year","1","White","2106-3",0,11865,0.00 (Unreliable),0.00%
"Total","Nebraska","31","1984","1984","< 1 year","1",,,0,12752,0.00 (Unreliable),0.00%
,"Nebraska","31","1984","1984","1-4 years","1-4","Black or African American","2054-5",0,2309,0.00 (Unreliable),0.00%
,"Nebraska","31","1984","1984","1-4 years","1-4","Other Race","2131-1",0,983,0.00 (Unreliable),0.00%
,"Nebraska","31","1984","1984","1-4 years","1-4","White","2106-3",0,47572,0.00 (Unreliable),0.00%
"Total","Nebraska","31","1984","1984","1-4 years","1-4",,,0,50864,0.00 (Unreliable),0.00%
,"Nebraska","31","1984","1984","5-9 years","5-9","Black or African American","2054-5",0,2701,0.00 (Unreliable),0.00%
,"Nebraska","31","1984","1984","5-9 years","5-9","Other Race","2131-1",0,1020,0.00 (Unreliable),0.00%
,"Nebraska","31","1984","1984","5-9 years","5-9","White","2106-3",0,53904,0.00 (Unreliable),0.00%
"Total","Nebraska","31","1984","1984","5-9 years","5-9",,,0,57625,0.00 (Unreliable),0.00%
,"Nebraska","31","1984","1984","10-14 years","10-14","Black or African American","2054-5",0,2472,0.00 (Unreliable),0.00%
