"Notes","State","State Code","Year","Year Code","Age Group","Age Group Code","Race","Race Code",Deaths,Population,Crude Rate,% of Total Deaths
"Total","Alabama","01","1979","1979","15-19 years","15-19",,,1,188956,0.53 (Unreliable),0.06%
,"Alabama","01","1979","1979","20-24 years","20-24","Black or African American","2054-5",0,53107,0.00 (Unreliable),0.00%
,"Alabama","01","1979","1979","20-24 years","20-24","Other Race","2131-1",0,905,0.00 (Unreliable),0.00%
,"Alabama","01","1979","1979","20-24 years","20-24","White","2106-3",1,128838,0.78 (Unreliable),0.06%
"Total","Alabama","01","1979","1979","20-24 years","20-24",,,1,182850,0.55 (Unreliable),0.06%
,"Alabama","01","1979","1979","25-34 years","25-34","Black or African American","2054-5",3,71115,4.22 (Unreliable),0.19%
,"Alabama","01","1979","1979","25-34 years","25-34","Other Race","2131-1",0,2061,0.00 (Unreliable),0.00%
,"Alabama","01","1979","1979","25-34 years","25-34","White","2106-3",0,224169,0.00 (Unreliable),0.00%
"Total","Alabama","01","1979","1979","25-34 years","25-34",,,3,297345,1.01 (Unreliable),0.19%
,"Alabama","01","1979","1979","35-44 years","35-44","Black or African American","2054-5",2,45355,4.41 (Unreliable),0.13%
,"Alabama","01","1979","1979","35-44 years","35-44","Other Race","2131-1",0,1269,0.00 (Unreliable),0.00%
,"Alabama","01","1979","1979","35-44 years","35-44","White","2106-3",0,172540,0.00 (Unreliable),0.00%
"Total","Alabama","01","1979","1979","35-44 years","35-44",,,2,219164,0.91 (Unreliable),0.13%
,"Alabama","01","1979","1979","45-54 years","45-54","Black or African American","2054-5",0,45167,0.00 (Unreliable),0.00%
,"Alabama","01","1979","1979","45-54 years","45-54","Other Race","2131-1",0,911,0.00 (Unreliable),0.00%
,"Alabama","01","1979","1979","45-54 years","45-54","White","2106-3",0,160271,0.00 (Unreliable),0.00%
"Total","Alabama","01","1979","1979","45-54 years","45-54",,,0,206349,0.00 (Unreliable),0.00%
,"Alabama","01","1979","1979","55-64 years","55-64","Black or African American","2054-5",0,42446,0.00 (Unreliable),0.00%
,"Alabama","01","1979","1979","55-64 years","55-64","Other Race","2131-1",0,459,0.00 (Unreliable),0.00%
,"Alabama","01","1979","1979","55-64 years","55-64","White","2106-3",0,150860,0.00 (Unreliable),0.00%
"Total","Alabama","01","1979","1979","55-64 years","55-64",,,0,193765,0.00 (Unreliable),0.00%
,"Alabama","01","1979","1979","65-74 years","65-74","Black or African American","2054-5",0,38543,0.00 (Unreliable),0.00%
,"Alabama","01","1979","1979","65-74 years","65-74","Other Race","2131-1",0,374,0.00 (Unreliable),0.00%
,"Alabama","01","1979","1979","65-74 years","65-74","White","2106-3",0,119547,0.00 (Unreliable),0.00%
"Total","Alabama","01","1979","1979","65-74 years","65-74",,,0,158464,0.00 (Unreliable),0.00%
,"Alabama","01","1979","1979","75-84 years","75-84","Black or African American","2054-5",0,18259,0.00 (Unreliable),0.00%
,"Alabama","01","1979","1979","75-84 years","75-84","Other Race","2131-1",0,174,0.00 (Unreliable),0.00%
,"Alabama","01","1979","1979","75-84 years","75-84","White","2106-3",0,59646,0.00 (Unreliable),0.00%
"Total","Alabama","01","1979","1979","75-84 years","75-84",,,0,78079,0.00 (Unreliable),0.00%
,"Alabama","01","1979","1979","85+ years","85+","Black or African American","2054-5",0,5755,0.00 (Unreliable),0.00%
,"Alabama","01","1979","1979","85+ years","85+","Other Race","2131-1",0,39,0.00 (Unreliable),0.00%
,"Alabama","01","1979","1979","85+ years","85+","White","2106-3",0,17448,0.00 (Unreliable),0.00%
"Total","Alabama","01","1979","1979","85+ years","85+",,,0,23242,0.00 (Unreliable),0.00%
,"Alabama","01","1979","1979","Not Stated","NS","Black or African American","2054-5",0,Not Applicable,Not Applicable,0.00%
,"Alabama","01","1979","1979","Not Stated","NS","Other Race","2131-1",0,Not Applicable,Not Applicable,0.00%
,"Alabama","01","1979","1979","Not Stated","NS","White","2106-3",0,Not Applicable,Not Applicable,0.00%
"Total","Alabama","01","1979","1979","Not Stated","NS",,,0,Not Applicable,Not Applicable,0.00%
"Total","Alabama","01","1979","1979",,,,,7,2011807,0.35 (Unreliable),0.45%
,"Alabama","01","1980","1980","< 1 year","1","Black or African American","2054-5",0,10964,0.00 (Unreliable),0.00%
,"Alabama","01","1980","1980","< 1 year","1","Other Race","2131-1",0,163,0.00 (Unreliable),0.00%
,"Alabama","01","1980","1980","< 1 year","1","White","2106-3",0,19741,0.00 (Unreliable),0.00%
"Total","Alabama","01","1980","1980","< 1 year","1",,,0,30868,0.00 (Unreliable),0.00%
,"Alabama","01","1980","1980","1-4 years","1-4","Black or African American","2054-5",0,39183,0.00 (Unreliable),0.00%
,"Alabama","01","1980","1980","1-4 years","1-4","Other Race","2131-1",0,668,0.00 (Unreliable),0.00%
,"Alabama","01","1980","1980","1-4 years","1-4","White","2106-3",0,77002,0.00 (Unreliable),0.00%
"Total","Alabama","01","1980","1980","1-4 years","1-4",,,0,116853,0.00 (Unreliable),0.00%
,"Alabama","01","1980","1980","5-9 years","5-9","Black or African American","2054-5",0,49266,0.00 (Unreliable),0.00%
,"Alabama","01","1980","1980","5-9 years","5-9","Other Race","2131-1",0,834,0.00 (Unreliable),0.00%
,"Alabama","01","1980","1980","5-9 years","5-9","White","2106-3",0,103435,0.00 (Unreliable),0.00%
"Total","Alabama","01","1980","1980","5-9 years","5-9",,,0,153535,0.00 (Unreliable),0.00%
,"Alabama","01","1980","1980","10-14 years","10-14","Black or African American","2054-5",0,50403,0.00 (Unreliable),0.00%
,"Alabama","01","1980","1980","10-14 years","10-14","Other Race","2131-1",0,778,0.00 (Unreliable),0.00%
,"Alabama","01","1980","1980","10-14 years","10-14","White","2106-3",0,109030,0.00 (Unreliable),0.00%
"Total","Alabama","01","1980","1980","10-14 years","10-14",,,0,160211,0.00 (Unreliable),0.00%
,"Alabama","01","1980","1980","15-19 years","15-19","Black or African American","2054-5",0,58681,0.00 (Unreliable),0.00%
,"Alabama","01","1980","1980","15-19 years","15-19","Other Race","2131-1",0,726,0.00 (Unreliable),0.00%
,"Alabama","01","1980","1980","15-19 years","15-19","White","2106-3",1,127207,0.79 (Unreliable),0.06%
"Total","Alabama","01","1980","1980","15-19 years","15-19",,,1,186614,0.54 (Unreliable),0.06%
,"Alabama","01","1980","1980","20-24 years","20-24","Black or African American","2054-5",1,53850,1.86 (Unreliable),0.06%
,"Alabama","01","1980","1980","20-24 years","20-24","Other Race","2131-1",0,961,0.00 (Unreliable),0.00%
,"Alabama","01","1980","1980","20-24 years","20-24","White","2106-3",0,128826,0.00 (Unreliable),0.00%
"Total","Alabama","01","1980","1980","20-24 years","20-24",,,1,183637,0.54 (Unreliable),0.06%
,"Alabama","01","1980","1980","25-34 years","25-34","Black or African American","2054-5",1,75653,1.32 (Unreliable),0.06%
,"Alabama","01","1980","1980","25-34 years","25-34","Other Race","2131-1",0,2292,0.00 (Unreliable),0.00%
,"Alabama","01","1980","1980","25-34 years","25-34","White","2106-3",1,227200,0.44 (Unreliable),0.06%
"Total","Alabama","01","1980","1980","25-34 years","25-34",,,2,305145,0.66 (Unreliable),0.13%
,"Alabama","01","1980","1980","35-44 years","35-44","Black or African American","2054-5",1,46415,2.15 (Unreliable),0.06%
,"Alabama","01","1980","1980","35-44 years","35-44","Other Race","2131-1",0,1359,0.00 (Unreliable),0.00%
,"Alabama","01","1980","1980","35-44 years","35-44","White","2106-3",2,174644,1.15 (Unreliable),0.13%
"Total","Alabama","01","1980","1980","35-44 years","35-44",,,3,222418,1.35 (Unreliable),0.19%
,"Alabama","01","1980","1980","45-54 years","45-54","Black or African American","2054-5",0,45146,0.00 (Unreliable),0.00%
,"Alabama","01","1980","1980","45-54 years","45-54","Other Race","2131-1",0,967,0.00 (Unreliable),0.00%
,"Alabama","01","1980","1980","45-54 years","45-54","White","2106-3",0,159102,0.00 (Unreliable),0.00%
"Total","Alabama","01","1980","1980","45-54 years","45-54",,,0,205215,0.00 (Unreliable),0.00%
,"Alabama","01","1980","1980","55-64 years","55-64","Black or African American","2054-5",0,42244,0.00 (Unreliable),0.00%
,"Alabama","01","1980","1980","55-64 years","55-64","Other Race","2131-1",0,472,0.00 (Unreliable),0.00%
,"Alabama","01","1980","1980","55-64 years","55-64","White","2106-3",0,152159,0.00 (Unreliable),0.00%
"Total","Alabama","01","1980","1980","55-64 years","55-64",,,0,194875,0.00 (Unreliable),0.00%
,"Alabama","01","1980","1980","65-74 years","65-74","Black or African American","2054-5",0,38430,0.00 (Unreliable),0.00%
,"Alabama","01","1980","1980","65-74 years","65-74","Other Race","2131-1",0,380,0.00 (Unreliable),0.00%
,"Alabama","01","1980","1980","65-74 years","65-74","White","2106-3",0,121380,0.00 (Unreliable),0.00%
"Total","Alabama","01","1980","1980","65-74 years","65-74",,,0,160190,0.00 (Unreliable),0.00%
,"Alabama","01","1980","1980","75-84 years","75-84","Black or African American","2054-5",0,18749,0.00 (Unreliable),0.00%
,"Alabama","01","1980","1980","75-84 years","75-84","Other Race","2131-1",0,176,0.00 (Unreliable),0.00%
,"Alabama","01","1980","1980","75-84 years","75-84","White","2106-3",0,61487,0.00 (Unreliable),0.00%
"Total","Alabama","01","1980","1980","75-84 years","75-84",,,0,80412,0.00 (Unreliable),0.00%
,"Alabama","01","1980","1980","85+ years","85+","Black or African American","2054-5",0,5931,0.00 (Unreliable),0.00%
,"Alabama","01","1980","1980","85+ years","85+","Other Race","2131-1",0,40,0.00 (Unreliable),0.00%
,"Alabama","01","1980","1980","85+ years","85+","White","2106-3",0,18069,0.00 (Unreliable),0.00%
"Total","Alabama","01","1980","1980","85+ years","85+",,,0,24040,0.00 (Unreliable),0.00%
,"Alabama","01","1980","1980","Not Stated","NS","Black or African American","2054-5",0,Not Applicable,Not Applicable,0.00%
,"Alabama","01","1980","1980","Not Stated","NS","Other Race","2131-1",0,Not Applicable,Not Applicable,0.00%
,"Alabama","01","1980","1980","Not Stated","NS","White","2106-3",0,Not Applicable,Not Applicable,0.00%
"Total","Alabama","01","1980","1980","Not Stated","NS",,,0,Not Applicable,Not Applicable,0.00%
"Total","Alabama","01","1980","1980",,,,,7,2024013,0.35 (Unreliable),0.45%
,"Alabama","01","1981","1981","< 1 year","1","Black or African American","2054-5",0,10711,0.00 (Unreliable),0.00%
,"Alabama","01","1981","1981","< 1 year","1","Other Race","2131-1",0,162,0.00 (Unreliable),0.00%
,"Alabama","01","1981","1981","< 1 year","1","White","2106-3",0,19479,0.00 (Unreliable),0.00%
"Total","Alabama","01","1981","1981","< 1 year","1",,,0,30352,0.00 (Unreliable),0.00%
,"Alabama","01","1981","1981","1-4 years","1-4","Black or African American","2054-5",0,39253,0.00 (Unreliable),0.00%
,"Alabama","01","1981","1981","1-4 years","1-4","Other Race","2131-1",0,744,0.00 (Unreliable),0.00%
,"Alabama","01","1981","1981","1-4 years","1-4","White","2106-3",0,78064,0.00 (Unreliable),0.00%
"Total","Alabama","01","1981","1981","1-4 years","1-4",,,0,118061,0.00 (Unreliable),0.00%
,"Alabama","01","1981","1981","5-9 years","5-9","Black or African American","2054-5",0,47732,0.00 (Unreliable),0.00%
,"Alabama","01","1981","1981","5-9 years","5-9","Other Race","2131-1",0,939,0.00 (Unreliable),0.00%
,"Alabama","01","1981","1981","5-9 years","5-9","White","2106-3",0,97829,0.00 (Unreliable),0.00%
"Total","Alabama","01","1981","1981","5-9 years","5-9",,,0,146500,0.00 (Unreliable),0.00%
,"Alabama","01","1981","1981","10-14 years","10-14","Black or African American","2054-5",0,50305,0.00 (Unreliable),0.00%
,"Alabama","01","1981","1981","10-14 years","10-14","Other Race","2131-1",0,932,0.00 (Unreliable),0.00%
,"Alabama","01","1981","1981","10-14 years","10-14","White","2106-3",0,109005,0.00 (Unreliable),0.00%
"Total","Alabama","01","1981","1981","10-14 years","10-14",,,0,160242,0.00 (Unreliable),0.00%
,"Alabama","01","1981","1981","15-19 years","15-19","Black or African American","2054-5",0,57375,0.00 (Unreliable),0.00%
,"Alabama","01","1981","1981","15-19 years","15-19","Other Race","2131-1",0,844,0.00 (Unreliable),0.00%
,"Alabama","01","1981","1981","15-19 years","15-19","White","2106-3",0,122511,0.00 (Unreliable),0.00%
"Total","Alabama","01","1981","1981","15-19 years","15-19",,,0,180730,0.00 (Unreliable),0.00%
,"Alabama","01","1981","1981","20-24 years","20-24","Black or African American","2054-5",1,54401,1.84 (Unreliable),0.06%
,"Alabama","01","1981","1981","20-24 years","20-24","Other Race","2131-1",0,1063,0.00 (Unreliable),0.00%
,"Alabama","01","1981","1981","20-24 years","20-24","White","2106-3",1,131574,0.76 (Unreliable),0.06%
"Total","Alabama","01","1981","1981","20-24 years","20-24",,,2,187038,1.07 (Unreliable),0.13%
,"Alabama","01","1981","1981","25-34 years","25-34","Black or African American","2054-5",2,79462,2.52 (Unreliable),0.13%
,"Alabama","01","1981","1981","25-34 years","25-34","Other Race","2131-1",0,2564,0.00 (Unreliable),0.00%
,"Alabama","01","1981","1981","25-34 years","25-34","White","2106-3",2,234116,0.85 (Unreliable),0.13%
"Total","Alabama","01","1981","1981","25-34 years","25-34",,,4,316142,1.27 (Unreliable),0.26%
,"Alabama","01","1981","1981","35-44 years","35-44","Black or African American","2054-5",1,47847,2.09 (Unreliable),0.06%
,"Alabama","01","1981","1981","35-44 years","35-44","Other Race","2131-1",0,1622,0.00 (Unreliable),0.00%
,"Alabama","01","1981","1981","35-44 years","35-44","White","2106-3",0,176159,0.00 (Unreliable),0.00%
"Total","Alabama","01","1981","1981","35-44 years","35-44",,,1,225628,0.44 (Unreliable),0.06%
,"Alabama","01","1981","1981","45-54 years","45-54","Black or African American","2054-5",0,44757,0.00 (Unreliable),0.00%
,"Alabama","01","1981","1981","45-54 years","45-54","Other Race","2131-1",0,1079,0.00 (Unreliable),0.00%
,"Alabama","01","1981","1981","45-54 years","45-54","White","2106-3",0,157883,0.00 (Unreliable),0.00%
"Total","Alabama","01","1981","1981","45-54 years","45-54",,,0,203719,0.00 (Unreliable),0.00%
,"Alabama","01","1981","1981","55-64 years","55-64","Black or African American","2054-5",0,42180,0.00 (Unreliable),0.00%
,"Alabama","01","1981","1981","55-64 years","55-64","Other Race","2131-1",0,567,0.00 (Unreliable),0.00%
,"Alabama","01","1981","1981","55-64 years","55-64","White","2106-3",0,154066,0.00 (Unreliable),0.00%
"Total","Alabama","01","1981","1981","55-64 years","55-64",,,0,196813,0.00 (Unreliable),0.00%
,"Alabama","01","1981","1981","65-74 years","65-74","Black or African American","2054-5",0,38274,0.00 (Unreliable),0.00%
,"Alabama","01","1981","1981","65-74 years","65-74","Other Race","2131-1",0,406,0.00 (Unreliable),0.00%
,"Alabama","01","1981","1981","65-74 years","65-74","White","2106-3",0,123146,0.00 (Unreliable),0.00%
"Total","Alabama","01","1981","1981","65-74 years","65-74",,,0,161826,0.00 (Unreliable),0.00%
,"Alabama","01","1981","1981","75-84 years","75-84","Black or African American","2054-5",0,19471,0.00 (Unreliable),0.00%
,"Alabama","01","1981","1981","75-84 years","75-84","Other Race","2131-1",0,187,0.00 (Unreliable),0.00%
,"Alabama","01","1981","1981","75-84 years","75-84","White","2106-3",0,65038,0.00 (Unreliable),0.00%
"Total","Alabama","01","1981","1981","75-84 years","75-84",,,0,84696,0.00 (Unreliable),0.00%
,"Alabama","01","1981","1981","85+ years","85+","Black or African American","2054-5",0,6142,0.00 (Unreliable),0.00%
,"Alabama","01","1981","1981","85+ years","85+","Other Race","2131-1",0,41,0.00 (Unreliable),0.00%
,"Alabama","01","1981","1981","85+ years","85+","White","2106-3",0,19086,0.00 (Unreliable),0.00%
"Total","Alabama","01","1981","1981","85+ years","85+",,,0,25269,0.00 (Unreliable),0.00%
,"Alabama","01","1981","1981","Not Stated","NS","Black or African American","2054-5",0,Not Applicable,Not Applicable,0.00%
,"Alabama","01","1981","1981","Not Stated","NS","Other Race","2131-1",0,Not Applicable,Not Applicable,0.00%
,"Alabama","01","1981","1981","Not Stated","NS","White","2106-3",0,Not Applicable,Not Applicable,0.00%
"Total","Alabama","01","1981","1981","Not Stated","NS",,,0,Not Applicable,Not Applicable,0.00%
"Total","Alabama","01","1981","1981",,,,,7,2037016,0.34 (Unreliable),0.45%
,"Alabama","01","1982","1982","< 1 year","1","Black or African American","2054-5",0,10316,0.00 (Unreliable),0.00%
,"Alabama","01","1982","1982","< 1 year","1","Other Race","2131-1",0,163,0.00 (Unreliable),0.00%
,"Alabama","01","1982","1982","< 1 year","1","White","2106-3",0,18751,0.00 (Unreliable),0.00%
"Total","Alabama","01","1982","1982","< 1 year","1",,,0,29230,0.00 (Unreliable),0.00%
,"Alabama","01","1982","1982","1-4 years","1-4","Black or African American","2054-5",0,38745,0.00 (Unreliable),0.00%
,"Alabama","01","1982","1982","1-4 years","1-4","Other Race","2131-1",0,794,0.00 (Unreliable),0.00%
,"Alabama","01","1982","1982","1-4 years","1-4","White","2106-3",0,77752,0.00 (Unreliable),0.00%
"Total","Alabama","01","1982","1982","1-4 years","1-4",,,0,117291,0.00 (Unreliable),0.00%
,"Alabama","01","1982","1982","5-9 years","5-9","Black or African American","2054-5",0,46951,0.00 (Unreliable),0.00%
,"Alabama","01","1982","1982","5-9 years","5-9","Other Race","2131-1",0,993,0.00 (Unreliable),0.00%
,"Alabama","01","1982","1982","5-9 years","5-9","White","2106-3",0,95075,0.00 (Unreliable),0.00%
"Total","Alabama","01","1982","1982","5-9 years","5-9",,,0,143019,0.00 (Unreliable),0.00%
,"Alabama","01","1982","1982","10-14 years","10-14","Black or African American","2054-5",0,50340,0.00 (Unreliable),0.00%
,"Alabama","01","1982","1982","10-14 years","10-14","Other Race","2131-1",0,1059,0.00 (Unreliable),0.00%
,"Alabama","01","1982","1982","10-14 years","10-14","White","2106-3",0,107754,0.00 (Unreliable),0.00%
"Total","Alabama","01","1982","1982","10-14 years","10-14",,,0,159153,0.00 (Unreliable),0.00%
,"Alabama","01","1982","1982","15-19 years","15-19","Black or African American","2054-5",1,55642,1.80 (Unreliable),0.06%
,"Alabama","01","1982","1982","15-19 years","15-19","Other Race","2131-1",0,919,0.00 (Unreliable),0.00%
,"Alabama","01","1982","1982","15-19 years","15-19","White","2106-3",1,117829,0.85 (Unreliable),0.06%
"Total","Alabama","01","1982","1982","15-19 years","15-19",,,2,174390,1.15 (Unreliable),0.13%
,"Alabama","01","1982","1982","20-24 years","20-24","Black or African American","2054-5",5,54184,9.23 (Unreliable),0.32%
,"Alabama","01","1982","1982","20-24 years","20-24","Other Race","2131-1",0,1138,0.00 (Unreliable),0.00%
,"Alabama","01","1982","1982","20-24 years","20-24","White","2106-3",1,131796,0.76 (Unreliable),0.06%
"Total","Alabama","01","1982","1982","20-24 years","20-24",,,6,187118,3.21 (Unreliable),0.38%
,"Alabama","01","1982","1982","25-34 years","25-34","Black or African American","2054-5",3,81440,3.68 (Unreliable),0.19%
,"Alabama","01","1982","1982","25-34 years","25-34","Other Race","2131-1",0,2716,0.00 (Unreliable),0.00%
,"Alabama","01","1982","1982","25-34 years","25-34","White","2106-3",0,232738,0.00 (Unreliable),0.00%
"Total","Alabama","01","1982","1982","25-34 years","25-34",,,3,316894,0.95 (Unreliable),0.19%
,"Alabama","01","1982","1982","35-44 years","35-44","Black or African American","2054-5",0,50001,0.00 (Unreliable),0.00%
,"Alabama","01","1982","1982","35-44 years","35-44","Other Race","2131-1",0,1824,0.00 (Unreliable),0.00%
,"Alabama","01","1982","1982","35-44 years","35-44","White","2106-3",2,184578,1.08 (Unreliable),0.13%
"Total","Alabama","01","1982","1982","35-44 years","35-44",,,2,236403,0.85 (Unreliable),0.13%
,"Alabama","01","1982","1982","45-54 years","45-54","Black or African American","2054-5",0,44317,0.00 (Unreliable),0.00%
,"Alabama","01","1982","1982","45-54 years","45-54","Other Race","2131-1",0,1164,0.00 (Unreliable),0.00%
,"Alabama","01","1982","1982","45-54 years","45-54","White","2106-3",0,156432,0.00 (Unreliable),0.00%
"Total","Alabama","01","1982","1982","45-54 years","45-54",,,0,201913,0.00 (Unreliable),0.00%
,"Alabama","01","1982","1982","55-64 years","55-64","Black or African American","2054-5",0,42124,0.00 (Unreliable),0.00%
,"Alabama","01","1982","1982","55-64 years","55-64","Other Race","2131-1",0,632,0.00 (Unreliable),0.00%
,"Alabama","01","1982","1982","55-64 years","55-64","White","2106-3",0,155284,0.00 (Unreliable),0.00%
"Total","Alabama","01","1982","1982","55-64 years","55-64",,,0,198040,0.00 (Unreliable),0.00%
,"Alabama","01","1982","1982","65-74 years","65-74","Black or African American","2054-5",0,38123,0.00 (Unreliable),0.00%
,"Alabama","01","1982","1982","65-74 years","65-74","Other Race","2131-1",0,414,0.00 (Unreliable),0.00%
,"Alabama","01","1982","1982","65-74 years","65-74","White","2106-3",0,124854,0.00 (Unreliable),0.00%
"Total","Alabama","01","1982","1982","65-74 years","65-74",,,0,163391,0.00 (Unreliable),0.00%
,"Alabama","01","1982","1982","75-84 years","75-84","Black or African American","2054-5",0,20040,0.00 (Unreliable),0.00%
,"Alabama","01","1982","1982","75-84 years","75-84","Other Race","2131-1",0,188,0.00 (Unreliable),0.00%
,"Alabama","01","1982","1982","75-84 years","75-84","White","2106-3",0,67797,0.00 (Unreliable),0.00%
"Total","Alabama","01","1982","1982","75-84 years","75-84",,,0,88025,0.00 (Unreliable),0.00%
,"Alabama","01","1982","1982","85+ years","85+","Black or African American","2054-5",0,6349,0.00 (Unreliable),0.00%
,"Alabama","01","1982","1982","85+ years","85+","Other Race","2131-1",0,42,0.00 (Unreliable),0.00%
,"Alabama","01","1982","1982","85+ years","85+","White","2106-3",0,19902,0.00 (Unreliable),0.00%
"Total","Alabama","01","1982","1982","85+ years","85+",,,0,26293,0.00 (Unreliable),0.00%
,"Alabama","01","1982","1982","Not Stated","NS","Black or African American","2054-5",0,Not Applicable,Not Applicable,0.00%
,"Alabama","01","1982","1982","Not Stated","NS","Other Race","2131-1",0,Not Applicable,Not Applicable,0.00%
,"Alabama","01","1982","1982","Not Stated","NS","White","2106-3",0,Not Applicable,Not Applicable,0.00%
"Total","Alabama","01","1982","1982","Not Stated","NS",,,0,Not Applicable,Not Applicable,0.00%
"Total","Alabama","01","1982","1982",,,,,13,2041160,0.64 (Unreliable),0.83%
,"Alabama","01","1983","1983","< 1 year","1","Black or African American","2054-5",0,9913,0.00 (Unreliable),0.00%
,"Alabama","01","1983","1983","< 1 year","1","Other Race","2131-1",0,154,0.00 (Unreliable),0.00%
,"Alabama","01","1983","1983","< 1 year","1","White","2106-3",0,18736,0.00 (Unreliable),0.00%
"Total","Alabama","01","1983","1983","< 1 year","1",,,0,28803,0.00 (Unreliable),0.00%
,"Alabama","01","1983","1983","1-4 years","1-4","Black or African American","2054-5",0,38179,0.00 (Unreliable),0.00%
,"Alabama","01","1983","1983","1-4 years","1-4","Other Race","2131-1",0,845,0.00 (Unreliable),0.00%
,"Alabama","01","1983","1983","1-4 years","1-4","White","2106-3",0,77533,0.00 (Unreliable),0.00%
"Total","Alabama","01","1983","1983","1-4 years","1-4",,,0,116557,0.00 (Unreliable),0.00%
,"Alabama","01","1983","1983","5-9 years","5-9","Black or African American","2054-5",0,46518,0.00 (Unreliable),0.00%
,"Alabama","01","1983","1983","5-9 years","5-9","Other Race","2131-1",0,1050,0.00 (Unreliable),0.00%
,"Alabama","01","1983","1983","5-9 years","5-9","White","2106-3",0,93898,0.00 (Unreliable),0.00%
"Total","Alabama","01","1983","1983","5-9 years","5-9",,,0,141466,0.00 (Unreliable),0.00%
,"Alabama","01","1983","1983","10-14 years","10-14","Black or African American","2054-5",0,50368,0.00 (Unreliable),0.00%
,"Alabama","01","1983","1983","10-14 years","10-14","Other Race","2131-1",0,1173,0.00 (Unreliable),0.00%
,"Alabama","01","1983","1983","10-14 years","10-14","White","2106-3",0,106273,0.00 (Unreliable),0.00%
"Total","Alabama","01","1983","1983","10-14 years","10-14",,,0,157814,0.00 (Unreliable),0.00%
,"Alabama","01","1983","1983","15-19 years","15-19","Black or African American","2054-5",1,53939,1.85 (Unreliable),0.06%
,"Alabama","01","1983","1983","15-19 years","15-19","Other Race","2131-1",0,984,0.00 (Unreliable),0.00%
,"Alabama","01","1983","1983","15-19 years","15-19","White","2106-3",0,113552,0.00 (Unreliable),0.00%
"Total","Alabama","01","1983","1983","15-19 years","15-19",,,1,168475,0.59 (Unreliable),0.06%
,"Alabama","01","1983","1983","20-24 years","20-24","Black or African American","2054-5",2,53682,3.73 (Unreliable),0.13%
,"Alabama","01","1983","1983","20-24 years","20-24","Other Race","2131-1",0,1195,0.00 (Unreliable),0.00%
,"Alabama","01","1983","1983","20-24 years","20-24","White","2106-3",0,130830,0.00 (Unreliable),0.00%
"Total","Alabama","01","1983","1983","20-24 years","20-24",,,2,185707,1.08 (Unreliable),0.13%
,"Alabama","01","1983","1983","25-34 years","25-34","Black or African American","2054-5",2,83034,2.41 (Unreliable),0.13%
,"Alabama","01","1983","1983","25-34 years","25-34","Other Race","2131-1",0,2832,0.00 (Unreliable),0.00%
,"Alabama","01","1983","1983","25-34 years","25-34","White","2106-3",2,233667,0.86 (Unreliable),0.13%
"Total","Alabama","01","1983","1983","25-34 years","25-34",,,4,319533,1.25 (Unreliable),0.26%
,"Alabama","01","1983","1983","35-44 years","35-44","Black or African American","2054-5",0,52041,0.00 (Unreliable),0.00%
,"Alabama","01","1983","1983","35-44 years","35-44","Other Race","2131-1",0,2040,0.00 (Unreliable),0.00%
,"Alabama","01","1983","1983","35-44 years","35-44","White","2106-3",0,189704,0.00 (Unreliable),0.00%
"Total","Alabama","01","1983","1983","35-44 years","35-44",,,0,243785,0.00 (Unreliable),0.00%
