"Notes","State","State Code","Year","Year Code","Age Group","Age Group Code","Race","Race Code",Deaths,Population,Crude Rate,% of Total Deaths
,"Arkansas","05","1977","1977","85+ years","85+","Black or African American","2054-5",0,2549,0.00 (Unreliable),0.00%
,"Arkansas","05","1977","1977","85+ years","85+","Other Race","2131-1",0,38,0.00 (Unreliable),0.00%
,"Arkansas","05","1977","1977","85+ years","85+","White","2106-3",0,12326,0.00 (Unreliable),0.00%
"Total","Arkansas","05","1977","1977","85+ years","85+",,,0,14913,0.00 (Unreliable),0.00%
,"Arkansas","05","1977","1977","Not Stated","NS","Black or African American","2054-5",0,Not Applicable,Not Applicable,0.00%
,"Arkansas","05","1977","1977","Not Stated","NS","Other Race","2131-1",0,Not Applicable,Not Applicable,0.00%
,"Arkansas","05","1977","1977","Not Stated","NS","White","2106-3",0,Not Applicable,Not Applicable,0.00%
"Total","Arkansas","05","1977","1977","Not Stated","NS",,,0,Not Applicable,Not Applicable,0.00%
"Total","Arkansas","05","1977","1977",,,,,5,1139341,0.44 (Unreliable),0.21%
,"Arkansas","05","1978","1978","< 1 year","1","Black or African American","2054-5",0,4293,0.00 (Unreliable),0.00%
,"Arkansas","05","1978","1978","< 1 year","1","Other Race","2131-1",0,121,0.00 (Unreliable),0.00%
,"Arkansas","05","1978","1978","< 1 year","1","White","2106-3",0,12519,0.00 (Unreliable),0.00%
"Total","Arkansas","05","1978","1978","< 1 year","1",,,0,16933,0.00 (Unreliable),0.00%
,"Arkansas","05","1978","1978","1-4 years","1-4","Black or African American","2054-5",0,15313,0.00 (Unreliable),0.00%
,"Arkansas","05","1978","1978","1-4 years","1-4","Other Race","2131-1",0,491,0.00 (Unreliable),0.00%
,"Arkansas","05","1978","1978","1-4 years","1-4","White","2106-3",0,50220,0.00 (Unreliable),0.00%
"Total","Arkansas","05","1978","1978","1-4 years","1-4",,,0,66024,0.00 (Unreliable),0.00%
,"Arkansas","05","1978","1978","5-9 years","5-9","Black or African American","2054-5",0,19625,0.00 (Unreliable),0.00%
,"Arkansas","05","1978","1978","5-9 years","5-9","Other Race","2131-1",0,617,0.00 (Unreliable),0.00%
,"Arkansas","05","1978","1978","5-9 years","5-9","White","2106-3",0,69156,0.00 (Unreliable),0.00%
"Total","Arkansas","05","1978","1978","5-9 years","5-9",,,0,89398,0.00 (Unreliable),0.00%
,"Arkansas","05","1978","1978","10-14 years","10-14","Black or African American","2054-5",0,20452,0.00 (Unreliable),0.00%
,"Arkansas","05","1978","1978","10-14 years","10-14","Other Race","2131-1",0,654,0.00 (Unreliable),0.00%
,"Arkansas","05","1978","1978","10-14 years","10-14","White","2106-3",0,72746,0.00 (Unreliable),0.00%
"Total","Arkansas","05","1978","1978","10-14 years","10-14",,,0,93852,0.00 (Unreliable),0.00%
,"Arkansas","05","1978","1978","15-19 years","15-19","Black or African American","2054-5",0,22762,0.00 (Unreliable),0.00%
,"Arkansas","05","1978","1978","15-19 years","15-19","Other Race","2131-1",0,674,0.00 (Unreliable),0.00%
,"Arkansas","05","1978","1978","15-19 years","15-19","White","2106-3",0,83254,0.00 (Unreliable),0.00%
"Total","Arkansas","05","1978","1978","15-19 years","15-19",,,0,106690,0.00 (Unreliable),0.00%
,"Arkansas","05","1978","1978","20-24 years","20-24","Black or African American","2054-5",0,18585,0.00 (Unreliable),0.00%
,"Arkansas","05","1978","1978","20-24 years","20-24","Other Race","2131-1",0,740,0.00 (Unreliable),0.00%
,"Arkansas","05","1978","1978","20-24 years","20-24","White","2106-3",1,78303,1.28 (Unreliable),0.04%
"Total","Arkansas","05","1978","1978","20-24 years","20-24",,,1,97628,1.02 (Unreliable),0.04%
,"Arkansas","05","1978","1978","25-34 years","25-34","Black or African American","2054-5",0,23238,0.00 (Unreliable),0.00%
,"Arkansas","05","1978","1978","25-34 years","25-34","Other Race","2131-1",0,1450,0.00 (Unreliable),0.00%
,"Arkansas","05","1978","1978","25-34 years","25-34","White","2106-3",0,136735,0.00 (Unreliable),0.00%
"Total","Arkansas","05","1978","1978","25-34 years","25-34",,,0,161423,0.00 (Unreliable),0.00%
,"Arkansas","05","1978","1978","35-44 years","35-44","Black or African American","2054-5",0,14932,0.00 (Unreliable),0.00%
,"Arkansas","05","1978","1978","35-44 years","35-44","Other Race","2131-1",0,924,0.00 (Unreliable),0.00%
,"Arkansas","05","1978","1978","35-44 years","35-44","White","2106-3",0,104309,0.00 (Unreliable),0.00%
"Total","Arkansas","05","1978","1978","35-44 years","35-44",,,0,120165,0.00 (Unreliable),0.00%
,"Arkansas","05","1978","1978","45-54 years","45-54","Black or African American","2054-5",0,15270,0.00 (Unreliable),0.00%
,"Arkansas","05","1978","1978","45-54 years","45-54","Other Race","2131-1",0,764,0.00 (Unreliable),0.00%
,"Arkansas","05","1978","1978","45-54 years","45-54","White","2106-3",0,99061,0.00 (Unreliable),0.00%
"Total","Arkansas","05","1978","1978","45-54 years","45-54",,,0,115095,0.00 (Unreliable),0.00%
,"Arkansas","05","1978","1978","55-64 years","55-64","Black or African American","2054-5",0,15752,0.00 (Unreliable),0.00%
,"Arkansas","05","1978","1978","55-64 years","55-64","Other Race","2131-1",0,503,0.00 (Unreliable),0.00%
,"Arkansas","05","1978","1978","55-64 years","55-64","White","2106-3",0,102157,0.00 (Unreliable),0.00%
"Total","Arkansas","05","1978","1978","55-64 years","55-64",,,0,118412,0.00 (Unreliable),0.00%
,"Arkansas","05","1978","1978","65-74 years","65-74","Black or African American","2054-5",0,15069,0.00 (Unreliable),0.00%
,"Arkansas","05","1978","1978","65-74 years","65-74","Other Race","2131-1",0,393,0.00 (Unreliable),0.00%
,"Arkansas","05","1978","1978","65-74 years","65-74","White","2106-3",0,87308,0.00 (Unreliable),0.00%
"Total","Arkansas","05","1978","1978","65-74 years","65-74",,,0,102770,0.00 (Unreliable),0.00%
,"Arkansas","05","1978","1978","75-84 years","75-84","Black or African American","2054-5",0,8232,0.00 (Unreliable),0.00%
,"Arkansas","05","1978","1978","75-84 years","75-84","Other Race","2131-1",0,199,0.00 (Unreliable),0.00%
,"Arkansas","05","1978","1978","75-84 years","75-84","White","2106-3",0,44515,0.00 (Unreliable),0.00%
"Total","Arkansas","05","1978","1978","75-84 years","75-84",,,0,52946,0.00 (Unreliable),0.00%
,"Arkansas","05","1978","1978","85+ years","85+","Black or African American","2054-5",0,2671,0.00 (Unreliable),0.00%
,"Arkansas","05","1978","1978","85+ years","85+","Other Race","2131-1",0,52,0.00 (Unreliable),0.00%
,"Arkansas","05","1978","1978","85+ years","85+","White","2106-3",0,12955,0.00 (Unreliable),0.00%
"Total","Arkansas","05","1978","1978","85+ years","85+",,,0,15678,0.00 (Unreliable),0.00%
,"Arkansas","05","1978","1978","Not Stated","NS","Black or African American","2054-5",0,Not Applicable,Not Applicable,0.00%
,"Arkansas","05","1978","1978","Not Stated","NS","Other Race","2131-1",0,Not Applicable,Not Applicable,0.00%
,"Arkansas","05","1978","1978","Not Stated","NS","White","2106-3",0,Not Applicable,Not Applicable,0.00%
"Total","Arkansas","05","1978","1978","Not Stated","NS",,,0,Not Applicable,Not Applicable,0.00%
"Total","Arkansas","05","1978","1978",,,,,1,1157014,0.09 (Unreliable),0.04%
"Total","Arkansas","05",,,,,,,27,6664999,0.41,1.11%
,"California","06","1973","1973","< 1 year","1","Black or African American","2054-5",0,12961,0.00 (Unreliable),0.00%
,"California","06","1973","1973","< 1 year","1","Other Race","2131-1",0,6239,0.00 (Unreliable),0.00%
,"California","06","1973","1973","< 1 year","1","White","2106-3",0,125565,0.00 (Unreliable),0.00%
"Total","California","06","1973","1973","< 1 year","1",,,0,144765,0.00 (Unreliable),0.00%
,"California","06","1973","1973","1-4 years","1-4","Black or African American","2054-5",0,58397,0.00 (Unreliable),0.00%
,"California","06","1973","1973","1-4 years","1-4","Other Race","2131-1",0,30537,0.00 (Unreliable),0.00%
,"California","06","1973","1973","1-4 years","1-4","White","2106-3",0,534944,0.00 (Unreliable),0.00%
"Total","California","06","1973","1973","1-4 years","1-4",,,0,623878,0.00 (Unreliable),0.00%
,"California","06","1973","1973","5-9 years","5-9","Black or African American","2054-5",0,80086,0.00 (Unreliable),0.00%
,"California","06","1973","1973","5-9 years","5-9","Other Race","2131-1",0,40281,0.00 (Unreliable),0.00%
,"California","06","1973","1973","5-9 years","5-9","White","2106-3",0,735113,0.00 (Unreliable),0.00%
"Total","California","06","1973","1973","5-9 years","5-9",,,0,855480,0.00 (Unreliable),0.00%
,"California","06","1973","1973","10-14 years","10-14","Black or African American","2054-5",1,88725,1.13 (Unreliable),0.04%
,"California","06","1973","1973","10-14 years","10-14","Other Race","2131-1",0,43352,0.00 (Unreliable),0.00%
,"California","06","1973","1973","10-14 years","10-14","White","2106-3",0,847977,0.00 (Unreliable),0.00%
"Total","California","06","1973","1973","10-14 years","10-14",,,1,980054,0.10 (Unreliable),0.04%
,"California","06","1973","1973","15-19 years","15-19","Black or African American","2054-5",3,80506,3.73 (Unreliable),0.12%
,"California","06","1973","1973","15-19 years","15-19","Other Race","2131-1",0,42812,0.00 (Unreliable),0.00%
,"California","06","1973","1973","15-19 years","15-19","White","2106-3",2,841501,0.24 (Unreliable),0.08%
"Total","California","06","1973","1973","15-19 years","15-19",,,5,964819,0.52 (Unreliable),0.21%
,"California","06","1973","1973","20-24 years","20-24","Black or African American","2054-5",1,73576,1.36 (Unreliable),0.04%
,"California","06","1973","1973","20-24 years","20-24","Other Race","2131-1",0,46083,0.00 (Unreliable),0.00%
,"California","06","1973","1973","20-24 years","20-24","White","2106-3",11,813511,1.35 (Unreliable),0.45%
"Total","California","06","1973","1973","20-24 years","20-24",,,12,933170,1.29 (Unreliable),0.49%
,"California","06","1973","1973","25-34 years","25-34","Black or African American","2054-5",2,118805,1.68 (Unreliable),0.08%
,"California","06","1973","1973","25-34 years","25-34","Other Race","2131-1",1,80971,1.24 (Unreliable),0.04%
,"California","06","1973","1973","25-34 years","25-34","White","2106-3",13,1351074,0.96 (Unreliable),0.54%
"Total","California","06","1973","1973","25-34 years","25-34",,,16,1550850,1.03 (Unreliable),0.66%
,"California","06","1973","1973","35-44 years","35-44","Black or African American","2054-5",1,87637,1.14 (Unreliable),0.04%
,"California","06","1973","1973","35-44 years","35-44","Other Race","2131-1",0,64735,0.00 (Unreliable),0.00%
,"California","06","1973","1973","35-44 years","35-44","White","2106-3",6,1026751,0.58 (Unreliable),0.25%
"Total","California","06","1973","1973","35-44 years","35-44",,,7,1179123,0.59 (Unreliable),0.29%
,"California","06","1973","1973","45-54 years","45-54","Black or African American","2054-5",0,76385,0.00 (Unreliable),0.00%
,"California","06","1973","1973","45-54 years","45-54","Other Race","2131-1",0,47213,0.00 (Unreliable),0.00%
,"California","06","1973","1973","45-54 years","45-54","White","2106-3",0,1102315,0.00 (Unreliable),0.00%
"Total","California","06","1973","1973","45-54 years","45-54",,,0,1225913,0.00 (Unreliable),0.00%
,"California","06","1973","1973","55-64 years","55-64","Black or African American","2054-5",0,54470,0.00 (Unreliable),0.00%
,"California","06","1973","1973","55-64 years","55-64","Other Race","2131-1",0,26281,0.00 (Unreliable),0.00%
,"California","06","1973","1973","55-64 years","55-64","White","2106-3",0,874563,0.00 (Unreliable),0.00%
"Total","California","06","1973","1973","55-64 years","55-64",,,0,955314,0.00 (Unreliable),0.00%
,"California","06","1973","1973","65-74 years","65-74","Black or African American","2054-5",0,31259,0.00 (Unreliable),0.00%
,"California","06","1973","1973","65-74 years","65-74","Other Race","2131-1",0,15827,0.00 (Unreliable),0.00%
,"California","06","1973","1973","65-74 years","65-74","White","2106-3",0,627575,0.00 (Unreliable),0.00%
"Total","California","06","1973","1973","65-74 years","65-74",,,0,674661,0.00 (Unreliable),0.00%
,"California","06","1973","1973","75-84 years","75-84","Black or African American","2054-5",0,12256,0.00 (Unreliable),0.00%
,"California","06","1973","1973","75-84 years","75-84","Other Race","2131-1",0,7269,0.00 (Unreliable),0.00%
,"California","06","1973","1973","75-84 years","75-84","White","2106-3",0,361544,0.00 (Unreliable),0.00%
"Total","California","06","1973","1973","75-84 years","75-84",,,0,381069,0.00 (Unreliable),0.00%
,"California","06","1973","1973","85+ years","85+","Black or African American","2054-5",0,3323,0.00 (Unreliable),0.00%
,"California","06","1973","1973","85+ years","85+","Other Race","2131-1",0,1730,0.00 (Unreliable),0.00%
,"California","06","1973","1973","85+ years","85+","White","2106-3",0,100865,0.00 (Unreliable),0.00%
"Total","California","06","1973","1973","85+ years","85+",,,0,105918,0.00 (Unreliable),0.00%
,"California","06","1973","1973","Not Stated","NS","Black or African American","2054-5",0,Not Applicable,Not Applicable,0.00%
,"California","06","1973","1973","Not Stated","NS","Other Race","2131-1",0,Not Applicable,Not Applicable,0.00%
,"California","06","1973","1973","Not Stated","NS","White","2106-3",0,Not Applicable,Not Applicable,0.00%
"Total","California","06","1973","1973","Not Stated","NS",,,0,Not Applicable,Not Applicable,0.00%
"Total","California","06","1973","1973",,,,,41,10575014,0.39,1.69%
,"California","06","1974","1974","< 1 year","1","Black or African American","2054-5",0,14103,0.00 (Unreliable),0.00%
,"California","06","1974","1974","< 1 year","1","Other Race","2131-1",0,6502,0.00 (Unreliable),0.00%
,"California","06","1974","1974","< 1 year","1","White","2106-3",0,131194,0.00 (Unreliable),0.00%
"Total","California","06","1974","1974","< 1 year","1",,,0,151799,0.00 (Unreliable),0.00%
,"California","06","1974","1974","1-4 years","1-4","Black or African American","2054-5",0,57532,0.00 (Unreliable),0.00%
,"California","06","1974","1974","1-4 years","1-4","Other Race","2131-1",0,31981,0.00 (Unreliable),0.00%
,"California","06","1974","1974","1-4 years","1-4","White","2106-3",0,519995,0.00 (Unreliable),0.00%
"Total","California","06","1974","1974","1-4 years","1-4",,,0,609508,0.00 (Unreliable),0.00%
,"California","06","1974","1974","5-9 years","5-9","Black or African American","2054-5",0,78738,0.00 (Unreliable),0.00%
,"California","06","1974","1974","5-9 years","5-9","Other Race","2131-1",0,42298,0.00 (Unreliable),0.00%
,"California","06","1974","1974","5-9 years","5-9","White","2106-3",0,713296,0.00 (Unreliable),0.00%
"Total","California","06","1974","1974","5-9 years","5-9",,,0,834332,0.00 (Unreliable),0.00%
,"California","06","1974","1974","10-14 years","10-14","Black or African American","2054-5",0,89696,0.00 (Unreliable),0.00%
,"California","06","1974","1974","10-14 years","10-14","Other Race","2131-1",0,46268,0.00 (Unreliable),0.00%
,"California","06","1974","1974","10-14 years","10-14","White","2106-3",0,842490,0.00 (Unreliable),0.00%
"Total","California","06","1974","1974","10-14 years","10-14",,,0,978454,0.00 (Unreliable),0.00%
,"California","06","1974","1974","15-19 years","15-19","Black or African American","2054-5",0,84123,0.00 (Unreliable),0.00%
,"California","06","1974","1974","15-19 years","15-19","Other Race","2131-1",0,46404,0.00 (Unreliable),0.00%
,"California","06","1974","1974","15-19 years","15-19","White","2106-3",4,854858,0.47 (Unreliable),0.16%
"Total","California","06","1974","1974","15-19 years","15-19",,,4,985385,0.41 (Unreliable),0.16%
,"California","06","1974","1974","20-24 years","20-24","Black or African American","2054-5",4,76391,5.24 (Unreliable),0.16%
,"California","06","1974","1974","20-24 years","20-24","Other Race","2131-1",0,49423,0.00 (Unreliable),0.00%
,"California","06","1974","1974","20-24 years","20-24","White","2106-3",3,829904,0.36 (Unreliable),0.12%
"Total","California","06","1974","1974","20-24 years","20-24",,,7,955718,0.73 (Unreliable),0.29%
,"California","06","1974","1974","25-34 years","25-34","Black or African American","2054-5",3,125617,2.39 (Unreliable),0.12%
,"California","06","1974","1974","25-34 years","25-34","Other Race","2131-1",3,90547,3.31 (Unreliable),0.12%
,"California","06","1974","1974","25-34 years","25-34","White","2106-3",12,1410943,0.85 (Unreliable),0.49%
"Total","California","06","1974","1974","25-34 years","25-34",,,18,1627107,1.11 (Unreliable),0.74%
,"California","06","1974","1974","35-44 years","35-44","Black or African American","2054-5",2,89544,2.23 (Unreliable),0.08%
,"California","06","1974","1974","35-44 years","35-44","Other Race","2131-1",1,68958,1.45 (Unreliable),0.04%
,"California","06","1974","1974","35-44 years","35-44","White","2106-3",5,1028520,0.49 (Unreliable),0.21%
"Total","California","06","1974","1974","35-44 years","35-44",,,8,1187022,0.67 (Unreliable),0.33%
,"California","06","1974","1974","45-54 years","45-54","Black or African American","2054-5",0,77728,0.00 (Unreliable),0.00%
,"California","06","1974","1974","45-54 years","45-54","Other Race","2131-1",0,51568,0.00 (Unreliable),0.00%
,"California","06","1974","1974","45-54 years","45-54","White","2106-3",0,1101657,0.00 (Unreliable),0.00%
"Total","California","06","1974","1974","45-54 years","45-54",,,0,1230953,0.00 (Unreliable),0.00%
,"California","06","1974","1974","55-64 years","55-64","Black or African American","2054-5",0,56485,0.00 (Unreliable),0.00%
,"California","06","1974","1974","55-64 years","55-64","Other Race","2131-1",0,29574,0.00 (Unreliable),0.00%
,"California","06","1974","1974","55-64 years","55-64","White","2106-3",0,890044,0.00 (Unreliable),0.00%
"Total","California","06","1974","1974","55-64 years","55-64",,,0,976103,0.00 (Unreliable),0.00%
,"California","06","1974","1974","65-74 years","65-74","Black or African American","2054-5",0,33332,0.00 (Unreliable),0.00%
,"California","06","1974","1974","65-74 years","65-74","Other Race","2131-1",0,17776,0.00 (Unreliable),0.00%
,"California","06","1974","1974","65-74 years","65-74","White","2106-3",0,644852,0.00 (Unreliable),0.00%
"Total","California","06","1974","1974","65-74 years","65-74",,,0,695960,0.00 (Unreliable),0.00%
,"California","06","1974","1974","75-84 years","75-84","Black or African American","2054-5",0,13160,0.00 (Unreliable),0.00%
,"California","06","1974","1974","75-84 years","75-84","Other Race","2131-1",0,8090,0.00 (Unreliable),0.00%
,"California","06","1974","1974","75-84 years","75-84","White","2106-3",0,372367,0.00 (Unreliable),0.00%
"Total","California","06","1974","1974","75-84 years","75-84",,,0,393617,0.00 (Unreliable),0.00%
,"California","06","1974","1974","85+ years","85+","Black or African American","2054-5",0,3620,0.00 (Unreliable),0.00%
,"California","06","1974","1974","85+ years","85+","Other Race","2131-1",0,1958,0.00 (Unreliable),0.00%
,"California","06","1974","1974","85+ years","85+","White","2106-3",0,107732,0.00 (Unreliable),0.00%
"Total","California","06","1974","1974","85+ years","85+",,,0,113310,0.00 (Unreliable),0.00%
,"California","06","1974","1974","Not Stated","NS","Black or African American","2054-5",0,Not Applicable,Not Applicable,0.00%
,"California","06","1974","1974","Not Stated","NS","Other Race","2131-1",0,Not Applicable,Not Applicable,0.00%
,"California","06","1974","1974","Not Stated","NS","White","2106-3",0,Not Applicable,Not Applicable,0.00%
"Total","California","06","1974","1974","Not Stated","NS",,,0,Not Applicable,Not Applicable,0.00%
"Total","California","06","1974","1974",,,,,37,10739268,0.34,1.53%
,"California","06","1975","1975","< 1 year","1","Black or African American","2054-5",0,14623,0.00 (Unreliable),0.00%
,"California","06","1975","1975","< 1 year","1","Other Race","2131-1",0,7057,0.00 (Unreliable),0.00%
,"California","06","1975","1975","< 1 year","1","White","2106-3",0,133511,0.00 (Unreliable),0.00%
"Total","California","06","1975","1975","< 1 year","1",,,0,155191,0.00 (Unreliable),0.00%
,"California","06","1975","1975","1-4 years","1-4","Black or African American","2054-5",0,56903,0.00 (Unreliable),0.00%
,"California","06","1975","1975","1-4 years","1-4","Other Race","2131-1",0,33625,0.00 (Unreliable),0.00%
,"California","06","1975","1975","1-4 years","1-4","White","2106-3",0,506409,0.00 (Unreliable),0.00%
"Total","California","06","1975","1975","1-4 years","1-4",,,0,596937,0.00 (Unreliable),0.00%
,"California","06","1975","1975","5-9 years","5-9","Black or African American","2054-5",0,78332,0.00 (Unreliable),0.00%
,"California","06","1975","1975","5-9 years","5-9","Other Race","2131-1",0,44965,0.00 (Unreliable),0.00%
,"California","06","1975","1975","5-9 years","5-9","White","2106-3",0,703952,0.00 (Unreliable),0.00%
"Total","California","06","1975","1975","5-9 years","5-9",,,0,827249,0.00 (Unreliable),0.00%
,"California","06","1975","1975","10-14 years","10-14","Black or African American","2054-5",0,90764,0.00 (Unreliable),0.00%
,"California","06","1975","1975","10-14 years","10-14","Other Race","2131-1",0,49432,0.00 (Unreliable),0.00%
,"California","06","1975","1975","10-14 years","10-14","White","2106-3",0,833159,0.00 (Unreliable),0.00%
"Total","California","06","1975","1975","10-14 years","10-14",,,0,973355,0.00 (Unreliable),0.00%
,"California","06","1975","1975","15-19 years","15-19","Black or African American","2054-5",1,87464,1.14 (Unreliable),0.04%
,"California","06","1975","1975","15-19 years","15-19","Other Race","2131-1",0,50048,0.00 (Unreliable),0.00%
,"California","06","1975","1975","15-19 years","15-19","White","2106-3",3,867473,0.35 (Unreliable),0.12%
"Total","California","06","1975","1975","15-19 years","15-19",,,4,1004985,0.40 (Unreliable),0.16%
,"California","06","1975","1975","20-24 years","20-24","Black or African American","2054-5",3,79810,3.76 (Unreliable),0.12%
,"California","06","1975","1975","20-24 years","20-24","Other Race","2131-1",0,53286,0.00 (Unreliable),0.00%
,"California","06","1975","1975","20-24 years","20-24","White","2106-3",9,853373,1.05 (Unreliable),0.37%
"Total","California","06","1975","1975","20-24 years","20-24",,,12,986469,1.22 (Unreliable),0.49%
,"California","06","1975","1975","25-34 years","25-34","Black or African American","2054-5",7,133001,5.26 (Unreliable),0.29%
,"California","06","1975","1975","25-34 years","25-34","Other Race","2131-1",2,101354,1.97 (Unreliable),0.08%
,"California","06","1975","1975","25-34 years","25-34","White","2106-3",9,1473145,0.61 (Unreliable),0.37%
"Total","California","06","1975","1975","25-34 years","25-34",,,18,1707500,1.05 (Unreliable),0.74%
,"California","06","1975","1975","35-44 years","35-44","Black or African American","2054-5",0,91423,0.00 (Unreliable),0.00%
,"California","06","1975","1975","35-44 years","35-44","Other Race","2131-1",0,73436,0.00 (Unreliable),0.00%
,"California","06","1975","1975","35-44 years","35-44","White","2106-3",7,1033298,0.68 (Unreliable),0.29%
"Total","California","06","1975","1975","35-44 years","35-44",,,7,1198157,0.58 (Unreliable),0.29%
,"California","06","1975","1975","45-54 years","45-54","Black or African American","2054-5",0,78856,0.00 (Unreliable),0.00%
,"California","06","1975","1975","45-54 years","45-54","Other Race","2131-1",0,56159,0.00 (Unreliable),0.00%
,"California","06","1975","1975","45-54 years","45-54","White","2106-3",0,1101533,0.00 (Unreliable),0.00%
"Total","California","06","1975","1975","45-54 years","45-54",,,0,1236548,0.00 (Unreliable),0.00%
,"California","06","1975","1975","55-64 years","55-64","Black or African American","2054-5",0,58300,0.00 (Unreliable),0.00%
,"California","06","1975","1975","55-64 years","55-64","Other Race","2131-1",0,33041,0.00 (Unreliable),0.00%
,"California","06","1975","1975","55-64 years","55-64","White","2106-3",0,908855,0.00 (Unreliable),0.00%
"Total","California","06","1975","1975","55-64 years","55-64",,,0,1000196,0.00 (Unreliable),0.00%
,"California","06","1975","1975","65-74 years","65-74","Black or African American","2054-5",0,35333,0.00 (Unreliable),0.00%
,"California","06","1975","1975","65-74 years","65-74","Other Race","2131-1",0,19790,0.00 (Unreliable),0.00%
,"California","06","1975","1975","65-74 years","65-74","White","2106-3",0,662599,0.00 (Unreliable),0.00%
"Total","California","06","1975","1975","65-74 years","65-74",,,0,717722,0.00 (Unreliable),0.00%
,"California","06","1975","1975","75-84 years","75-84","Black or African American","2054-5",0,14033,0.00 (Unreliable),0.00%
,"California","06","1975","1975","75-84 years","75-84","Other Race","2131-1",0,8900,0.00 (Unreliable),0.00%
,"California","06","1975","1975","75-84 years","75-84","White","2106-3",0,383397,0.00 (Unreliable),0.00%
"Total","California","06","1975","1975","75-84 years","75-84",,,0,406330,0.00 (Unreliable),0.00%
,"California","06","1975","1975","85+ years","85+","Black or African American","2054-5",0,3905,0.00 (Unreliable),0.00%
,"California","06","1975","1975","85+ years","85+","Other Race","2131-1",0,2180,0.00 (Unreliable),0.00%
,"California","06","1975","1975","85+ years","85+","White","2106-3",0,114625,0.00 (Unreliable),0.00%
"Total","California","06","1975","1975","85+ years","85+",,,0,120710,0.00 (Unreliable),0.00%
,"California","06","1975","1975","Not Stated","NS","Black or African American","2054-5",0,Not Applicable,Not Applicable,0.00%
,"California","06","1975","1975","Not Stated","NS","Other Race","2131-1",0,Not Applicable,Not Applicable,0.00%
,"California","06","1975","1975","Not Stated","NS","White","2106-3",0,Not Applicable,Not Applicable,0.00%
"Total","California","06","1975","1975","Not Stated","NS",,,0,Not Applicable,Not Applicable,0.00%
"Total","California","06","1975","1975",,,,,41,10931349,0.38,1.69%
,"California","06","1976","1976","< 1 year","1","Black or African American","2054-5",0,15275,0.00 (Unreliable),0.00%
,"California","06","1976","1976","< 1 year","1","Other Race","2131-1",0,7721,0.00 (Unreliable),0.00%
,"California","06","1976","1976","< 1 year","1","White","2106-3",0,138966,0.00 (Unreliable),0.00%
"Total","California","06","1976","1976","< 1 year","1",,,0,161962,0.00 (Unreliable),0.00%
,"California","06","1976","1976","1-4 years","1-4","Black or African American","2054-5",0,56345,0.00 (Unreliable),0.00%
,"California","06","1976","1976","1-4 years","1-4","Other Race","2131-1",0,34991,0.00 (Unreliable),0.00%
,"California","06","1976","1976","1-4 years","1-4","White","2106-3",0,499156,0.00 (Unreliable),0.00%
"Total","California","06","1976","1976","1-4 years","1-4",,,0,590492,0.00 (Unreliable),0.00%
,"California","06","1976","1976","5-9 years","5-9","Black or African American","2054-5",0,78424,0.00 (Unreliable),0.00%
,"California","06","1976","1976","5-9 years","5-9","Other Race","2131-1",0,48024,0.00 (Unreliable),0.00%
,"California","06","1976","1976","5-9 years","5-9","White","2106-3",0,708222,0.00 (Unreliable),0.00%
"Total","California","06","1976","1976","5-9 years","5-9",,,0,834670,0.00 (Unreliable),0.00%
,"California","06","1976","1976","10-14 years","10-14","Black or African American","2054-5",0,90068,0.00 (Unreliable),0.00%
,"California","06","1976","1976","10-14 years","10-14","Other Race","2131-1",0,51621,0.00 (Unreliable),0.00%
,"California","06","1976","1976","10-14 years","10-14","White","2106-3",0,808600,0.00 (Unreliable),0.00%
"Total","California","06","1976","1976","10-14 years","10-14",,,0,950289,0.00 (Unreliable),0.00%
,"California","06","1976","1976","15-19 years","15-19","Black or African American","2054-5",0,90599,0.00 (Unreliable),0.00%
,"California","06","1976","1976","15-19 years","15-19","Other Race","2131-1",0,53751,0.00 (Unreliable),0.00%
,"California","06","1976","1976","15-19 years","15-19","White","2106-3",3,879245,0.34 (Unreliable),0.12%
"Total","California","06","1976","1976","15-19 years","15-19",,,3,1023595,0.29 (Unreliable),0.12%
,"California","06","1976","1976","20-24 years","20-24","Black or African American","2054-5",3,84023,3.57 (Unreliable),0.12%
,"California","06","1976","1976","20-24 years","20-24","Other Race","2131-1",0,57390,0.00 (Unreliable),0.00%
,"California","06","1976","1976","20-24 years","20-24","White","2106-3",11,878864,1.25 (Unreliable),0.45%
"Total","California","06","1976","1976","20-24 years","20-24",,,14,1020277,1.37 (Unreliable),0.58%
,"California","06","1976","1976","25-34 years","25-34","Black or African American","2054-5",2,140012,1.43 (Unreliable),0.08%
,"California","06","1976","1976","25-34 years","25-34","Other Race","2131-1",1,112012,0.89 (Unreliable),0.04%
,"California","06","1976","1976","25-34 years","25-34","White","2106-3",9,1541315,0.58 (Unreliable),0.37%
"Total","California","06","1976","1976","25-34 years","25-34",,,12,1793339,0.67 (Unreliable),0.49%
,"California","06","1976","1976","35-44 years","35-44","Black or African American","2054-5",2,94633,2.11 (Unreliable),0.08%
,"California","06","1976","1976","35-44 years","35-44","Other Race","2131-1",1,78976,1.27 (Unreliable),0.04%
,"California","06","1976","1976","35-44 years","35-44","White","2106-3",8,1050334,0.76 (Unreliable),0.33%
"Total","California","06","1976","1976","35-44 years","35-44",,,11,1223943,0.90 (Unreliable),0.45%
,"California","06","1976","1976","45-54 years","45-54","Black or African American","2054-5",1,79998,1.25 (Unreliable),0.04%
