Abortion_Restricted,Inadequate Prenatal Care,No Cancer Screen,Infant Mortality,Maternal Mortality,Maternity Care Desert,Maternity Practices Score,No Postpartum Visit,Severe Maternal Morbidity,Unintended Pregnancy,No Preventative,Patients Per Doctor
1,-0.007234823306650449,-0.39400680732043153,1.0721111897218356,-0.17811363516331677,2.0518324534481978,1.6092016795412245,0.48891407728749536,-2.4553003106951357,-0.17718142135890058,-0.07740595161731414,0.464803446417883
1,0.0905692695425083,-1.9103163656409128,0.8366123426314827,0.2772196656238403,-0.40482367267743025,-0.05052438554289681,-0.35707019179430005,0.09992327327551784,0.4627518128488868,-0.4347583290442862,-0.1146381472332748
1,-0.20284300900496793,-0.03862175458906901,0.9936115740250515,0.644015935702384,1.5460503098340979,-0.6037664072376039,1.1693796850271974,-0.6972191268520797,0.7989879189580634,0.61496427964744,1.7062231838732604
0,0.1492517252520037,1.9041498670090449,-1.2828772811816957,-0.342539549336457,-0.8564148723328766,-0.6037664072376039,-0.24672441756624075,1.928982890006648,-0.13379611734481345,-0.8591142772388114,-0.8240217955757866
1,0.3252990923804899,-0.062314091437826846,-0.18388266142671417,1.3902566231035585,0.10095847093666964,1.2403736650780863,-1.6076556330456524,-1.4943615269796764,-0.26395202938707524,1.6200178411607928,-0.1429253077744009
0,1.10773183517376,-0.03862175458906901,-0.8118795870009891,-0.9117061753204038,-0.6938420404569159,-0.788180414469173,-0.13637864333818148,0.651371098021321,-0.5025712014645553,1.0169857042527801,-0.7208164858779891
1,-0.3006471018541267,-0.13339110198410034,0.6011134955411297,0.11279375145070006,0.6789952064956408,0.3183036289202413,0.5624779267728693,0.3565376075631683,-0.4591858974504681,-0.23374761674161423,0.27790939531879655
0,0.6187113709279661,1.880457530160287,-0.4193815085170672,-0.5196136107536852,-0.2783781367739053,0.5027176361518103,2.2176645401937742,0.02894484038744351,2.7513265995919913,2.1113773601228774,1.4007841603004332
1,-0.47669446898261353,-1.64970066030458,-0.8903792026977739,-0.36783584382463236,2.0518324534481978,0.5027176361518103,-0.9455809876772916,-1.4070034557328166,-0.6435734395103391,-0.16674404597405715,0.5512016661608876
1,-0.8483500218094151,0.7432253614199278,-0.497881124213852,-1.063483942249456,-0.7660966324017874,0.8715456506149484,-0.5777617402504238,-1.5544202009618926,-0.7737293515526008,1.2849999873230082,-0.573965168688031
0,1.7923604851178712,0.435224982386081,-0.4193815085170672,0.5048863160174191,-0.3506327287187767,-1.157008428932311,0.930297174199737,1.3229362707315566,-0.07956448732720435,2.3347225960147338,-1.420035057401562
0,-0.45713365041278015,-0.6072378389592503,-1.9108742067559708,-1.278502445398947,-0.8925421683053123,-1.157008428932311,-0.7984532887065424,1.2246584405788394,-0.9689632196159937,-1.395142843379267,-1.0145817701372506
1,-1.1222014817870607,-2.1472397341284877,0.05161618566363883,-1.0255395005171932,-0.40482367267743025,-0.05052438554289681,-0.2835063423089307,-0.686299367946222,-0.6218807875032955,-0.16674404597405715,-0.10512815763790231
