State,Measure,Year,Value
AZ,Low-Risk Cesarean Delivery,2019,21.9
AZ,Low-Risk Cesarean Delivery,2020,22.8
AZ,Low-Risk Cesarean Delivery,2021,23.2
AZ,Low-Risk Cesarean Delivery,2022,23.4
AZ,Low-Risk Cesarean Delivery,2023,23.4
AZ,Maternal Mortality,2018,30.0
AZ,Maternal Mortality,2019,30.0
AZ,Maternal Mortality,2020,30.0
AZ,Maternal Mortality,2021,30.0
AZ,Maternal Mortality,2022,30.0
AZ,Maternal Mortality,2023,30.4
AZ,Maternity Care Desert,2018,0.1
AZ,Maternity Care Desert,2019,0.1
AZ,Maternity Care Desert,2020,0.1
AZ,Maternity Care Desert,2021,0.1
AZ,Maternity Care Desert,2022,0.1
AZ,Maternity Care Desert,2023,0.1
AZ,Maternity Practices Score,2018,77.0
AZ,Maternity Practices Score,2019,77.5
AZ,Maternity Practices Score,2020,78.0
AZ,Maternity Practices Score,2021,77.5
AZ,Maternity Practices Score,2022,77.0
AZ,Maternity Practices Score,2023,77.0
AZ,Neonatal Mortality,2018,3.7
AZ,Neonatal Mortality,2019,3.7
AZ,Neonatal Mortality,2020,3.6
AZ,Neonatal Mortality,2021,3.9
AZ,Neonatal Mortality,2022,3.9
AZ,Neonatal Mortality,2023,3.9
AZ,Postpartum Depression,2018,13.7
AZ,Postpartum Depression,2019,13.7
AZ,Postpartum Depression,2020,13.7
AZ,Postpartum Depression,2021,12.7
AZ,Postpartum Depression,2022,11.7
AZ,Postpartum Depression,2023,12.2
AZ,Postpartum Visit,2018,85.2
AZ,Postpartum Visit,2019,85.2
AZ,Postpartum Visit,2020,85.2
AZ,Postpartum Visit,2021,86.80000000000001
AZ,Postpartum Visit,2022,88.4
AZ,Postpartum Visit,2023,87.8
AZ,Poverty,2018,12.5
AZ,Poverty,2019,12.4
AZ,Poverty,2020,12.25
AZ,Poverty,2021,12.1
AZ,Poverty,2022,12.2
AZ,Poverty,2023,12.6
AZ,Severe Maternal Morbidity,2018,67.5
AZ,Severe Maternal Morbidity,2019,77.8
AZ,Severe Maternal Morbidity,2020,81.4
AZ,Severe Maternal Morbidity,2021,105.6
AZ,Severe Maternal Morbidity,2022,80.5
AZ,Severe Maternal Morbidity,2023,80.5
AZ,Smoking During Pregnancy,2018,4.6
AZ,Smoking During Pregnancy,2019,4.4
AZ,Smoking During Pregnancy,2020,3.7
AZ,Smoking During Pregnancy,2021,3.3
AZ,Smoking During Pregnancy,2022,2.6
AZ,Smoking During Pregnancy,2023,2.2
AZ,Unemployment,2018,5.4
AZ,Unemployment,2019,5.1
AZ,Unemployment,2020,5.449999999999999
AZ,Unemployment,2021,5.8
AZ,Unemployment,2022,4.3
AZ,Unemployment,2023,4.3
AZ,Uninsured Women,2018,15.0
AZ,Uninsured Women,2019,15.3
AZ,Uninsured Women,2020,14.45
AZ,Uninsured Women,2021,13.6
AZ,Uninsured Women,2022,14.3
AZ,Uninsured Women,2023,13.3
AZ,Unintended Pregnancy,2018,29.1
AZ,Unintended Pregnancy,2019,29.1
AZ,Unintended Pregnancy,2020,29.1
AZ,Unintended Pregnancy,2021,28.55
AZ,Unintended Pregnancy,2022,28.0
AZ,Unintended Pregnancy,2023,28.0
AZ,Voter Participation (Average),2018,65.4
AZ,Voter Participation (Average),2019,65.4
AZ,Voter Participation (Average),2020,63.9
AZ,Voter Participation (Average),2021,63.9
AZ,Voter Participation (Average),2022,63.9
AZ,Voter Participation (Average),2023,58.8
AZ,WIC Coverage,2018,49.8
AZ,WIC Coverage,2019,50.45
AZ,WIC Coverage,2020,51.1
AZ,WIC Coverage,2021,52.0
AZ,WIC Coverage,2022,55.2
AZ,WIC Coverage,2023,55.2
AZ,Well-Woman Visit,2018,70.0
AZ,Well-Woman Visit,2019,70.0
AZ,Well-Woman Visit,2020,70.0
AZ,Well-Woman Visit,2021,66.0
AZ,Well-Woman Visit,2022,66.6
AZ,Well-Woman Visit,2023,66.6
AZ,Women's Health Providers,2018,41.5
AZ,Women's Health Providers,2019,41.5
AZ,Women's Health Providers,2020,41.7
AZ,Women's Health Providers,2021,42.1
AZ,Women's Health Providers,2022,40.6
AZ,Women's Health Providers,2023,40.1
CA,Adequate Prenatal Care,2018,78.8
CA,Adequate Prenatal Care,2019,78.7
CA,Adequate Prenatal Care,2020,74.5
CA,Adequate Prenatal Care,2021,74.2
CA,Adequate Prenatal Care,2022,73.8
CA,Adequate Prenatal Care,2023,74.5
CA,Avoided Care Due to Cost,2018,11.9
CA,Avoided Care Due to Cost,2019,11.9
CA,Avoided Care Due to Cost,2020,10.55
CA,Avoided Care Due to Cost,2021,9.2
CA,Avoided Care Due to Cost,2022,10.1
CA,Avoided Care Due to Cost,2023,10.7
CA,Cervical Cancer Screening,2018,77.6
CA,Cervical Cancer Screening,2019,70.425
CA,Cervical Cancer Screening,2020,63.25
CA,Cervical Cancer Screening,2021,56.074999999999996
CA,Cervical Cancer Screening,2022,48.9
CA,Cervical Cancer Screening,2023,48.9
CA,Concentrated Disadvantage,2018,31.4
CA,Concentrated Disadvantage,2019,31.4
CA,Concentrated Disadvantage,2020,31.4
CA,Concentrated Disadvantage,2021,31.4
CA,Concentrated Disadvantage,2022,31.4
CA,Concentrated Disadvantage,2023,32.3
CA,Food Insecurity,2018,9.8
CA,Food Insecurity,2019,9.8
CA,Food Insecurity,2020,10.3
CA,Food Insecurity,2021,10.3
CA,Food Insecurity,2022,10.3
CA,Food Insecurity,2023,11.4
CA,Gender Pay Gap,2018,87.8
CA,Gender Pay Gap,2019,87.5
CA,Gender Pay Gap,2020,87.4
CA,Gender Pay Gap,2021,87.3
CA,Gender Pay Gap,2022,88.2
CA,Gender Pay Gap,2023,87.1
CA,Infant Child Care Affordability,2018,18.6
CA,Infant Child Care Affordability,2019,17.5
CA,Infant Child Care Affordability,2020,17.5
CA,Infant Child Care Affordability,2021,16.7
CA,Infant Child Care Affordability,2022,16.6
CA,Infant Child Care Affordability,2023,16.6
CA,Infant Mortality,2018,4.2
CA,Infant Mortality,2019,4.2
CA,Infant Mortality,2020,4.1
CA,Infant Mortality,2021,4.1
CA,Infant Mortality,2022,4.1
CA,Infant Mortality,2023,4.1
CA,Low Birth Weight,2018,7.0
CA,Low Birth Weight,2019,7.1
CA,Low Birth Weight,2020,6.9
CA,Low Birth Weight,2021,7.3
CA,Low Birth Weight,2022,7.4
CA,Low Birth Weight,2023,7.5
CA,Low-Risk Cesarean Delivery,2018,24.0
CA,Low-Risk Cesarean Delivery,2019,23.8
CA,Low-Risk Cesarean Delivery,2020,24.0
CA,Low-Risk Cesarean Delivery,2021,24.7
CA,Low-Risk Cesarean Delivery,2022,25.2
CA,Low-Risk Cesarean Delivery,2023,25.9
CA,Maternal Mortality,2018,10.5
CA,Maternal Mortality,2019,10.5
CA,Maternal Mortality,2020,10.5
CA,Maternal Mortality,2021,10.5
CA,Maternal Mortality,2022,10.5
CA,Maternal Mortality,2023,10.1
CA,Maternity Care Desert,2018,0.1
CA,Maternity Care Desert,2019,0.1
CA,Maternity Care Desert,2020,0.1
CA,Maternity Care Desert,2021,0.1
CA,Maternity Care Desert,2022,0.1
CA,Maternity Care Desert,2023,0.1
CA,Maternity Practices Score,2018,86.0
CA,Maternity Practices Score,2019,86.5
CA,Maternity Practices Score,2020,87.0
CA,Maternity Practices Score,2021,87.0
CA,Maternity Practices Score,2022,87.0
CA,Maternity Practices Score,2023,87.0
CA,Neonatal Mortality,2018,3.0
CA,Neonatal Mortality,2019,3.0
CA,Neonatal Mortality,2020,2.8
CA,Neonatal Mortality,2021,2.9
CA,Neonatal Mortality,2022,2.9
CA,Neonatal Mortality,2023,2.9
CA,Postpartum Depression,2018,9999.0
CA,Postpartum Depression,2019,9999.0
CA,Postpartum Depression,2020,9999.0
CA,Postpartum Depression,2021,9999.0
CA,Postpartum Depression,2022,9999.0
CA,Postpartum Depression,2023,9999.0
CA,Postpartum Visit,2018,9999.0
CA,Postpartum Visit,2019,9999.0
CA,Postpartum Visit,2020,9999.0
CA,Postpartum Visit,2021,9999.0
CA,Postpartum Visit,2022,9999.0
CA,Postpartum Visit,2023,9999.0
CA,Poverty,2018,12.2
CA,Poverty,2019,11.4
CA,Poverty,2020,11.850000000000001
CA,Poverty,2021,12.3
CA,Poverty,2022,12.1
CA,Poverty,2023,12.0
CA,Severe Maternal Morbidity,2018,94.3
CA,Severe Maternal Morbidity,2019,99.4
CA,Severe Maternal Morbidity,2020,105.5
CA,Severe Maternal Morbidity,2021,111.8
CA,Severe Maternal Morbidity,2022,110.2
CA,Severe Maternal Morbidity,2023,110.2
CA,Smoking During Pregnancy,2018,1.3
CA,Smoking During Pregnancy,2019,1.1
CA,Smoking During Pregnancy,2020,1.0
CA,Smoking During Pregnancy,2021,0.8
CA,Smoking During Pregnancy,2022,0.7
CA,Smoking During Pregnancy,2023,0.6
CA,Unemployment,2018,5.6
CA,Unemployment,2019,5.1
CA,Unemployment,2020,6.7
CA,Unemployment,2021,8.3
CA,Unemployment,2022,5.3
CA,Unemployment,2023,5.5
CA,Uninsured Women,2018,9.5
CA,Uninsured Women,2019,10.0
CA,Uninsured Women,2020,9.45
CA,Uninsured Women,2021,8.9
CA,Uninsured Women,2022,8.0
CA,Uninsured Women,2023,8.0
CA,Unintended Pregnancy,2018,9999.0
CA,Unintended Pregnancy,2019,9999.0
CA,Unintended Pregnancy,2020,9999.0
CA,Unintended Pregnancy,2021,9999.0
CA,Unintended Pregnancy,2022,9999.0
CA,Unintended Pregnancy,2023,9999.0
CA,Voter Participation (Average),2018,58.5
CA,Voter Participation (Average),2019,58.5
CA,Voter Participation (Average),2020,58.3
CA,Voter Participation (Average),2021,58.3
CA,Voter Participation (Average),2022,58.3
CA,Voter Participation (Average),2023,58.1
CA,WIC Coverage,2018,65.7
CA,WIC Coverage,2019,65.0
CA,WIC Coverage,2020,64.3
CA,WIC Coverage,2021,66.4
CA,WIC Coverage,2022,69.9
CA,WIC Coverage,2023,69.9
CA,Well-Woman Visit,2018,69.6
CA,Well-Woman Visit,2019,69.6
CA,Well-Woman Visit,2020,66.3
CA,Well-Woman Visit,2021,66.1
CA,Well-Woman Visit,2022,71.3
CA,Well-Woman Visit,2023,71.3
CA,Women's Health Providers,2018,42.7
CA,Women's Health Providers,2019,42.7
CA,Women's Health Providers,2020,44.4
CA,Women's Health Providers,2021,45.5
CA,Women's Health Providers,2022,42.4
CA,Women's Health Providers,2023,43.5
CO,Adequate Prenatal Care,2018,68.7
CO,Adequate Prenatal Care,2019,69.6
CO,Adequate Prenatal Care,2020,67.1
CO,Adequate Prenatal Care,2021,70.4
CO,Adequate Prenatal Care,2022,71.8
CO,Adequate Prenatal Care,2023,69.9
CO,Avoided Care Due to Cost,2018,12.2
CO,Avoided Care Due to Cost,2019,12.1
CO,Avoided Care Due to Cost,2020,10.8
CO,Avoided Care Due to Cost,2021,9.5
CO,Avoided Care Due to Cost,2022,10.7
CO,Avoided Care Due to Cost,2023,12.1
CO,Cervical Cancer Screening,2018,78.1
CO,Cervical Cancer Screening,2019,72.35
CO,Cervical Cancer Screening,2020,66.6
CO,Cervical Cancer Screening,2021,60.85
CO,Cervical Cancer Screening,2022,55.1
CO,Cervical Cancer Screening,2023,55.1
CO,Concentrated Disadvantage,2018,13.2
CO,Concentrated Disadvantage,2019,13.2
CO,Concentrated Disadvantage,2020,13.2
CO,Concentrated Disadvantage,2021,13.2
CO,Concentrated Disadvantage,2022,13.2
CO,Concentrated Disadvantage,2023,12.4
CO,Food Insecurity,2018,10.1
CO,Food Insecurity,2019,10.1
CO,Food Insecurity,2020,10.1
CO,Food Insecurity,2021,9.9
CO,Food Insecurity,2022,9.9
CO,Food Insecurity,2023,9.9
CO,Gender Pay Gap,2018,82.2
CO,Gender Pay Gap,2019,79.9
CO,Gender Pay Gap,2020,81.45
CO,Gender Pay Gap,2021,83.0
CO,Gender Pay Gap,2022,79.9
CO,Gender Pay Gap,2023,82.6
CO,Infant Child Care Affordability,2018,16.1
CO,Infant Child Care Affordability,2019,16.0
CO,Infant Child Care Affordability,2020,15.5
CO,Infant Child Care Affordability,2021,14.9
CO,Infant Child Care Affordability,2022,15.649999999999999
CO,Infant Child Care Affordability,2023,16.4
CO,Infant Mortality,2018,4.8
CO,Infant Mortality,2019,4.8
CO,Infant Mortality,2020,4.8
CO,Infant Mortality,2021,4.8
CO,Infant Mortality,2022,4.8
CO,Infant Mortality,2023,4.5
CO,Low Birth Weight,2018,9.4
CO,Low Birth Weight,2019,9.4
CO,Low Birth Weight,2020,9.3
CO,Low Birth Weight,2021,9.5
CO,Low Birth Weight,2022,9.9
CO,Low Birth Weight,2023,9.7
CO,Low-Risk Cesarean Delivery,2018,21.2
CO,Low-Risk Cesarean Delivery,2019,21.4
CO,Low-Risk Cesarean Delivery,2020,22.7
CO,Low-Risk Cesarean Delivery,2021,22.3
CO,Low-Risk Cesarean Delivery,2022,23.0
CO,Low-Risk Cesarean Delivery,2023,23.1
CO,Maternal Mortality,2018,16.0
CO,Maternal Mortality,2019,16.0
CO,Maternal Mortality,2020,16.0
CO,Maternal Mortality,2021,16.0
CO,Maternal Mortality,2022,16.0
CO,Maternal Mortality,2023,17.0
CO,Maternity Care Desert,2018,1.7
CO,Maternity Care Desert,2019,1.7
CO,Maternity Care Desert,2020,1.7
CO,Maternity Care Desert,2021,1.7
CO,Maternity Care Desert,2022,1.7
CO,Maternity Care Desert,2023,1.7
CO,Maternity Practices Score,2018,85.0
CO,Maternity Practices Score,2019,85.0
CO,Maternity Practices Score,2020,85.0
CO,Maternity Practices Score,2021,85.5
CO,Maternity Practices Score,2022,86.0
CO,Maternity Practices Score,2023,86.0
CO,Neonatal Mortality,2018,3.2
CO,Neonatal Mortality,2019,3.2
CO,Neonatal Mortality,2020,3.2
CO,Neonatal Mortality,2021,3.3
CO,Neonatal Mortality,2022,3.1
CO,Neonatal Mortality,2023,3.1
CO,Postpartum Depression,2018,11.1
CO,Postpartum Depression,2019,11.9
CO,Postpartum Depression,2020,11.6
CO,Postpartum Depression,2021,11.4
CO,Postpartum Depression,2022,12.5
CO,Postpartum Depression,2023,9.2
CO,Postpartum Visit,2018,91.5
CO,Postpartum Visit,2019,90.8
CO,Postpartum Visit,2020,88.5
CO,Postpartum Visit,2021,92.2
CO,Postpartum Visit,2022,91.6
CO,Postpartum Visit,2023,92.0
CO,Poverty,2018,9.7
CO,Poverty,2019,9.5
CO,Poverty,2020,9.75
CO,Poverty,2021,10.0
CO,Poverty,2022,9.4
CO,Poverty,2023,9.7
CO,Severe Maternal Morbidity,2018,80.0
CO,Severe Maternal Morbidity,2019,90.7
CO,Severe Maternal Morbidity,2020,103.1
CO,Severe Maternal Morbidity,2021,106.1
CO,Severe Maternal Morbidity,2022,106.9
CO,Severe Maternal Morbidity,2023,106.9
CO,Smoking During Pregnancy,2018,5.9
CO,Smoking During Pregnancy,2019,5.1
CO,Smoking During Pregnancy,2020,4.7
CO,Smoking During Pregnancy,2021,3.7
CO,Smoking During Pregnancy,2022,3.1
CO,Smoking During Pregnancy,2023,3.0
CO,Unemployment,2018,4.0
CO,Unemployment,2019,3.7
CO,Unemployment,2020,4.5
CO,Unemployment,2021,5.3
CO,Unemployment,2022,3.5
CO,Unemployment,2023,3.8
CO,Uninsured Women,2018,9.4
CO,Uninsured Women,2019,11.2
CO,Uninsured Women,2020,10.75
CO,Uninsured Women,2021,10.3
CO,Uninsured Women,2022,9.0
CO,Uninsured Women,2023,8.0
CO,Unintended Pregnancy,2018,28.2
CO,Unintended Pregnancy,2019,24.3
CO,Unintended Pregnancy,2020,25.5
CO,Unintended Pregnancy,2021,22.6
CO,Unintended Pregnancy,2022,24.0
CO,Unintended Pregnancy,2023,33.9
CO,Voter Participation (Average),2018,62.9
CO,Voter Participation (Average),2019,62.9
CO,Voter Participation (Average),2020,64.5
CO,Voter Participation (Average),2021,64.5
CO,Voter Participation (Average),2022,64.5
CO,Voter Participation (Average),2023,65.7
CO,WIC Coverage,2018,48.0
CO,WIC Coverage,2019,46.4
CO,WIC Coverage,2020,44.8
CO,WIC Coverage,2021,44.5
CO,WIC Coverage,2022,45.6
CO,WIC Coverage,2023,45.6
CO,Well-Woman Visit,2018,67.6
CO,Well-Woman Visit,2019,67.6
CO,Well-Woman Visit,2020,67.2
CO,Well-Woman Visit,2021,67.5
CO,Well-Woman Visit,2022,68.8
CO,Well-Woman Visit,2023,68.8
CO,Women's Health Providers,2018,61.3
CO,Women's Health Providers,2019,61.3
CO,Women's Health Providers,2020,62.8
CO,Women's Health Providers,2021,64.3
CO,Women's Health Providers,2022,62.6
CO,Women's Health Providers,2023,63.4
CT,Adequate Prenatal Care,2018,83.7
CT,Adequate Prenatal Care,2019,84.9
CT,Adequate Prenatal Care,2020,84.4
CT,Adequate Prenatal Care,2021,84.8
CT,Adequate Prenatal Care,2022,83.1
CT,Adequate Prenatal Care,2023,84.2
CT,Avoided Care Due to Cost,2018,9.2
CT,Avoided Care Due to Cost,2019,9.9
CT,Avoided Care Due to Cost,2020,8.65
CT,Avoided Care Due to Cost,2021,7.4
CT,Avoided Care Due to Cost,2022,9.2
CT,Avoided Care Due to Cost,2023,8.9
CT,Cervical Cancer Screening,2018,82.2
CT,Cervical Cancer Screening,2019,75.075
CT,Cervical Cancer Screening,2020,67.95
CT,Cervical Cancer Screening,2021,60.825
CT,Cervical Cancer Screening,2022,53.7
CT,Cervical Cancer Screening,2023,53.7
CT,Concentrated Disadvantage,2018,23.3
CT,Concentrated Disadvantage,2019,23.3
CT,Concentrated Disadvantage,2020,23.3
CT,Concentrated Disadvantage,2021,23.3
CT,Concentrated Disadvantage,2022,23.3
CT,Concentrated Disadvantage,2023,23.3
CT,Food Insecurity,2018,11.8
CT,Food Insecurity,2019,11.8
CT,Food Insecurity,2020,11.8
CT,Food Insecurity,2021,10.4
CT,Food Insecurity,2022,10.4
CT,Food Insecurity,2023,10.4
CT,Gender Pay Gap,2018,83.5
CT,Gender Pay Gap,2019,83.2
CT,Gender Pay Gap,2020,82.9
CT,Gender Pay Gap,2021,82.6
CT,Gender Pay Gap,2022,84.8
CT,Gender Pay Gap,2023,84.2
CT,Infant Child Care Affordability,2018,12.6
CT,Infant Child Care Affordability,2019,12.7
CT,Infant Child Care Affordability,2020,12.7
CT,Infant Child Care Affordability,2021,12.0
CT,Infant Child Care Affordability,2022,12.1
CT,Infant Child Care Affordability,2023,11.8
CT,Infant Mortality,2018,4.3
CT,Infant Mortality,2019,4.3
CT,Infant Mortality,2020,4.4
CT,Infant Mortality,2021,4.5
CT,Infant Mortality,2022,4.4
CT,Infant Mortality,2023,4.4
CT,Low Birth Weight,2018,7.6
CT,Low Birth Weight,2019,7.8
CT,Low Birth Weight,2020,7.8
CT,Low Birth Weight,2021,8.1
CT,Low Birth Weight,2022,8.0
CT,Low Birth Weight,2023,7.9
CT,Low-Risk Cesarean Delivery,2018,29.4
CT,Low-Risk Cesarean Delivery,2019,28.9
CT,Low-Risk Cesarean Delivery,2020,27.9
CT,Low-Risk Cesarean Delivery,2021,28.9
CT,Low-Risk Cesarean Delivery,2022,29.2
CT,Low-Risk Cesarean Delivery,2023,30.0
CT,Maternal Mortality,2018,15.6
CT,Maternal Mortality,2019,15.6
CT,Maternal Mortality,2020,15.6
CT,Maternal Mortality,2021,15.6
CT,Maternal Mortality,2022,15.6
CT,Maternal Mortality,2023,16.2
CT,Maternity Care Desert,2018,0.0
CT,Maternity Care Desert,2019,0.0
CT,Maternity Care Desert,2020,0.0
CT,Maternity Care Desert,2021,0.0
CT,Maternity Care Desert,2022,0.0
CT,Maternity Care Desert,2023,0.0
CT,Maternity Practices Score,2018,85.0
CT,Maternity Practices Score,2019,86.0
CT,Maternity Practices Score,2020,87.0
CT,Maternity Practices Score,2021,87.0
CT,Maternity Practices Score,2022,87.0
CT,Maternity Practices Score,2023,87.0
CT,Neonatal Mortality,2018,3.0
CT,Neonatal Mortality,2019,3.0
CT,Neonatal Mortality,2020,3.0
CT,Neonatal Mortality,2021,3.0
CT,Neonatal Mortality,2022,3.0
CT,Neonatal Mortality,2023,3.0
CT,Postpartum Depression,2018,11.7
CT,Postpartum Depression,2019,11.1
CT,Postpartum Depression,2020,10.4
CT,Postpartum Depression,2021,11.9
CT,Postpartum Depression,2022,10.25
CT,Postpartum Depression,2023,8.6
CT,Postpartum Visit,2018,94.4
CT,Postpartum Visit,2019,95.2
CT,Postpartum Visit,2020,92.2
CT,Postpartum Visit,2021,94.9
CT,Postpartum Visit,2022,94.15
CT,Postpartum Visit,2023,93.4
CT,Poverty,2018,10.6
CT,Poverty,2019,10.4
CT,Poverty,2020,10.45
CT,Poverty,2021,10.5
CT,Poverty,2022,10.5
CT,Poverty,2023,11.1
CT,Severe Maternal Morbidity,2018,87.6
CT,Severe Maternal Morbidity,2019,91.8
CT,Severe Maternal Morbidity,2020,86.0
CT,Severe Maternal Morbidity,2021,103.9
CT,Severe Maternal Morbidity,2022,107.2
CT,Severe Maternal Morbidity,2023,107.2
CT,Smoking During Pregnancy,2018,4.0
CT,Smoking During Pregnancy,2019,3.6
CT,Smoking During Pregnancy,2020,3.3
CT,Smoking During Pregnancy,2021,2.4
CT,Smoking During Pregnancy,2022,2.0
CT,Smoking During Pregnancy,2023,1.8
CT,Unemployment,2018,5.6
CT,Unemployment,2019,5.3
CT,Unemployment,2020,6.0
CT,Unemployment,2021,6.7
CT,Unemployment,2022,4.7
CT,Unemployment,2023,4.6
CT,Uninsured Women,2018,7.5
CT,Uninsured Women,2019,7.7
CT,Uninsured Women,2020,7.4
CT,Uninsured Women,2021,7.1
CT,Uninsured Women,2022,6.8
CT,Uninsured Women,2023,7.9
CT,Unintended Pregnancy,2018,24.4
CT,Unintended Pregnancy,2019,24.2
CT,Unintended Pregnancy,2020,23.9
CT,Unintended Pregnancy,2021,18.9
CT,Unintended Pregnancy,2022,19.75
CT,Unintended Pregnancy,2023,20.6
CT,Voter Participation (Average),2018,60.3
CT,Voter Participation (Average),2019,60.3
CT,Voter Participation (Average),2020,58.1
CT,Voter Participation (Average),2021,58.1
CT,Voter Participation (Average),2022,58.1
CT,Voter Participation (Average),2023,58.0
CT,WIC Coverage,2018,48.3
CT,WIC Coverage,2019,46.5
CT,WIC Coverage,2020,44.7
CT,WIC Coverage,2021,44.7
CT,WIC Coverage,2022,46.9
CT,WIC Coverage,2023,46.9
CT,Well-Woman Visit,2018,77.3
CT,Well-Woman Visit,2019,77.3
CT,Well-Woman Visit,2020,77.1
CT,Well-Woman Visit,2021,76.0
CT,Well-Woman Visit,2022,78.9
CT,Well-Woman Visit,2023,78.9
CT,Women's Health Providers,2018,66.7
CT,Women's Health Providers,2019,66.7
CT,Women's Health Providers,2020,68.6
CT,Women's Health Providers,2021,70.6
CT,Women's Health Providers,2022,62.5
CT,Women's Health Providers,2023,63.1
DC,Adequate Prenatal Care,2018,69.3
DC,Adequate Prenatal Care,2019,70.7
DC,Adequate Prenatal Care,2020,66.5
DC,Adequate Prenatal Care,2021,65.5
DC,Adequate Prenatal Care,2022,63.0
DC,Adequate Prenatal Care,2023,64.8
DC,Avoided Care Due to Cost,2018,7.9
DC,Avoided Care Due to Cost,2019,10.4
DC,Avoided Care Due to Cost,2020,8.45
DC,Avoided Care Due to Cost,2021,6.5
DC,Avoided Care Due to Cost,2022,7.6
DC,Avoided Care Due to Cost,2023,9.8
DC,Cervical Cancer Screening,2018,79.8
DC,Cervical Cancer Screening,2019,74.625
DC,Cervical Cancer Screening,2020,69.45
DC,Cervical Cancer Screening,2021,64.275
DC,Cervical Cancer Screening,2022,59.1
DC,Cervical Cancer Screening,2023,59.1
DC,Concentrated Disadvantage,2018,46.8
DC,Concentrated Disadvantage,2019,46.4
DC,Concentrated Disadvantage,2020,46.4
DC,Concentrated Disadvantage,2021,46.4
DC,Concentrated Disadvantage,2022,46.4
DC,Concentrated Disadvantage,2023,46.4
DC,Food Insecurity,2018,10.3
DC,Food Insecurity,2019,9.0
DC,Food Insecurity,2020,10.0
DC,Food Insecurity,2021,10.0
DC,Food Insecurity,2022,10.0
DC,Food Insecurity,2023,8.8
DC,Gender Pay Gap,2018,87.4
DC,Gender Pay Gap,2019,82.0
DC,Gender Pay Gap,2020,83.4
DC,Gender Pay Gap,2021,84.8
DC,Gender Pay Gap,2022,83.8
DC,Gender Pay Gap,2023,86.0
DC,Infant Child Care Affordability,2018,14.6
DC,Infant Child Care Affordability,2019,13.9
DC,Infant Child Care Affordability,2020,12.9
DC,Infant Child Care Affordability,2021,12.4
DC,Infant Child Care Affordability,2022,12.1
DC,Infant Child Care Affordability,2023,11.0
DC,Infant Mortality,2018,6.2
DC,Infant Mortality,2019,6.2
DC,Infant Mortality,2020,6.0
DC,Infant Mortality,2021,6.2
DC,Infant Mortality,2022,6.2
DC,Infant Mortality,2023,6.2
DC,Low Birth Weight,2018,10.0
DC,Low Birth Weight,2019,9.9
DC,Low Birth Weight,2020,9.6
DC,Low Birth Weight,2021,9.6
DC,Low Birth Weight,2022,9.8
DC,Low Birth Weight,2023,10.8
DC,Low-Risk Cesarean Delivery,2018,28.0
DC,Low-Risk Cesarean Delivery,2019,28.0
DC,Low-Risk Cesarean Delivery,2020,27.8
DC,Low-Risk Cesarean Delivery,2021,27.6
DC,Low-Risk Cesarean Delivery,2022,29.3
DC,Low-Risk Cesarean Delivery,2023,29.7
DC,Maternal Mortality,2018,27.3
DC,Maternal Mortality,2019,27.3
DC,Maternal Mortality,2020,27.3
DC,Maternal Mortality,2021,27.3
DC,Maternal Mortality,2022,27.3
DC,Maternal Mortality,2023,28.2
DC,Maternity Care Desert,2018,0.0
DC,Maternity Care Desert,2019,0.0
DC,Maternity Care Desert,2020,0.0
DC,Maternity Care Desert,2021,0.0
DC,Maternity Care Desert,2022,0.0
DC,Maternity Care Desert,2023,0.0
DC,Maternity Practices Score,2018,9999.0
